species,bio1_native,bio12_native
Phylloscopus omeiensis,1.22270420414869,41.2688704219455
Phylloscopus subaffinis,1.2179477701794,13.292213955604
Pseudopodoces humilis,1.00487483907891,3.50005010373638
Spilopelia senegalensis,1.02671381367126,32.7193715358625
Sturnia pagodarum,0.46092902172327,84.3225045884819
Treron curvirostra,0.902548418267109,24.1899347035351
Treron sphenurus,1.08569987582469,-12.9812064365187
Turnix suscitator,0.802209947672171,29.6801847412626
Acrocephalus orientalis,1.65525448407043,91.5003155301396
Alaudala cheleensis,1.69381419878287,48.249645765329
Anhinga melanogaster,0.93395436114838,171.762800214235
Anthus trivialis,2.13388809551252,42.451181355557
Calandrella brachydactyla,1.83752907841162,7.39690797407411
Certhia familiaris,1.92851873889306,35.8824267464116
Charadrius atrifrons,1.33146795003388,22.7452181194618
Charadrius dealbatus,1.28784395506474,198.368066409468
Crossoptilon mantchuricum,1.8589308724649,38.1186198150762
Emberiza rustica,2.0643897719473,36.5535583265209
Enicurus schistaceus,1.2253997780188,33.8365033924354
Geokichla wardii,0.928241495402801,-45.0514029149324
Grus japonensis,1.30738221126903,97.8703709530483
Helopsaltes certhiola,1.90007005453437,43.1770287690567
Hemitesia pallidipes,1.10258228478207,-48.7063653631751
Ketupa flavipes,1.38484498552177,69.3666180588955
Larus brunnicephalus,1.57968146469263,14.0934669275412
Lophura leucomelanos,1.00827616430206,-86.1215638574654
Loxia curvirostra,1.85733626697455,22.942636378537
Nipponia nippon,1.47750619741587,-132.105773925781
Oenanthe oenanthe,2.05506458889107,34.7708846151728
Otus lettia,1.25223274222823,53.3125980063921
Pelecanus crispus,1.64784443120525,63.5081686975537
Ptyonoprogne rupestris,1.74952768795745,12.6050239391947
Remiz pendulinus,2.07142153695054,0.639005719803208
Suthora webbiana,1.60538401804989,92.2473383688057
Urile pelagicus,1.08287004448946,10.7156401561197
Zosterops meyeni,1.24407172867648,471.182664689092
