species,scenario,cell_threshold,n_provinces,suitable_area_km2
Spilopelia senegalensis,current,10,22,1176495.7894235773
Spilopelia senegalensis,current,20,22,1176495.7894235773
Spilopelia senegalensis,current,50,22,1176495.7894235773
Spilopelia senegalensis,current,100,21,1176495.7894235773
Spilopelia senegalensis,current,200,20,1176495.7894235773
Spilornis cheela,current,3,19,1644731.9763077737
Spilornis cheela,current,10,19,1644731.9763077737
Spilornis cheela,current,20,19,1644731.9763077737
Spilornis cheela,current,50,19,1644731.9763077737
Spilornis cheela,current,100,17,1644731.9763077737
Spilornis cheela,current,200,17,1644731.9763077737
Spinus spinus,current,3,33,4306021.774137741
Spinus spinus,current,10,33,4306021.774137741
Spinus spinus,current,20,33,4306021.774137741
Spinus spinus,current,50,33,4306021.774137741
Spinus spinus,current,100,31,4306021.774137741
Spinus spinus,current,200,31,4306021.774137741
Spizixos semitorques,current,3,29,2318408.218759517
Spizixos semitorques,current,10,27,2318408.218759517
Spizixos semitorques,current,20,27,2318408.218759517
Spizixos semitorques,current,50,26,2318408.218759517
Spizixos semitorques,current,100,24,2318408.218759517
Spizixos semitorques,current,200,22,2318408.218759517
Spodiopsar cineraceus,current,3,32,2403805.2712116395
Spodiopsar cineraceus,current,10,32,2403805.2712116395
Spodiopsar cineraceus,current,20,32,2403805.2712116395
Spodiopsar cineraceus,current,50,31,2403805.2712116395
Spodiopsar cineraceus,current,100,29,2403805.2712116395
Spodiopsar cineraceus,current,200,28,2403805.2712116395
Spodiopsar sericeus,current,3,27,2346666.323840867
Spodiopsar sericeus,current,10,27,2346666.323840867
Spodiopsar sericeus,current,20,26,2346666.323840867
Spodiopsar sericeus,current,50,26,2346666.323840867
Spodiopsar sericeus,current,100,23,2346666.323840867
Spodiopsar sericeus,current,200,23,2346666.323840867
Stachyris humei,current,3,33,7406476.68448516
Stachyris humei,current,10,33,7406476.68448516
Stachyris humei,current,20,33,7406476.68448516
Stachyris humei,current,50,33,7406476.68448516
Stachyris humei,current,100,32,7406476.68448516
Stachyris humei,current,200,32,7406476.68448516
Stachyris nonggangensis,current,3,30,4385585.725552645
Stachyris nonggangensis,current,10,30,4385585.725552645
Stachyris nonggangensis,current,20,30,4385585.725552645
Stachyris nonggangensis,current,50,28,4385585.725552645
Stachyris nonggangensis,current,100,28,4385585.725552645
Stachyris nonggangensis,current,200,24,4385585.725552645
Staphida castaniceps,current,3,19,528573.5715069326
Staphida castaniceps,current,10,17,528573.5715069326
Staphida castaniceps,current,20,17,528573.5715069326
Staphida castaniceps,current,50,16,528573.5715069326
Staphida castaniceps,current,100,16,528573.5715069326
Staphida castaniceps,current,200,13,528573.5715069326
Staphida torqueola,current,3,26,1940794.5825544768
Staphida torqueola,current,10,25,1940794.5825544768
Staphida torqueola,current,20,24,1940794.5825544768
Staphida torqueola,current,50,23,1940794.5825544768
Staphida torqueola,current,100,22,1940794.5825544768
Staphida torqueola,current,200,22,1940794.5825544768
Streptopelia decaocto,current,3,29,4428069.912866367
Streptopelia decaocto,current,10,28,4428069.912866367
Streptopelia decaocto,current,20,28,4428069.912866367
Streptopelia decaocto,current,50,28,4428069.912866367
Streptopelia decaocto,current,100,28,4428069.912866367
Streptopelia decaocto,current,200,27,4428069.912866367
Sturnia sinensis,current,3,16,425875.0694851911
Sturnia sinensis,current,10,16,425875.0694851911
Sturnia sinensis,current,20,16,425875.0694851911
Sturnia sinensis,current,50,14,425875.0694851911
Sturnia sinensis,current,100,13,425875.0694851911
Sturnia sinensis,current,200,11,425875.0694851911
Sturnus vulgaris,current,3,32,4380254.097202519
Sturnus vulgaris,current,10,32,4380254.097202519
Sturnus vulgaris,current,20,31,4380254.097202519
Sturnus vulgaris,current,50,31,4380254.097202519
Sturnus vulgaris,current,100,30,4380254.097202519
Sturnus vulgaris,current,200,29,4380254.097202519
Suthora fulvifrons,current,3,30,2392816.055392414
Suthora fulvifrons,current,10,28,2392816.055392414
Suthora fulvifrons,current,20,28,2392816.055392414
Suthora fulvifrons,current,50,27,2392816.055392414
Suthora fulvifrons,current,100,25,2392816.055392414
Suthora fulvifrons,current,200,21,2392816.055392414
Syrmaticus reevesii,current,3,32,2922051.3932153177
Syrmaticus reevesii,current,10,32,2922051.3932153177
Syrmaticus reevesii,current,20,31,2922051.3932153177
Syrmaticus reevesii,current,50,31,2922051.3932153177
Syrmaticus reevesii,current,100,31,2922051.3932153177
Syrmaticus reevesii,current,200,30,2922051.3932153177
Syrrhaptes paradoxus,current,3,33,4019043.2066522534
Syrrhaptes paradoxus,current,10,33,4019043.2066522534
Syrrhaptes paradoxus,current,20,33,4019043.2066522534
Syrrhaptes paradoxus,current,50,33,4019043.2066522534
Syrrhaptes paradoxus,current,100,32,4019043.2066522534
Syrrhaptes paradoxus,current,200,32,4019043.2066522534
Tarsiger chrysaeus,current,3,33,3528441.526582151
Tarsiger chrysaeus,current,10,32,3528441.526582151
Tarsiger chrysaeus,current,20,32,3528441.526582151
Tarsiger chrysaeus,current,50,30,3528441.526582151
Tarsiger chrysaeus,current,100,29,3528441.526582151
Tarsiger chrysaeus,current,200,28,3528441.526582151
Tarsiger indicus,current,3,28,1036231.4386942958
Tarsiger indicus,current,10,26,1036231.4386942958
Tarsiger indicus,current,20,26,1036231.4386942958
Tarsiger indicus,current,50,24,1036231.4386942958
Tarsiger indicus,current,100,22,1036231.4386942958
Tarsiger indicus,current,200,20,1036231.4386942958
Tephrodornis virgatus,current,3,23,925129.6269336247
Tephrodornis virgatus,current,10,23,925129.6269336247
Tephrodornis virgatus,current,20,23,925129.6269336247
Tephrodornis virgatus,current,50,22,925129.6269336247
Tephrodornis virgatus,current,100,20,925129.6269336247
Tephrodornis virgatus,current,200,19,925129.6269336247
Tetrax tetrax,current,3,24,1580454.149462157
Tetrax tetrax,current,10,18,1580454.149462157
Tetrax tetrax,current,20,18,1580454.149462157
Tetrax tetrax,current,50,16,1580454.149462157
Tetrax tetrax,current,100,15,1580454.149462157
Tetrax tetrax,current,200,14,1580454.149462157
Thalasseus bergii,current,3,16,193340.46715428753
Thalasseus bergii,current,10,16,193340.46715428753
Thalasseus bergii,current,20,14,193340.46715428753
Thalasseus bergii,current,50,13,193340.46715428753
Thalasseus bergii,current,100,11,193340.46715428753
Thalasseus bergii,current,200,10,193340.46715428753
Timalia pileata,current,3,32,3467370.7160325893
Timalia pileata,current,10,30,3467370.7160325893
Timalia pileata,current,20,29,3467370.7160325893
Timalia pileata,current,50,28,3467370.7160325893
Timalia pileata,current,100,28,3467370.7160325893
Timalia pileata,current,200,25,3467370.7160325893
Tragopan caboti,current,3,16,435177.6528395451
Tragopan caboti,current,10,16,435177.6528395451
Tragopan caboti,current,20,16,435177.6528395451
Tragopan caboti,current,50,16,435177.6528395451
Tragopan caboti,current,100,14,435177.6528395451
Tragopan caboti,current,200,12,435177.6528395451
Tragopan temminckii,current,3,22,609529.4576867047
Tragopan temminckii,current,10,21,609529.4576867047
Tragopan temminckii,current,20,20,609529.4576867047
Tragopan temminckii,current,50,19,609529.4576867047
Tragopan temminckii,current,100,18,609529.4576867047
Tragopan temminckii,current,200,17,609529.4576867047
Treron curvirostra,current,3,25,880525.7385007391
Treron curvirostra,current,10,24,880525.7385007391
Treron curvirostra,current,20,23,880525.7385007391
Treron curvirostra,current,50,23,880525.7385007391
Treron curvirostra,current,100,21,880525.7385007391
Treron curvirostra,current,200,17,880525.7385007391
Treron sieboldii,current,3,26,2098641.4593224428
Treron sieboldii,current,10,25,2098641.4593224428
Treron sieboldii,current,20,24,2098641.4593224428
Treron sieboldii,current,50,23,2098641.4593224428
Treron sieboldii,current,100,22,2098641.4593224428
Treron sieboldii,current,200,22,2098641.4593224428
Treron sphenurus,current,3,25,1409986.859505574
Treron sphenurus,current,10,25,1409986.859505574
Treron sphenurus,current,20,24,1409986.859505574
Treron sphenurus,current,50,23,1409986.859505574
Treron sphenurus,current,100,21,1409986.859505574
Treron sphenurus,current,200,21,1409986.859505574
Tringa brevipes,current,3,31,1046843.9196268035
Tringa brevipes,current,10,31,1046843.9196268035
Tringa brevipes,current,20,31,1046843.9196268035
Tringa brevipes,current,50,31,1046843.9196268035
Tringa brevipes,current,100,28,1046843.9196268035
Tringa brevipes,current,200,27,1046843.9196268035
Tringa guttifer,current,3,29,1738469.070099329
Tringa guttifer,current,10,29,1738469.070099329
Tringa guttifer,current,20,29,1738469.070099329
Tringa guttifer,current,50,27,1738469.070099329
Tringa guttifer,current,100,26,1738469.070099329
Tringa guttifer,current,200,25,1738469.070099329
Tringa stagnatilis,current,3,30,2825972.2808536636
Tringa stagnatilis,current,10,30,2825972.2808536636
Tringa stagnatilis,current,20,30,2825972.2808536636
Tringa stagnatilis,current,50,30,2825972.2808536636
Tringa stagnatilis,current,100,29,2825972.2808536636
Tringa stagnatilis,current,200,29,2825972.2808536636
Turdus boulboul,current,3,24,1233402.1940997434
Turdus boulboul,current,10,22,1233402.1940997434
Turdus boulboul,current,20,21,1233402.1940997434
Turdus boulboul,current,50,20,1233402.1940997434
Turdus boulboul,current,100,20,1233402.1940997434
Turdus boulboul,current,200,20,1233402.1940997434
Turdus cardis,current,3,26,2147151.064710915
Turdus cardis,current,10,25,2147151.064710915
Turdus cardis,current,20,25,2147151.064710915
Turdus cardis,current,50,25,2147151.064710915
Turdus cardis,current,100,24,2147151.064710915
Turdus cardis,current,200,22,2147151.064710915
Turdus feae,current,3,21,3230014.536754003
Turdus feae,current,10,17,3230014.536754003
Turdus feae,current,20,17,3230014.536754003
Turdus feae,current,50,16,3230014.536754003
Turdus feae,current,100,16,3230014.536754003
Turdus feae,current,200,15,3230014.536754003
Turdus mandarinus,current,3,28,2401050.4766618833
Turdus mandarinus,current,10,27,2401050.4766618833
Turdus mandarinus,current,20,27,2401050.4766618833
Turdus mandarinus,current,50,27,2401050.4766618833
Turdus mandarinus,current,100,26,2401050.4766618833
Turdus mandarinus,current,200,26,2401050.4766618833
Turdus naumanni,current,3,33,4839037.172038342
Turdus naumanni,current,10,33,4839037.172038342
Turdus naumanni,current,20,33,4839037.172038342
Turdus naumanni,current,50,33,4839037.172038342
Turdus naumanni,current,100,32,4839037.172038342
Turdus naumanni,current,200,32,4839037.172038342
Turdus pilaris,current,3,33,3158262.1689725756
Turdus pilaris,current,10,33,3158262.1689725756
Turdus pilaris,current,20,33,3158262.1689725756
Turdus pilaris,current,50,33,3158262.1689725756
Turdus pilaris,current,100,32,3158262.1689725756
Turdus pilaris,current,200,30,3158262.1689725756
Turdus rubrocanus,current,3,26,1889796.3321412015
Turdus rubrocanus,current,10,23,1889796.3321412015
Turdus rubrocanus,current,20,23,1889796.3321412015
Turdus rubrocanus,current,50,20,1889796.3321412015
Turdus rubrocanus,current,100,20,1889796.3321412015
Turdus rubrocanus,current,200,19,1889796.3321412015
Turdus ruficollis,current,3,28,5868949.770613481
Turdus ruficollis,current,10,28,5868949.770613481
Turdus ruficollis,current,20,28,5868949.770613481
Turdus ruficollis,current,50,28,5868949.770613481
Turdus ruficollis,current,100,28,5868949.770613481
Turdus ruficollis,current,200,28,5868949.770613481
Turdus viscivorus,current,3,23,554041.5088146054
Turdus viscivorus,current,10,20,554041.5088146054
Turdus viscivorus,current,20,16,554041.5088146054
Turdus viscivorus,current,50,12,554041.5088146054
Turdus viscivorus,current,100,10,554041.5088146054
Turdus viscivorus,current,200,7,554041.5088146054
Turnix suscitator,current,3,14,854071.5781097764
Turnix suscitator,current,10,14,854071.5781097764
Turnix suscitator,current,20,13,854071.5781097764
Turnix suscitator,current,50,13,854071.5781097764
Turnix suscitator,current,100,11,854071.5781097764
Turnix suscitator,current,200,11,854071.5781097764
Tyto longimembris,current,3,23,1099952.8518847078
Tyto longimembris,current,10,21,1099952.8518847078
Tyto longimembris,current,20,21,1099952.8518847078
Tyto longimembris,current,50,19,1099952.8518847078
Tyto longimembris,current,100,18,1099952.8518847078
Tyto longimembris,current,200,17,1099952.8518847078
Urile pelagicus,current,3,27,5336967.855381089
Urile pelagicus,current,10,25,5336967.855381089
Urile pelagicus,current,20,24,5336967.855381089
Urile pelagicus,current,50,21,5336967.855381089
Urile pelagicus,current,100,18,5336967.855381089
Urile pelagicus,current,200,16,5336967.855381089
Urosphena squameiceps,current,3,33,2956200.3178276946
Urosphena squameiceps,current,10,33,2956200.3178276946
Urosphena squameiceps,current,20,33,2956200.3178276946
Urosphena squameiceps,current,50,33,2956200.3178276946
Urosphena squameiceps,current,100,32,2956200.3178276946
Urosphena squameiceps,current,200,31,2956200.3178276946
Vanellus cinereus,current,3,31,3498306.8067182326
Vanellus cinereus,current,10,31,3498306.8067182326
Vanellus cinereus,current,20,31,3498306.8067182326
Vanellus cinereus,current,50,31,3498306.8067182326
Vanellus cinereus,current,100,30,3498306.8067182326
Vanellus cinereus,current,200,28,3498306.8067182326
Vanellus vanellus,current,3,33,4377147.837922719
Vanellus vanellus,current,10,33,4377147.837922719
Vanellus vanellus,current,20,33,4377147.837922719
Vanellus vanellus,current,50,33,4377147.837922719
Vanellus vanellus,current,100,32,4377147.837922719
Vanellus vanellus,current,200,32,4377147.837922719
Yuhina nigrimenta,current,3,21,1413900.041548435
Yuhina nigrimenta,current,10,20,1413900.041548435
Yuhina nigrimenta,current,20,20,1413900.041548435
Yuhina nigrimenta,current,50,18,1413900.041548435
Yuhina nigrimenta,current,100,18,1413900.041548435
Yuhina nigrimenta,current,200,16,1413900.041548435
Zapornia bicolor,current,3,33,1701226.6190416995
Zapornia bicolor,current,10,32,1701226.6190416995
Zapornia bicolor,current,20,31,1701226.6190416995
Zapornia bicolor,current,50,30,1701226.6190416995
Zapornia bicolor,current,100,29,1701226.6190416995
Zapornia bicolor,current,200,28,1701226.6190416995
Zoothera dixoni,current,3,21,1258781.694367872
Zoothera dixoni,current,10,20,1258781.694367872
Zoothera dixoni,current,20,19,1258781.694367872
Zoothera dixoni,current,50,18,1258781.694367872
Zoothera dixoni,current,100,16,1258781.694367872
Zoothera dixoni,current,200,15,1258781.694367872
Zoothera mollissima,current,3,28,937312.4156662998
Zoothera mollissima,current,10,27,937312.4156662998
Zoothera mollissima,current,20,25,937312.4156662998
Zoothera mollissima,current,50,24,937312.4156662998
Zoothera mollissima,current,100,21,937312.4156662998
Zoothera mollissima,current,200,18,937312.4156662998
Zoothera monticola,current,3,33,4511087.068912776
Zoothera monticola,current,10,32,4511087.068912776
Zoothera monticola,current,20,32,4511087.068912776
Zoothera monticola,current,50,32,4511087.068912776
Zoothera monticola,current,100,32,4511087.068912776
Zoothera monticola,current,200,32,4511087.068912776
Zosterops erythropleurus,current,3,33,4014517.8790727328
Zosterops erythropleurus,current,10,33,4014517.8790727328
Zosterops erythropleurus,current,20,33,4014517.8790727328
Zosterops erythropleurus,current,50,33,4014517.8790727328
Zosterops erythropleurus,current,100,32,4014517.8790727328
Zosterops erythropleurus,current,200,32,4014517.8790727328
