"species","species_cn","english_name","order","iucn","n_event_records","tree_label_direct","target_tree_label","bridge_type","bridge_note","tree_label_final","exact_match","bridged_match","unresolved","match_status"
"Hemitesia pallidipes","淡脚树莺","Pale-footed Bush-warbler","Passeriformes","LC",1,"Hemitesia_pallidipes",NA,NA,NA,"Hemitesia_pallidipes",TRUE,FALSE,FALSE,"Exact match"
"Hemixos castanonotus","栗背短脚鹎","Chestnut Bulbul","Passeriformes","LC",2,"Hemixos_castanonotus",NA,NA,NA,"Hemixos_castanonotus",TRUE,FALSE,FALSE,"Exact match"
"Heterophasia desgodinsi","黑头奇鹛","Black-headed Sibia","Passeriformes","LC",2,"Heterophasia_desgodinsi",NA,NA,NA,"Heterophasia_desgodinsi",TRUE,FALSE,FALSE,"Exact match"
"Heteroxenicus stellatus","栗背短翅鸫","Gould's Shortwing","Passeriformes","LC",1,"Heteroxenicus_stellatus",NA,NA,NA,"Heteroxenicus_stellatus",TRUE,FALSE,FALSE,"Exact match"
"Hypothymis azurea","黑枕王鹟","Black-naped Monarch","Passeriformes","LC",1,"Hypothymis_azurea",NA,NA,NA,"Hypothymis_azurea",TRUE,FALSE,FALSE,"Exact match"
"Hypsipetes leucocephalus","黑短脚鹎","Black Bulbul","Passeriformes","LC",1,"Hypsipetes_leucocephalus",NA,NA,NA,"Hypsipetes_leucocephalus",TRUE,FALSE,FALSE,"Exact match"
"Ianthocincla lunulata","斑背噪鹛","Barred Laughingthrush","Passeriformes","LC",3,"Ianthocincla_lunulata",NA,NA,NA,"Ianthocincla_lunulata",TRUE,FALSE,FALSE,"Exact match"
"Iduna caligata","靴篱莺","Booted Warbler","Passeriformes","LC",1,"Iduna_caligata",NA,NA,NA,"Iduna_caligata",TRUE,FALSE,FALSE,"Exact match"
"Ixos mcclellandii","绿翅短脚鹎","Mountain Bulbul","Passeriformes","LC",2,"Ixos_mcclellandii",NA,NA,NA,"Ixos_mcclellandii",TRUE,FALSE,FALSE,"Exact match"
"Lalage melaschistos","暗灰鹃鵙","Black-winged Cuckooshrike","Passeriformes","LC",1,"Lalage_melaschistos",NA,NA,NA,"Lalage_melaschistos",TRUE,FALSE,FALSE,"Exact match"
"Lanius borealis","灰伯劳","Northern Grey Shrike","Passeriformes","LC",1,"Lanius_borealis",NA,NA,NA,"Lanius_borealis",TRUE,FALSE,FALSE,"Exact match"
"Lanius collurioides","栗背伯劳","Burmese Shrike","Passeriformes","LC",1,"Lanius_collurioides",NA,NA,NA,"Lanius_collurioides",TRUE,FALSE,FALSE,"Exact match"
"Lanius isabellinus","荒漠伯劳","Isabelline Shrike","Passeriformes","LC",1,"Lanius_isabellinus",NA,NA,NA,"Lanius_isabellinus",TRUE,FALSE,FALSE,"Exact match"
"Lanius schach","棕背伯劳","Long-tailed Shrike","Passeriformes","LC",6,"Lanius_schach",NA,NA,NA,"Lanius_schach",TRUE,FALSE,FALSE,"Exact match"
"Lanius sphenocercus","楔尾伯劳","Chinese Grey Shrike","Passeriformes","LC",1,"Lanius_sphenocercus",NA,NA,NA,"Lanius_sphenocercus",TRUE,FALSE,FALSE,"Exact match"
"Lanius tephronotus","灰背伯劳","Grey-backed Shrike","Passeriformes","LC",2,"Lanius_tephronotus",NA,NA,NA,"Lanius_tephronotus",TRUE,FALSE,FALSE,"Exact match"
"Larvivora akahige","日本歌鸲","Japanese Robin","Passeriformes","LC",2,"Larvivora_akahige",NA,NA,NA,"Larvivora_akahige",TRUE,FALSE,FALSE,"Exact match"
"Larvivora brunnea","栗腹歌鸲","Indian Blue Robin","Passeriformes","LC",1,"Larvivora_brunnea",NA,NA,NA,"Larvivora_brunnea",TRUE,FALSE,FALSE,"Exact match"
"Larvivora cyane","蓝歌鸲","Siberian Blue Robin","Passeriformes","LC",2,"Larvivora_cyane",NA,NA,NA,"Larvivora_cyane",TRUE,FALSE,FALSE,"Exact match"
"Leptopoecile elegans","凤头雀莺","Crested Tit-warbler","Passeriformes","LC",1,"Leptopoecile_elegans",NA,NA,NA,"Leptopoecile_elegans",TRUE,FALSE,FALSE,"Exact match"
"Linaria cannabina","赤胸朱顶雀","Common Linnet","Passeriformes","LC",1,"Linaria_cannabina",NA,NA,NA,"Linaria_cannabina",TRUE,FALSE,FALSE,"Exact match"
"Locustella davidi","北短翅莺","Baikal Grasshopper-warbler","Passeriformes","LC",2,"Locustella_davidi",NA,NA,NA,"Locustella_davidi",TRUE,FALSE,FALSE,"Exact match"
"Locustella mandelli","高山短翅蝗莺","Russet Grasshopper-warbler","Passeriformes","LC",2,"Locustella_mandelli",NA,NA,NA,"Locustella_mandelli",TRUE,FALSE,FALSE,"Exact match"
"Lonchura striata","白腰文鸟","White-rumped Munia","Passeriformes","LC",4,"Lonchura_striata",NA,NA,NA,"Lonchura_striata",TRUE,FALSE,FALSE,"Exact match"
"Lophophanes dichrous","褐冠山雀","Grey-crested Tit","Passeriformes","LC",1,"Lophophanes_dichrous",NA,NA,NA,"Lophophanes_dichrous",TRUE,FALSE,FALSE,"Exact match"
"Loxia curvirostra","红交嘴雀","Red Crossbill","Passeriformes","LC",1,"Loxia_curvirostra",NA,NA,NA,"Loxia_curvirostra",TRUE,FALSE,FALSE,"Exact match"
"Machlolophus xanthogenys","眼纹黄山雀","Black-lored Tit","Passeriformes","LC",1,"Machlolophus_xanthogenys",NA,NA,NA,"Machlolophus_xanthogenys",TRUE,FALSE,FALSE,"Exact match"
"Melanochlora sultanea","冕雀","Sultan Tit","Passeriformes","LC",2,"Melanochlora_sultanea",NA,NA,NA,"Melanochlora_sultanea",TRUE,FALSE,FALSE,"Exact match"
"Mixornis gularis","纹胸鹛","Pin-striped Tit-babbler","Passeriformes","LC",1,"Mixornis_gularis",NA,NA,NA,"Mixornis_gularis",TRUE,FALSE,FALSE,"Exact match"
"Monticola gularis","白喉矶鸫","White-throated Rock-thrush","Passeriformes","LC",1,"Monticola_gularis",NA,NA,NA,"Monticola_gularis",TRUE,FALSE,FALSE,"Exact match"
"Monticola rufiventris","栗腹矶鸫","Chestnut-bellied Rock-thrush","Passeriformes","LC",1,"Monticola_rufiventris",NA,NA,NA,"Monticola_rufiventris",TRUE,FALSE,FALSE,"Exact match"
"Monticola solitarius","蓝矶鸫","Blue Rock-thrush","Passeriformes","LC",1,"Monticola_solitarius",NA,NA,NA,"Monticola_solitarius",TRUE,FALSE,FALSE,"Exact match"
"Motacilla citreola","黄头鹡鸰","Citrine Wagtail","Passeriformes","LC",1,"Motacilla_citreola",NA,NA,NA,"Motacilla_citreola",TRUE,FALSE,FALSE,"Exact match"
"Moupinia poecilotis","宝兴鹛雀","Rufous-tailed Babbler","Passeriformes","LC",1,"Moupinia_poecilotis",NA,NA,NA,"Moupinia_poecilotis",TRUE,FALSE,FALSE,"Exact match"
"Muscicapa dauurica","北灰鹟","Asian Brown Flycatcher","Passeriformes","LC",1,"Muscicapa_dauurica",NA,NA,NA,"Muscicapa_dauurica",TRUE,FALSE,FALSE,"Exact match"
"Muscicapa ferruginea","棕尾褐鹟","Ferruginous Flycatcher","Passeriformes","LC",3,"Muscicapa_ferruginea",NA,NA,NA,"Muscicapa_ferruginea",TRUE,FALSE,FALSE,"Exact match"
"Muscicapa muttui","褐胸鹟","Brown-breasted Flycatcher","Passeriformes","LC",1,"Muscicapa_muttui",NA,NA,NA,"Muscicapa_muttui",TRUE,FALSE,FALSE,"Exact match"
"Mycerobas affinis","黄颈拟蜡嘴雀","Collared Grosbeak","Passeriformes","LC",2,"Mycerobas_affinis",NA,NA,NA,"Mycerobas_affinis",TRUE,FALSE,FALSE,"Exact match"
"Mycerobas carnipes","白斑翅拟蜡嘴雀","White-winged Grosbeak","Passeriformes","LC",1,"Mycerobas_carnipes",NA,NA,NA,"Mycerobas_carnipes",TRUE,FALSE,FALSE,"Exact match"
"Myiomela leucura","白尾蓝地鸲","White-tailed Blue Robin","Passeriformes","LC",1,"Myiomela_leucura",NA,NA,NA,"Myiomela_leucura",TRUE,FALSE,FALSE,"Exact match"
"Myophonus caeruleus","紫啸鸫","Blue Whistling-thrush","Passeriformes","LC",1,"Myophonus_caeruleus",NA,NA,NA,"Myophonus_caeruleus",TRUE,FALSE,FALSE,"Exact match"
"Napothera malacoptila","长嘴鹩鹛","Long-billed Wren-babbler","Passeriformes","LC",1,"Napothera_malacoptila",NA,NA,NA,"Napothera_malacoptila",TRUE,FALSE,FALSE,"Exact match"
"Niltava davidi","棕腹大仙鹟","Fujian Niltava","Passeriformes","LC",1,"Niltava_davidi",NA,NA,NA,"Niltava_davidi",TRUE,FALSE,FALSE,"Exact match"
"Niltava grandis","大仙鹟","Large Niltava","Passeriformes","LC",1,"Niltava_grandis",NA,NA,NA,"Niltava_grandis",TRUE,FALSE,FALSE,"Exact match"
"Niltava macgrigoriae","小仙鹟","Small Niltava","Passeriformes","LC",1,"Niltava_macgrigoriae",NA,NA,NA,"Niltava_macgrigoriae",TRUE,FALSE,FALSE,"Exact match"
"Niltava sundara","棕腹仙鹟","Rufous-bellied Niltava","Passeriformes","LC",1,"Niltava_sundara",NA,NA,NA,"Niltava_sundara",TRUE,FALSE,FALSE,"Exact match"
"Oenanthe deserti","漠䳭","Desert Wheatear","Passeriformes","LC",5,"Oenanthe_deserti",NA,NA,NA,"Oenanthe_deserti",TRUE,FALSE,FALSE,"Exact match"
"Oenanthe oenanthe","穗䳭","Northern Wheatear","Passeriformes","LC",1,"Oenanthe_oenanthe",NA,NA,NA,"Oenanthe_oenanthe",TRUE,FALSE,FALSE,"Exact match"
"Oriolus oriolus","金黄鹂","Eurasian Golden Oriole","Passeriformes","LC",1,"Oriolus_oriolus",NA,NA,NA,"Oriolus_oriolus",TRUE,FALSE,FALSE,"Exact match"
"Otocichla mupinensis","宝兴歌鸫","Chinese Thrush","Passeriformes","LC",6,"Otocichla_mupinensis","Turdus_mupinensis","Genus update","Chinese Thrush placed in Turdus in the tree taxonomy.","Turdus_mupinensis",FALSE,TRUE,FALSE,"Bridged match"
"Panurus biarmicus","文须雀","Bearded Reedling","Passeriformes","LC",2,"Panurus_biarmicus",NA,NA,NA,"Panurus_biarmicus",TRUE,FALSE,FALSE,"Exact match"
"Paradoxornis gularis","灰头鸦雀","Grey-headed Parrotbill","Passeriformes","LC",1,"Paradoxornis_gularis","Psittiparus_gularis","Genus update","Parrotbill generic revision.","Psittiparus_gularis",FALSE,TRUE,FALSE,"Bridged match"
"Paradoxornis guttaticollis","点胸鸦雀","Spot-breasted Parrotbill","Passeriformes","LC",1,"Paradoxornis_guttaticollis",NA,NA,NA,"Paradoxornis_guttaticollis",TRUE,FALSE,FALSE,"Exact match"
"Paradoxornis heudei","震旦鸦雀","Reed Parrotbill","Passeriformes","NT",4,"Paradoxornis_heudei","Calamornis_heudei","Genus update","Parrotbill generic revision.","Calamornis_heudei",FALSE,TRUE,FALSE,"Bridged match"
"Parayuhina diademata","白领凤鹛","White-collared Yuhina","Passeriformes","LC",1,"Parayuhina_diademata",NA,NA,NA,"Parayuhina_diademata",TRUE,FALSE,FALSE,"Exact match"
"Pardaliparus venustulus","黄腹山雀","Yellow-bellied Tit","Passeriformes","LC",2,"Pardaliparus_venustulus","Periparus_venustulus","Genus update","Tit generic revision.","Periparus_venustulus",FALSE,TRUE,FALSE,"Bridged match"
"Parus major","欧亚大山雀","Parus major","Passeriformes","LC",1,"Parus_major",NA,NA,NA,"Parus_major",TRUE,FALSE,FALSE,"Exact match"
"Parus monticolus","绿背山雀","Green-backed Tit","Passeriformes","LC",1,"Parus_monticolus",NA,NA,NA,"Parus_monticolus",TRUE,FALSE,FALSE,"Exact match"
"Passer cinnamomeus","山麻雀","Russet Sparrow","Passeriformes","LC",2,"Passer_cinnamomeus",NA,NA,NA,"Passer_cinnamomeus",TRUE,FALSE,FALSE,"Exact match"
"Passer domesticus","家麻雀","House Sparrow","Passeriformes","LC",2,"Passer_domesticus",NA,NA,NA,"Passer_domesticus",TRUE,FALSE,FALSE,"Exact match"
"Passer hispaniolensis","黑胸麻雀","Spanish Sparrow","Passeriformes","LC",2,"Passer_hispaniolensis",NA,NA,NA,"Passer_hispaniolensis",TRUE,FALSE,FALSE,"Exact match"
"Passerculus sandwichensis","稀树草鹀","Savannah Sparrow","Passeriformes","LC",1,"Passerculus_sandwichensis",NA,NA,NA,"Passerculus_sandwichensis",TRUE,FALSE,FALSE,"Exact match"
"Pastor roseus","粉红椋鸟","Rosy Starling","Passeriformes","LC",1,"Pastor_roseus",NA,NA,NA,"Pastor_roseus",TRUE,FALSE,FALSE,"Exact match"
"Pellorneum albiventre","白腹幽鹛","Spot-Throated Babbler","Passeriformes","LC",1,"Pellorneum_albiventre",NA,NA,NA,"Pellorneum_albiventre",TRUE,FALSE,FALSE,"Exact match"
"Pericrocotus cantonensis","小灰山椒鸟","Brown-rumped Minivet","Passeriformes","LC",1,"Pericrocotus_cantonensis",NA,NA,NA,"Pericrocotus_cantonensis",TRUE,FALSE,FALSE,"Exact match"
"Pericrocotus divaricatus","灰山椒鸟","Ashy Minivet","Passeriformes","LC",1,"Pericrocotus_divaricatus",NA,NA,NA,"Pericrocotus_divaricatus",TRUE,FALSE,FALSE,"Exact match"
"Pericrocotus ethologus","长尾山椒鸟","Long-tailed Minivet","Passeriformes","LC",3,"Pericrocotus_ethologus",NA,NA,NA,"Pericrocotus_ethologus",TRUE,FALSE,FALSE,"Exact match"
"Pericrocotus solaris","灰喉山椒鸟","Grey-chinned Minivet","Passeriformes","LC",1,"Pericrocotus_solaris",NA,NA,NA,"Pericrocotus_solaris",TRUE,FALSE,FALSE,"Exact match"
"Periparus rubidiventris","黑冠山雀","Rufous-vented Tit","Passeriformes","LC",1,"Periparus_rubidiventris",NA,NA,NA,"Periparus_rubidiventris",TRUE,FALSE,FALSE,"Exact match"
"Phoenicurus erythronotus","红背红尾鸲","Eversmann's Redstart","Passeriformes","LC",1,"Phoenicurus_erythronotus",NA,NA,NA,"Phoenicurus_erythronotus",TRUE,FALSE,FALSE,"Exact match"
"Phoenicurus frontalis","蓝额红尾鸲","Blue-fronted Redstart","Passeriformes","LC",2,"Phoenicurus_frontalis",NA,NA,NA,"Phoenicurus_frontalis",TRUE,FALSE,FALSE,"Exact match"
"Phoenicurus ochruros","赭红尾鸲","Black Redstart","Passeriformes","LC",3,"Phoenicurus_ochruros",NA,NA,NA,"Phoenicurus_ochruros",TRUE,FALSE,FALSE,"Exact match"
"Phoenicurus schisticeps","白喉红尾鸲","White-throated Redstart","Passeriformes","LC",1,"Phoenicurus_schisticeps",NA,NA,NA,"Phoenicurus_schisticeps",TRUE,FALSE,FALSE,"Exact match"
"Phyllergates cucullatus","栗头织叶莺","Mountain Tailorbird","Passeriformes","LC",1,"Phyllergates_cucullatus",NA,NA,NA,"Phyllergates_cucullatus",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus affinis","黄腹柳莺","Tickell's Leaf-warbler","Passeriformes","LC",4,"Phylloscopus_affinis",NA,NA,NA,"Phylloscopus_affinis",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus borealoides","库页岛柳莺","Sakhalin Leaf-warbler","Passeriformes","LC",5,"Phylloscopus_borealoides",NA,NA,NA,"Phylloscopus_borealoides",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus burkii","金眶鹟莺","Green-crowned Warbler","Passeriformes","LC",1,"Phylloscopus_burkii",NA,NA,NA,"Phylloscopus_burkii",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus cantator","黄胸柳莺","Yellow-vented Warbler","Passeriformes","LC",2,"Phylloscopus_cantator",NA,NA,NA,"Phylloscopus_cantator",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus castaniceps","栗头鹟莺","Chestnut-crowned Warbler","Passeriformes","LC",5,"Phylloscopus_castaniceps",NA,NA,NA,"Phylloscopus_castaniceps",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus claudiae","冠纹柳莺","Claudia's Leaf-warbler","Passeriformes","LC",1,"Phylloscopus_claudiae",NA,NA,NA,"Phylloscopus_claudiae",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus collybita","叽喳柳莺","Common Chiffchaff","Passeriformes","LC",8,"Phylloscopus_collybita",NA,NA,NA,"Phylloscopus_collybita",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus coronatus","冕柳莺","Eastern Crowned Warbler","Passeriformes","LC",1,"Phylloscopus_coronatus",NA,NA,NA,"Phylloscopus_coronatus",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus humei","淡眉柳莺","Hume's Leaf Warbler","Passeriformes","LC",1,"Phylloscopus_humei",NA,NA,NA,"Phylloscopus_humei",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus intermedius","白眶鹟莺","White-spectacled Warbler","Passeriformes","LC",5,"Phylloscopus_intermedius",NA,NA,NA,"Phylloscopus_intermedius",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus maculipennis","灰喉柳莺","ashy-throated warbler","Passeriformes","LC",1,"Phylloscopus_maculipennis",NA,NA,NA,"Phylloscopus_maculipennis",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus magnirostris","乌嘴柳莺","Large-billed Leaf-warbler","Passeriformes","LC",1,"Phylloscopus_magnirostris",NA,NA,NA,"Phylloscopus_magnirostris",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus ogilviegranti","白斑尾柳莺","Kloss's Leaf-warbler","Passeriformes","LC",1,"Phylloscopus_ogilviegranti",NA,NA,NA,"Phylloscopus_ogilviegranti",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus omeiensis","峨眉鹟莺","Martens's Warbler","Passeriformes","LC",1,"Phylloscopus_omeiensis",NA,NA,NA,"Phylloscopus_omeiensis",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus proregulus","黄腹柳莺","Pallas's Leaf-warbler","Passeriformes","LC",1,"Phylloscopus_proregulus",NA,NA,NA,"Phylloscopus_proregulus",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus pulcher","橙斑翅柳莺","Buff-barred Warbler","Passeriformes","LC",1,"Phylloscopus_pulcher",NA,NA,NA,"Phylloscopus_pulcher",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus ricketti","黑眉柳莺","Sulphur-breasted Warbler","Passeriformes","LC",3,"Phylloscopus_ricketti",NA,NA,NA,"Phylloscopus_ricketti",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus sibilatrix","林柳莺","Wood Warbler","Passeriformes","LC",1,"Phylloscopus_sibilatrix",NA,NA,NA,"Phylloscopus_sibilatrix",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus soror","淡尾鹟莺","Alström's Warbler","Passeriformes","LC",4,"Phylloscopus_soror",NA,NA,NA,"Phylloscopus_soror",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus subaffinis","棕腹柳莺","Buff-throated Warbler","Passeriformes","LC",1,"Phylloscopus_subaffinis",NA,NA,NA,"Phylloscopus_subaffinis",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus tenellipes","淡脚柳莺","Pale-legged Leaf-warbler","Passeriformes","LC",1,"Phylloscopus_tenellipes",NA,NA,NA,"Phylloscopus_tenellipes",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus tephrocephalus","灰冠鹟莺","Grey-crowned Warbler","Passeriformes","LC",5,"Phylloscopus_tephrocephalus",NA,NA,NA,"Phylloscopus_tephrocephalus",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus valentini","比氏鹟莺","Phylloscopus valentine","Passeriformes","LC",1,"Phylloscopus_valentini",NA,NA,NA,"Phylloscopus_valentini",TRUE,FALSE,FALSE,"Exact match"
"Phylloscopus yunnanensis","云南柳莺","Chinese Leaf-warbler","Passeriformes","LC",1,"Phylloscopus_yunnanensis",NA,NA,NA,"Phylloscopus_yunnanensis",TRUE,FALSE,FALSE,"Exact match"
"Pitta brachyura","印度八色鸫","Indian Pitta","Passeriformes","LC",1,"Pitta_brachyura",NA,NA,NA,"Pitta_brachyura",TRUE,FALSE,FALSE,"Exact match"
"Pitta moluccensis","蓝翅八色鸫","Blue-winged Pitta","Passeriformes","LC",1,"Pitta_moluccensis",NA,NA,NA,"Pitta_moluccensis",TRUE,FALSE,FALSE,"Exact match"
"Pitta nympha","仙八色鸫","Fairy Pitta","Passeriformes","VU",2,"Pitta_nympha",NA,NA,NA,"Pitta_nympha",TRUE,FALSE,FALSE,"Exact match"
"Pitta sordida","绿胸八色鸫","Western Hooded Pitta","Passeriformes","LC",1,"Pitta_sordida",NA,NA,NA,"Pitta_sordida",TRUE,FALSE,FALSE,"Exact match"
"Plectrophenax nivalis","雪鹀","Snow Bunting","Passeriformes","LC",2,"Plectrophenax_nivalis",NA,NA,NA,"Plectrophenax_nivalis",TRUE,FALSE,FALSE,"Exact match"
"Pnoepyga immaculata","尼泊尔鹪鹛","Nepal Cupwing","Passeriformes","LC",1,"Pnoepyga_immaculata",NA,NA,NA,"Pnoepyga_immaculata",TRUE,FALSE,FALSE,"Exact match"
"Podoces biddulphi","白尾地鸦","Xinjiang Ground-jay","Passeriformes","NT",1,"Podoces_biddulphi",NA,NA,NA,"Podoces_biddulphi",TRUE,FALSE,FALSE,"Exact match"
"Pomatorhinus schisticeps","灰头钩嘴鹛","White-browed Scimitar-babbler","Passeriformes","LC",1,"Pomatorhinus_schisticeps",NA,NA,NA,"Pomatorhinus_schisticeps",TRUE,FALSE,FALSE,"Exact match"
"Pomatorhinus superciliaris","细嘴钩嘴鹛","Slender-billed Scimitar-babbler","Passeriformes","LC",1,"Pomatorhinus_superciliaris",NA,NA,NA,"Pomatorhinus_superciliaris",TRUE,FALSE,FALSE,"Exact match"
"Prinia atrogularis","黑喉山鹪莺","Black-throated Prinia","Passeriformes","LC",4,"Prinia_atrogularis",NA,NA,NA,"Prinia_atrogularis",TRUE,FALSE,FALSE,"Exact match"
"Prinia flaviventris","黄腹山鹪莺","Yellow-bellied Prinia","Passeriformes","LC",4,"Prinia_flaviventris",NA,NA,NA,"Prinia_flaviventris",TRUE,FALSE,FALSE,"Exact match"
"Prinia inornata","纯色山鹪莺","Plain Prinia","Passeriformes","LC",4,"Prinia_inornata",NA,NA,NA,"Prinia_inornata",TRUE,FALSE,FALSE,"Exact match"
"Prinia rufescens","暗冕山鹪莺","rufescent prinia","Passeriformes","LC",1,"Prinia_rufescens",NA,NA,NA,"Prinia_rufescens",TRUE,FALSE,FALSE,"Exact match"
"Prinia striata","山鹪莺","Rufous-fronted Prinia","Passeriformes","LC",1,"Prinia_striata",NA,NA,NA,"Prinia_striata",TRUE,FALSE,FALSE,"Exact match"
