"tree_label_final","order","family","genus","species_examples","pool_species_concepts","bridge_in_pool","new_record_species_concepts","new_record_species_list","new_record_species_cn","new_record_iucn","order_new","bridge_in_new_records","is_new_record","tip_index"
"Yuhina_gularis","Passeriformes","Zosteropidae","Yuhina","Yuhina gularis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,374
"Yuhina_occipitalis","Passeriformes","Zosteropidae","Yuhina","Yuhina occipitalis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,375
"Yuhina_brunneiceps","Passeriformes","Zosteropidae","Yuhina","Yuhina brunneiceps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,376
"Yuhina_nigrimenta","Passeriformes","Zosteropidae","Yuhina","Yuhina nigrimenta",1,FALSE,1,"Yuhina nigrimenta","黑颏凤鹛","LC","Passeriformes",FALSE,TRUE,377
"Staphida_castaniceps","Passeriformes","Zosteropidae","Staphida","Staphida castaniceps",1,FALSE,1,"Staphida castaniceps","栗耳凤鹛","LC","Passeriformes",FALSE,TRUE,378
"Staphida_torqueola","Passeriformes","Zosteropidae","Staphida","Staphida torqueola",1,FALSE,1,"Staphida torqueola","栗颈凤鹛","LC","Passeriformes",FALSE,TRUE,379
"Parayuhina_diademata","Passeriformes","Zosteropidae","Parayuhina","Parayuhina diademata",1,FALSE,1,"Parayuhina diademata","白领凤鹛","LC","Passeriformes",FALSE,TRUE,380
"Pterorhinus_berthemyi","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus berthemyi",1,FALSE,1,"Pterorhinus berthemyi","棕噪鹛","LC","Passeriformes",FALSE,TRUE,381
"Pterorhinus_poecilorhynchus","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus poecilorhynchus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,382
"Pterorhinus_caerulatus","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus caerulatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,383
"Pterorhinus_albogularis","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus albogularis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,384
"Pterorhinus_ruficeps","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus ruficeps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,385
"Pterorhinus_koslowi","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus koslowi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,386
"Pterorhinus_waddelli","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus waddelli",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,387
"Pterorhinus_lanceolatus","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus lanceolatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,388
"Pterorhinus_davidi","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus davidi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,389
"Pterorhinus_pectoralis","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus pectoralis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,390
"Pterorhinus_perspicillatus","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus perspicillatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,391
"Pterorhinus_sannio","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus sannio",1,FALSE,1,"Pterorhinus sannio","白颊噪鹛","LC","Passeriformes",FALSE,TRUE,392
"Pterorhinus_chinensis","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus chinensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,393
"Pterorhinus_ruficollis","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus ruficollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,394
"Pterorhinus_courtoisi","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus courtoisi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,395
"Pterorhinus_gularis","Passeriformes","Leiothrichidae","Pterorhinus","Pterorhinus gularis",1,FALSE,1,"Pterorhinus gularis","棕臀噪鹛","LC","Passeriformes",FALSE,TRUE,396
"Ianthocincla_maxima","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla maxima",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,397
"Ianthocincla_ocellata","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla ocellata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,398
"Ianthocincla_bieti","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla bieti",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,399
"Ianthocincla_lunulata","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla lunulata",1,FALSE,1,"Ianthocincla lunulata","斑背噪鹛","LC","Passeriformes",FALSE,TRUE,400
"Ianthocincla_cineracea","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla cineracea",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,401
"Ianthocincla_rufogularis","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla rufogularis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,402
"Ianthocincla_sukatschewi","Passeriformes","Leiothrichidae","Ianthocincla","Ianthocincla sukatschewi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,403
"Garrulax_castanotis","Passeriformes","Leiothrichidae","Garrulax","Garrulax castanotis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,404
"Garrulax_maesi","Passeriformes","Leiothrichidae","Garrulax","Garrulax maesi",1,FALSE,1,"Garrulax maesi","褐胸噪鹛","LC","Passeriformes",FALSE,TRUE,405
"Garrulax_strepitans","Passeriformes","Leiothrichidae","Garrulax","Garrulax strepitans",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,406
"Garrulax_leucolophus","Passeriformes","Leiothrichidae","Garrulax","Garrulax leucolophus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,407
"Garrulax_monileger","Passeriformes","Leiothrichidae","Garrulax","Garrulax monileger",1,FALSE,1,"Garrulax monileger","小黑领噪鹛","LC","Passeriformes",FALSE,TRUE,408
"Garrulax_merulinus","Passeriformes","Leiothrichidae","Garrulax","Garrulax merulinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,409
"Garrulax_canorus","Passeriformes","Leiothrichidae","Garrulax","Garrulax canorus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,410
"Garrulax_taewanus","Passeriformes","Leiothrichidae","Garrulax","Garrulax taewanus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,411
"Actinodura_ramsayi","Passeriformes","Leiothrichidae","Actinodura","Actinodura ramsayi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,412
"Actinodura_egertoni","Passeriformes","Leiothrichidae","Actinodura","Actinodura egertoni",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,413
"Actinodura_strigula","Passeriformes","Leiothrichidae","Actinodura","Actinodura strigula",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,414
"Actinodura_cyanouroptera","Passeriformes","Leiothrichidae","Actinodura","Actinodura cyanouroptera",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,415
"Actinodura_souliei","Passeriformes","Leiothrichidae","Actinodura","Actinodura souliei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,416
"Actinodura_waldeni","Passeriformes","Leiothrichidae","Actinodura","Actinodura waldeni",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,417
"Actinodura_morrisoniana","Passeriformes","Leiothrichidae","Actinodura","Actinodura morrisoniana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,418
"Actinodura_nipalensis","Passeriformes","Leiothrichidae","Actinodura","Actinodura nipalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,419
"Liocichla_phoenicea","Passeriformes","Leiothrichidae","Liocichla","Liocichla phoenicea",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,420
"Liocichla_ripponi","Passeriformes","Leiothrichidae","Liocichla","Liocichla ripponi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,421
"Liocichla_steerii","Passeriformes","Leiothrichidae","Liocichla","Liocichla steerii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,422
"Liocichla_bugunorum","Passeriformes","Leiothrichidae","Liocichla","Liocichla bugunorum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,423
"Liocichla_omeiensis","Passeriformes","Leiothrichidae","Liocichla","Liocichla omeiensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,424
"Leioptila_annectens","Passeriformes","Leiothrichidae","Leioptila","Leioptila annectens",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,425
"Minla_ignotincta","Passeriformes","Leiothrichidae","Minla","Minla ignotincta",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,426
"Leiothrix_argentauris","Passeriformes","Leiothrichidae","Leiothrix","Leiothrix argentauris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,427
"Leiothrix_lutea","Passeriformes","Leiothrichidae","Leiothrix","Leiothrix lutea",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,428
"Heterophasia_desgodinsi","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia desgodinsi",1,FALSE,1,"Heterophasia desgodinsi","黑头奇鹛","LC","Passeriformes",FALSE,TRUE,429
"Heterophasia_gracilis","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia gracilis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,430
"Heterophasia_capistrata","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia capistrata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,431
"Heterophasia_pulchella","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia pulchella",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,432
"Heterophasia_auricularis","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia auricularis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,433
"Heterophasia_picaoides","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia picaoides",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,434
"Trochalopteron_melanostigma","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron melanostigma",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,435
"Trochalopteron_formosum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron formosum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,436
"Trochalopteron_chrysopterum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron chrysopterum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,437
"Trochalopteron_erythrocephalum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron erythrocephalum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,438
"Trochalopteron_milnei","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron milnei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,439
"Trochalopteron_elliotii","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron elliotii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,440
"Trochalopteron_henrici","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron henrici",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,441
"Trochalopteron_morrisonianum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron morrisonianum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,442
"Trochalopteron_affine","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron affine",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,443
"Trochalopteron_imbricatum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron imbricatum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,444
"Trochalopteron_lineatum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron lineatum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,445
"Trochalopteron_squamatum","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron squamatum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,446
"Trochalopteron_subunicolor","Passeriformes","Leiothrichidae","Trochalopteron","Trochalopteron subunicolor",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,447
"Cutia_nipalensis","Passeriformes","Leiothrichidae","Cutia","Cutia nipalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,448
"Grammatoptila_striata","Passeriformes","Leiothrichidae","Grammatoptila","Grammatoptila striata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,449
"Alcippe_fratercula","Passeriformes","Alcippeidae","Alcippe","Alcippe fratercula",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,450
"Alcippe_hueti","Passeriformes","Alcippeidae","Alcippe","Alcippe hueti",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,451
"Alcippe_morrisonia","Passeriformes","Alcippeidae","Alcippe","Alcippe morrisonia",1,FALSE,1,"Alcippe morrisonia","灰眶雀鹛","DD","Passeriformes",FALSE,TRUE,452
"Alcippe_davidi","Passeriformes","Alcippeidae","Alcippe","Alcippe davidi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,453
"Alcippe_nipalensis","Passeriformes","Alcippeidae","Alcippe","Alcippe nipalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,454
"Alcippe_poioicephala","Passeriformes","Alcippeidae","Alcippe","Alcippe poioicephala",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,455
"Pellorneum_tickelli","Passeriformes","Pellorneidae","Pellorneum","Pellorneum tickelli",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,456
"Pellorneum_ruficeps","Passeriformes","Pellorneidae","Pellorneum","Pellorneum ruficeps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,457
"Pellorneum_albiventre","Passeriformes","Pellorneidae","Pellorneum","Pellorneum albiventre",1,FALSE,1,"Pellorneum albiventre","白腹幽鹛","LC","Passeriformes",FALSE,TRUE,458
"Gypsophila_annamensis","Passeriformes","Pellorneidae","Gypsophila","Gypsophila annamensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,459
"Gypsophila_brevicaudata","Passeriformes","Pellorneidae","Gypsophila","Gypsophila brevicaudata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,460
"Napothera_naungmungensis","Passeriformes","Pellorneidae","Napothera","Napothera naungmungensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,461
"Napothera_malacoptila","Passeriformes","Pellorneidae","Napothera","Napothera malacoptila",1,FALSE,1,"Napothera malacoptila","长嘴鹩鹛","LC","Passeriformes",FALSE,TRUE,462
"Napothera_epilepidota","Passeriformes","Pellorneidae","Napothera","Napothera epilepidota",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,463
"Schoeniparus_brunneus","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus brunneus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,464
"Schoeniparus_dubius","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus dubius",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,465
"Schoeniparus_rufogularis","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus rufogularis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,466
"Schoeniparus_cinereus","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus cinereus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,467
"Schoeniparus_castaneceps","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus castaneceps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,468
"Schoeniparus_variegaticeps","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus variegaticeps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,469
"Gampsorhynchus_rufulus","Passeriformes","Pellorneidae","Gampsorhynchus","Gampsorhynchus rufulus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,470
"Gampsorhynchus_torquatus","Passeriformes","Pellorneidae","Gampsorhynchus","Gampsorhynchus torquatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,471
"Graminicola_striatus","Passeriformes","Pellorneidae","Graminicola","Graminicola striatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,472
"Stachyris_humei","Passeriformes","Timaliidae","Stachyris","Stachyris humei",1,FALSE,1,"Stachyris humei","黑胸楔嘴穗鹛","NT","Passeriformes",FALSE,TRUE,473
"Stachyris_roberti","Passeriformes","Timaliidae","Stachyris","Stachyris roberti",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,474
"Stachyris_nonggangensis","Passeriformes","Timaliidae","Stachyris","Stachyris nonggangensis",1,FALSE,1,"Stachyris nonggangensis","弄岗穗鹛","VU","Passeriformes",FALSE,TRUE,475
"Stachyris_strialata","Passeriformes","Timaliidae","Stachyris","Stachyris strialata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,476
"Stachyris_nigriceps","Passeriformes","Timaliidae","Stachyris","Stachyris nigriceps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,477
"Erythrogenys_gravivox","Passeriformes","Timaliidae","Erythrogenys","Erythrogenys gravivox",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,478
"Erythrogenys_erythrogenys","Passeriformes","Timaliidae","Erythrogenys","Erythrogenys erythrogenys",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,479
"Erythrogenys_erythrocnemis","Passeriformes","Timaliidae","Erythrogenys","Erythrogenys erythrocnemis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,480
"Erythrogenys_swinhoei","Passeriformes","Timaliidae","Erythrogenys","Erythrogenys swinhoei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,481
"Erythrogenys_hypoleucos","Passeriformes","Timaliidae","Erythrogenys","Erythrogenys hypoleucos",1,FALSE,1,"Erythrogenys hypoleucos","长嘴钩嘴鹛","LC","Passeriformes",FALSE,TRUE,482
"Pomatorhinus_schisticeps","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus schisticeps",1,FALSE,1,"Pomatorhinus schisticeps","灰头钩嘴鹛","LC","Passeriformes",FALSE,TRUE,483
"Pomatorhinus_musicus","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus musicus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,484
"Pomatorhinus_ruficollis","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus ruficollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,485
"Pomatorhinus_superciliaris","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus superciliaris",1,FALSE,1,"Pomatorhinus superciliaris","细嘴钩嘴鹛","LC","Passeriformes",FALSE,TRUE,486
"Pomatorhinus_ferruginosus","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus ferruginosus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,487
"Pomatorhinus_ochraceiceps","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus ochraceiceps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,488
"Spelaeornis_kinneari","Passeriformes","Timaliidae","Spelaeornis","Spelaeornis kinneari",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,489
"Spelaeornis_badeigularis","Passeriformes","Timaliidae","Spelaeornis","Spelaeornis badeigularis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,490
"Spelaeornis_caudatus","Passeriformes","Timaliidae","Spelaeornis","Spelaeornis caudatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,491
"Spelaeornis_troglodytoides","Passeriformes","Timaliidae","Spelaeornis","Spelaeornis troglodytoides",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,492
"Cyanoderma_ambiguum","Passeriformes","Timaliidae","Cyanoderma","Cyanoderma ambiguum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,493
"Cyanoderma_ruficeps","Passeriformes","Timaliidae","Cyanoderma","Cyanoderma ruficeps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,494
"Cyanoderma_pyrrhops","Passeriformes","Timaliidae","Cyanoderma","Cyanoderma pyrrhops",1,FALSE,1,"Cyanoderma pyrrhops","黑颏穗鹛","LC","Passeriformes",FALSE,TRUE,495
"Cyanoderma_chrysaeum","Passeriformes","Timaliidae","Cyanoderma","Cyanoderma chrysaeum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,496
"Mixornis_gularis","Passeriformes","Timaliidae","Mixornis","Mixornis gularis",1,FALSE,1,"Mixornis gularis","纹胸鹛","LC","Passeriformes",FALSE,TRUE,497
"Timalia_pileata","Passeriformes","Timaliidae","Timalia","Timalia pileata",1,FALSE,1,"Timalia pileata","红顶鹛","LC","Passeriformes",FALSE,TRUE,498
"Spelaeornis_chocolatinus","Passeriformes","Timaliidae","Spelaeornis","Spelaeornis chocolatinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,499
"Suthora_nipalensis","Passeriformes","Paradoxornithidae","Suthora","Suthora nipalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,500
"Suthora_verreauxi","Passeriformes","Paradoxornithidae","Suthora","Suthora verreauxi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,501
"Suthora_fulvifrons","Passeriformes","Paradoxornithidae","Suthora","Suthora fulvifrons",1,FALSE,1,"Suthora fulvifrons","黄额鸦雀","LC","Passeriformes",FALSE,TRUE,502
"Cholornis_paradoxus","Passeriformes","Paradoxornithidae","Cholornis","Cholornis paradoxus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,503
"Cholornis_unicolor","Passeriformes","Paradoxornithidae","Cholornis","Cholornis unicolor",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,504
"Conostoma_aemodium","Passeriformes","Paradoxornithidae","Conostoma","Conostoma aemodium",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,505
"Psittiparus_bakeri","Passeriformes","Paradoxornithidae","Psittiparus","Psittiparus bakeri",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,506
"Psittiparus_ruficeps","Passeriformes","Paradoxornithidae","Psittiparus","Psittiparus ruficeps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,507
"Psittiparus_gularis","Passeriformes","Paradoxornithidae","Psittiparus","Psittiparus gularis",1,FALSE,1,"Paradoxornis gularis","灰头鸦雀","LC","Passeriformes",TRUE,TRUE,508
"Paradoxornis_flavirostris","Passeriformes","Paradoxornithidae","Paradoxornis","Paradoxornis flavirostris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,509
"Paradoxornis_guttaticollis","Passeriformes","Paradoxornithidae","Paradoxornis","Paradoxornis guttaticollis",1,FALSE,1,"Paradoxornis guttaticollis","点胸鸦雀","LC","Passeriformes",FALSE,TRUE,510
"Calamornis_heudei","Passeriformes","Paradoxornithidae","Paradoxornis","Paradoxornis heudei",1,TRUE,1,"Paradoxornis heudei","震旦鸦雀","NT","Passeriformes",TRUE,TRUE,511
"Fulvetta_cinereiceps","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta cinereiceps",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,512
"Fulvetta_formosana","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta formosana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,513
"Fulvetta_manipurensis","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta manipurensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,514
"Fulvetta_ludlowi","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta ludlowi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,515
"Fulvetta_vinipectus","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta vinipectus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,516
"Fulvetta_striaticollis","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta striaticollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,517
"Fulvetta_ruficapilla","Passeriformes","Paradoxornithidae","Fulvetta","Fulvetta ruficapilla",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,518
"Rhopophilus_albosuperciliaris","Passeriformes","Paradoxornithidae","Rhopophilus","Rhopophilus albosuperciliaris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,519
"Rhopophilus_pekinensis","Passeriformes","Paradoxornithidae","Rhopophilus","Rhopophilus pekinensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,520
"Chrysomma_sinense","Passeriformes","Paradoxornithidae","Chrysomma","Chrysomma sinense",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,521
"Lioparus_chrysotis","Passeriformes","Paradoxornithidae","Lioparus","Lioparus chrysotis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,522
"Moupinia_poecilotis","Passeriformes","Paradoxornithidae","Moupinia","Moupinia poecilotis",1,FALSE,1,"Moupinia poecilotis","宝兴鹛雀","LC","Passeriformes",FALSE,TRUE,523
"Myzornis_pyrrhoura","Passeriformes","Paradoxornithidae","Myzornis","Myzornis pyrrhoura",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,524
"Curruca_communis","Passeriformes","Sylviidae","Curruca","Curruca communis",1,FALSE,1,"Curruca communis","灰白喉林莺","LC","Passeriformes",FALSE,TRUE,525
"Curruca_nana","Passeriformes","Sylviidae","Curruca","Curruca nana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,526
"Curruca_crassirostris","Passeriformes","Sylviidae","Curruca","Curruca crassirostris",1,FALSE,1,"Curruca crassirostris","东歌林莺","LC","Passeriformes",FALSE,TRUE,527
"Curruca_curruca","Passeriformes","Sylviidae","Curruca","Curruca curruca",1,FALSE,1,"Curruca curruca","白喉林莺","LC","Passeriformes",FALSE,TRUE,528
"Curruca_nisoria","Passeriformes","Sylviidae","Curruca","Curruca nisoria",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,529
"Sylvia_atricapilla","Passeriformes","Sylviidae","Sylvia","Sylvia atricapilla",1,FALSE,1,"Sylvia atricapilla","黑顶林莺","LC","Passeriformes",FALSE,TRUE,530
"Hypsipetes_leucocephalus","Passeriformes","Pycnonotidae","Hypsipetes","Hypsipetes leucocephalus",1,FALSE,1,"Hypsipetes leucocephalus","黑短脚鹎","LC","Passeriformes",FALSE,TRUE,531
"Hypsipetes_amaurotis","Passeriformes","Pycnonotidae","Hypsipetes","Hypsipetes amaurotis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,532
"Ixos_mcclellandii","Passeriformes","Pycnonotidae","Ixos","Ixos mcclellandii",1,FALSE,1,"Ixos mcclellandii","绿翅短脚鹎","LC","Passeriformes",FALSE,TRUE,533
"Hemixos_castanonotus","Passeriformes","Pycnonotidae","Hemixos","Hemixos castanonotus",1,FALSE,1,"Hemixos castanonotus","栗背短脚鹎","LC","Passeriformes",FALSE,TRUE,534
"Hemixos_flavala","Passeriformes","Pycnonotidae","Hemixos","Hemixos flavala",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,535
