record_id,workbook_seq,species_cn,english_name,scientific_name_raw,scientific_name_field,scientific_name_draft,naming_time,order_raw,order_latin,family_raw,genus_raw,title,title_en,newdistribution_province_text,province_cn,province_en_raw,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,recordingtime,year,quote,authors,journal,migratory_status,species_raw_binomial,order,province,iucn,discover_reason,discovery_method,paper_id,correction_sources,correction_source_primary,canonical_species,canonical_species_cn,canonical_english_name,species,identity_change_flag,identity_source,identity_notes,duplicate_rank,earliest_year_in_group,keep_record,duplicate_group_size,duplicate_rule
103,103,长尾鸭,Long-tailed Duck,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NA,ANSERIFORMES,雁形目,鸭科,长尾鸭属,江苏省发现长尾鸭,NA,连云港市前三岛的车牛山岛附近海域,江苏省,Juangsu,VU,分布变化,观察和拍摄,119.35,35.0666666666667,2009 年 2 月 28 日,2010,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/20100109?st=article issue,"鲁长虎, 雷铭, 章麟, 韩永祥, 袁屏",动物学杂志,Full Migrant,Clangula hyemalis,Anseriformes,Jiangsu,VU,Range shift or distribution change,观察和拍摄,江苏省发现长尾鸭,NA,NA,NA,NA,NA,Clangula hyemalis,FALSE,raw_table,No external row-level identity correction applied.,1,2010,TRUE,1,Unique species-province combination; retained.
104,104,长尾鸭,Long-tailed Duck,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NA,ANSERIFORMES,雁形目,鸭科,长尾鸭属,江西鹰潭发现长尾鸭,NA,江西省鹰潭市龙虎山风景名胜区的泸溪河段,江西省,Jiangxi,VU,NA,观察和拍摄,117.086388888889,28.0277777777778,2013 年1 月16 日,2018,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/17145?st=article issue,"孙志勇, 雷小勇, 黄晓凤, 肖冬样, 刘鹏",动物学杂志 Chinese Journal of Zoology,Full Migrant,Clangula hyemalis,Anseriformes,Jiangxi,VU,Unclear,观察和拍摄,江西鹰潭发现长尾鸭,NA,NA,NA,NA,NA,Clangula hyemalis,FALSE,raw_table,No external row-level identity correction applied.,1,2018,TRUE,1,Unique species-province combination; retained.
105,105,长尾鸭,Long-tailed Duck,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NA,ANSERIFORMES,雁形目,鸭科,长尾鸭属,宁夏鸟类新纪录——欧亚鸲、小太平鸟和长尾鸭,NA,双猫头湖位于宁夏灵武市马家滩镇和盐池县冯记沟乡的交界地区,宁夏回族自治区,Ningxia,VU,NA,观察拍摄,106.783333333333,37.75,43991,2022,https://ysdwxb.nefu.edu.cn/#/digest?ArticleID=714,"杨晨希,雷茜,聂洧,苏献文",野生动物学报,Full Migrant,Clangula hyemalis,Anseriformes,Ningxia,VU,Unclear,观察拍摄,宁夏鸟类新纪录——欧亚鸲、小太平鸟和长尾鸭,NA,NA,NA,NA,NA,Clangula hyemalis,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
106,106,长尾鸭,Long-tailed Duck,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NA,ANSERIFORMES,雁形目,鸭科,长尾鸭属,山东济南发现长尾鸭,NA,济南市黄河北岸的鹊山水库沉沙池,山东省,Shandong,VU,分布变化,观察拍摄,117.644805555556,37.2333333333333,2013 年 11 月 30 日、12 月 4 日及 7 日,2014,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/14061?st=article issue,张月侠 赛道建 孙承凯,动物学杂志,Full Migrant,Clangula hyemalis,Anseriformes,Shandong,VU,Range shift or distribution change,观察拍摄,山东济南发现长尾鸭,NA,NA,NA,NA,NA,Clangula hyemalis,FALSE,raw_table,No external row-level identity correction applied.,1,2014,TRUE,1,Unique species-province combination; retained.
107,107,长尾鸭,Long-tailed Duck,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NA,ANSERIFORMES,雁形目,鸭科,长尾鸭属,云南省鸟类新纪录———长尾鸭,NA,洱海西岸星生邑村,云南省,Yunnan,VU,分布变化,观察拍摄,100.129136111111,25.8842944444444,2018 年 1 月 10 日,2018,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUK8E2r4QFWoewuN1ZJ8RC6k5Oi7VbXm-NUkQOV-LbIs97ywd-rTBZtBFR4VmoSm9loGpcKnQ1lEZTzfvDBd9TO 7L4bODQAPsr E432CG7LCILS-Mbylyvo0ycNmjW9j4NOu77t omi0ehNyKM8pVcOFzbJFwYW2NgLxohQhXf1kA==&uniplatform=NZKPT&language=CHS,"李冬梅, 王荣兴, 张利秋, 杨丽珠, 胡艳红, 张淑霞",四川动物,Full Migrant,Clangula hyemalis,Anseriformes,Yunnan,VU,Range shift or distribution change,观察拍摄,云南省鸟类新纪录———长尾鸭,NA,NA,NA,NA,NA,Clangula hyemalis,FALSE,raw_table,No external row-level identity correction applied.,1,2018,TRUE,1,Unique species-province combination; retained.
311,311,鸥鸽,Stock Dove,Chalcophaps indica,Chalcophaps indica,Chalcophaps indica,NA,COLUMBIFORMES,鸽形目,鸠鸽科,金鸠属,安徽鸟类新纪录种——绿翅金鸠,NA,巢湖半汤深业温泉假日酒店,安徽省,Anhui,LC,分布变化,鸟撞玻璃后死亡,117.90538,31.63939,2023 年 5 月 2 日,2023,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJg4vGelJUPc7QvCm6OawohgG4FD7uq73e6ts mpyExX3BJm-VpjDFkNqriCGy4VPd1lyPKGB3hy0Ejyf0vKQy3p 8BFm1jxNxwEeCVUVYZzIPeoe3M1B2SMrquN4mBaE8gWkXsiivNpfiP0Vgax8iP5XBx3TnmoQohVi9Zv XeWg==&uniplatform=NZKPT&language=CHS,"许鹏, 吴阿芳, 黄嘉伟, 马号号, 宁永强",安徽林业科技,Not a Migrant,Chalcophaps indica,Columbiformes,Anhui,LC,Range shift or distribution change,鸟撞玻璃后死亡,安徽鸟类新纪录种——绿翅金鸠,true_mismatch,true_mismatch,Columba oenas,鸥鸽,Stock Dove,Columba oenas,TRUE,true_mismatch,Canonical species updated from audit tables.,1,2023,TRUE,1,Unique species-province combination; retained.
315,315,欧鸽,Stock Dove,Columba oenas,Columba oenas,Columba oenas,NA,COLUMBIFORMES,鸽形目,鸠鸽科,鸽属,甘肃省鸟类分布新纪录——欧鸽,NA,甘肃省嘉峪关市长城区新城镇草湖国家湿地公园内,甘肃省,Gansu,LC,NA,观察拍摄,98.4442555555556,39.9136666666667,44260,2022,https://ysdwxb.nefu.edu.cn/#/digest?ArticleID=623,刘钊孔东升谢宗平,野生动物学报,Full Migrant,Columba oenas,Columbiformes,Gansu,LC,Unclear,观察拍摄,甘肃省鸟类分布新纪录——欧鸽,NA,NA,NA,NA,NA,Columba oenas,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
316,316,鸥鸽,Stock Dove,Columba oenas,Columba oenas,Columba oenas,NA,COLUMBIFORMES,鸽形目,鸠鸽科,鸽属,内蒙古鸟类新纪录——鸥鸽,NA,内蒙古自治区阿拉善盟额济纳旗达拉呼布镇，达来呼布镇,内蒙古自治区,Inner Mongolia,LC,分布变化,观察和拍摄,101.15,42.05,2014 年 12 月 2 日、12 月 3 日，2017 年 3 月 21 日~5 月 30 日,2017,https://www.scdwzz.com/thesisDetails?columnId=29318420&Fpath=home&index=0&lang=zh,"方海涛, 冯桂林, 郭金海, 布尔布德",四川动物,Full Migrant,Columba oenas,Columbiformes,Inner Mongolia,LC,Range shift or distribution change,观察和拍摄,内蒙古鸟类新纪录——鸥鸽,NA,NA,NA,NA,NA,Columba oenas,FALSE,raw_table,No external row-level identity correction applied.,1,2017,TRUE,1,Unique species-province combination; retained.
310,310,欧鸽,Stock Dove,Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,NA,CICONIIFORMES,鹳形目,鹳科,秃鹳属,云南蒙自长桥海发现秃鹳和翻石鹬,NA,云南省红河州蒙自市长桥海,云南省,Yunnan,NT,分布变化,观察拍摄,103.383333333333,23.4166666666667,2013 年 9 月 4 日,2014,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/20140124?st=article issue,"王 剑, 赵 超, 丁楠雅, 梁 丹, 王天冶, 韦 铭",动物学杂志,Not a Migrant,Leptoptilos javanicus,Ciconiiformes,Yunnan,NT,Range shift or distribution change,观察拍摄,云南蒙自长桥海发现秃鹳和翻石鹬,true_mismatch,true_mismatch,Columba oenas,欧鸽,Stock Dove,Columba oenas,TRUE,true_mismatch,Canonical species updated from audit tables.,1,2014,TRUE,1,Unique species-province combination; retained.
608,608,鹊鸲,Oriental Magpie-robin,Copsychus saularis,Copsychus saularis,Copsychus saularis,NA,PASSERIFORMES,雀形目,鹟科,鹊鸲属,广西鸟类5个新记录,NA,南宁市郊区,广西壮族自治区,Guangxi,LC,分布变化,标本采集,108.3,22.85,2005 年 3 月 9 日,2006,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKpmKE6R5esPLGCWMmnEk6sCCWLk4XVBSXfwnWa3-WQmhj5EtcZdliATemu4tOWJuYFPsNoIN GSW7O22 jZ5SXQ5g4ZJVQwWFZWO9y1Y3qO5FSTfEQzL7aDkffSE arPoocLkxKqWGb1DCPkpOB GiQgZQ6GBvOn4zPy3JpruAzw==&uniplatform=NZKPT&language=CHS,"蒋爱伍, 周 放, 黄成亮, 蒙渊君",广西科学 Guangxi Sciences,Not a Migrant,Copsychus saularis,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,NA,NA,NA,NA,NA,Copsychus saularis,FALSE,raw_table,No external row-level identity correction applied.,1,2006,TRUE,1,Unique species-province combination; retained.
346,346,蓝胸佛法僧,European Roller,Coracias garrulus,Coracias garrulus,Coracias garrulus,NA,CORACIIFORMES,佛法僧目,佛法僧科,佛法僧属,青海省鸟类新记录——蓝胸佛法僧,NA,青海省可鲁克湖-托素湖自然保护区一棵树（地名）西侧小路旁,青海省,Qinghai,LC,分布变化,观察拍摄,97.2940194444444,37.1853833333333,2021 年 7 月 1 日,2022,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJV7tOVLKica5ROVbaYF3ftpwlj1g3jt18jkjOiYYsbZBAeiJ8s XCFRoW0aSEuYvg3M3ZiKyB-8vzOBBRsDxnDJIGLSdVMbWENZu3H6LCNT2QHPo2muOPS8R2lOvBfil3v3BKLfkUkcCEkcYnX7KvM9Ug3jUItZ0-p4bM8JPrb1A==&uniplatform=NZKPT&language=CHS,"赵宏,杨芳,许乃军,郭莹,魏婷婷",四川动物,Full Migrant,Coracias garrulus,Coraciiformes,Qinghai,LC,Range shift or distribution change,观察拍摄,青海省鸟类新记录——蓝胸佛法僧,NA,NA,NA,NA,NA,Coracias garrulus,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
458,458,大鹃鵙,Indian Cuckooshrike,Coracina macei,Coracina macei,Coracina macei,NA,PASSERIFORMES,雀形目,山椒鸟科,鹃鵙属,浙江省鸟类新纪录———大鹃鵙,NA,浙江省乌岩岭国家级自然保护区垟溪保护站,浙江省,Zhejiang,LC,分布变化,观察拍摄,119.74392,27.36772,2016 年 10 月 3 日,2017,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKLq5dEjt VkH5o4b4Y2H4iPb2zEplAsPrxZnuSdX27eTu50bPdZPus-82j-I53pER62nDlXMG TG2pJzlCP1baCdwaWY-iPFtr1XYQH Vk3ZO0CCNFvC1P19jDP6bRRd 2MvN5xlM-fejCkTEUn-wn8un8cbREweVCrVe71ec6Lg==&uniplatform=NZKPT&language=CHS,"郑方东, 刘西, 林莉斯, 刘博野, 夏灿玮",四川动物,Not a Migrant,Coracina macei,Passeriformes,Zhejiang,LC,Range shift or distribution change,观察拍摄,浙江省鸟类新纪录———大鹃鵙,NA,NA,NA,NA,NA,Coracina macei,FALSE,raw_table,No external row-level identity correction applied.,1,2017,TRUE,1,Unique species-province combination; retained.
411,411,花田鸡,Swinhoe's Rail,Coturnicops exquisitus,Coturnicops exquisitus,Coturnicops exquisitus,NA,GRUIFORMES,鹤形目,秧鸡科,NA,云南省鸟类种的新纪录－－－花田鸡,NA,云南省巍山彝族回族自治县庙街镇隆庆关,云南省,Yunnan,LC,分布变化,环志捕获,100.353888888889,25.2958333333333,2003 年 10 月 15 日、16 日,2004,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJ0eN7pedkYH7CjhupqtviVfjBo7Jg9P4xC 9gsAT6edDN96TArcB94S1elYwZcWGqZr S-jvvAsggJyosj PJWf0JL2-go2ryo-xR0eglA9XZfeIzcr9WuBbnq3tylUC-SlLeiqGz-ZYUHM0mEyF2GxDDH43keQy7sBXsceoRkoQ==&uniplatform=NZKPT&language=CHS,"杨荣, 刘式裕, 杨剑波",动物学研究 26卷,Full Migrant,Coturnicops exquisitus,Gruiformes,Yunnan,LC,Range shift or distribution change,环志捕获,云南省鸟类种的新纪录－－－花田鸡,NA,NA,NA,NA,NA,Coturnicops exquisitus,FALSE,raw_table,No external row-level identity correction applied.,1,2004,TRUE,1,Unique species-province combination; retained.
368,368,褐马鸡,Brown Eared-pheasant,Crossoptilon mantchuricum,Crossoptilon mantchuricum,Crossoptilon mantchuricum,NA,GALLIFORMES,鸡形目,雉科,马鸡属,河南省鸟类分布新纪录——褐马鸡,NA,北深沟天坛山林区；娘娘腰黄楝树林区,河南省,Henan,LC,分布变化,红外相机拍摄,112.2,35.2166666666667,2022/3/14；2023/3/4,2024,https://ysdwxb.nefu.edu.cn/#/digest?ArticleID=1747,任迎丰， 常东东， 张建军， 张伟伟， 闫彪， 范明亮， 姬程鹏， 肖治术,野生动物学报,Not a Migrant,Crossoptilon mantchuricum,Galliformes,Henan,LC,Range shift or distribution change,红外相机拍摄,河南省鸟类分布新纪录——褐马鸡,NA,NA,NA,NA,NA,Crossoptilon mantchuricum,FALSE,raw_table,No external row-level identity correction applied.,1,2024,TRUE,1,Unique species-province combination; retained.
887,887,灰白喉林莺,Common Whitethroat,Curruca communis,Curruca communis,Curruca communis,NA,PASSERIFORMES,雀形目,莺鹛科,NA,西藏鸟类分布新纪录——灰白喉林莺,NA,西藏亚东县下亚东乡庞达新村附近康布麻曲河岸开阔地带的灌木丛,西藏自治区,Tibet,LC,分布变化,观察拍摄,89.0079861111111,27.3228333333333,45554,2025,DOI:10.12356/j.2096-8884.2025-0026,刘善思，曾晨，杨永炳，魏聪,陆地生态系统与保护学报,NA,Curruca communis,Passeriformes,Xizang,LC,Range shift or distribution change,观察拍摄,西藏鸟类分布新纪录——灰白喉林莺,NA,NA,NA,NA,NA,Curruca communis,FALSE,raw_table,No external row-level identity correction applied.,1,2025,TRUE,1,Unique species-province combination; retained.
888,888,东歌林莺,Eastern Orphean Warbler,Curruca crassirostris,Curruca crassirostris,Curruca crassirostris subsp. jerdoni,NA,PASSERIFORMES,雀形目,莺鹛科,NA,中国鸟类新纪录———东歌林莺,NA,西藏自治区阿里地区普兰县普兰镇科加村,西藏自治区,Tibet,LC,分布变化,观察拍摄,81.2092,30.2108,2015 年 6 月 13 日,2016,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULy3Uq1aa7RVakKodRJJ9r1RgnaDtCv-yy9Iq1tupS6lFEi30ucW-sKax9Nfx20MFq0EMFdvZHO5QzNve tetlnOKVwdnaXTTtwIJwZ6TZeRR0hyPAdio1Esrw-39BEbVMOoEjV48NfjQdkK8O 29-Evm25b9FnAqIJddj1bcdUNA==&uniplatform=NZKPT&language=CHS,"米小其, 郭克疾, 朱雪林, 邓学建",四川动物,Full Migrant,Curruca crassirostris,Passeriformes,Xizang,LC,Range shift or distribution change,观察拍摄,中国鸟类新纪录———东歌林莺,NA,NA,NA,NA,NA,Curruca crassirostris,FALSE,raw_table,No external row-level identity correction applied.,1,2016,TRUE,1,Unique species-province combination; retained.
889,889,白喉林莺,Lesser Whitethroat,Curruca curruca,Curruca curruca,Curruca curruca,NA,PASSERIFORMES,雀形目,莺鹛科,NA,贵州省鸟类分布新纪录——白喉林莺,NA,贵州省毕节市七星关区碧阳街道双拥主题公园,贵州省,Guizhou,LC,分布变化,白喉林莺分布的生境类型较为多样， 包括森林、 林缘、 仅有稀疏树木生长的疏林灌丛草坡、 平原、 湖泊、 河流、 苇塘、 戈壁、 荒漠和半荒漠灌木丛以及人类居住地附近的灌丛,105.292561111111,27.2909027777778,2024 年 4 月 25 日,2024,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULbCHC6S 76lfxFOceIu0U-Vmv2SHxcx8 -gs96lkw64qQEvdLyDbC1gCYCsojAEuhDWRiG-qP7EW8TvtPzE7uG5iM43JZHPbw5Z0MKttEgMy7dxtnGGJiXV8Ao9YsY06aCQNQly1QuaLR4NTh0 f4-uA-3dB30KmA9v4K29Ezdw==&uniplatform=NZKPT&language=CHS,"曾卫, 毕宏康",陆地生态系统与保护学报,Full Migrant,Curruca curruca,Passeriformes,Guizhou,LC,Range shift or distribution change,白喉林莺分布的生境类型较为多样， 包括森林、 林缘、 仅有稀疏树木生长的疏林灌丛草坡、 平原、 湖泊、 河流、 苇塘、 戈壁、 荒漠和半荒漠灌木丛以及人类居住地附近的灌丛,贵州省鸟类分布新纪录——白喉林莺,NA,NA,NA,NA,NA,Curruca curruca,FALSE,raw_table,No external row-level identity correction applied.,1,2024,TRUE,1,Unique species-province combination; retained.
890,890,白喉林莺,Lesser Whitethroat,Curruca curruca,Curruca curruca,Curruca curruca,NA,PASSERIFORMES,雀形目,莺鹛科,NA,海南省鸟类新记录——白喉林莺和彩鹮,NA,海南省海口市白沙门公园,海南省,Hainan,LC,分布变化,观察拍摄,110.330930555556,20.0733027777778,2021 年 11 月 27 日,2022,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIRQdmLl bfNFXOg3crSsp35QNa-cVjf64rnmyklxSxvwoEgSbhEI7ZzEACSEcvAKhDF4m gqQZCswDSoZ7eQFDK40xHxr4aFfMW9KHvnWxbw8saj6t5QAXlkFsijMzb9JUeh1DlQH2wTfqyZIDGWPZjqVvXvyJPZ9eEjeXaupMsA==&uniplatform=NZKPT&language=CHS,"陈正平, 林嗣淡, 毕宇生, 梁伟",四川动物,Full Migrant,Curruca curruca,Passeriformes,Hainan,LC,Range shift or distribution change,观察拍摄,海南省鸟类新记录——白喉林莺和彩鹮,NA,NA,NA,NA,NA,Curruca curruca,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
720,720,灰蓝山雀,Azure Tit,Cyanistes cyanus,Cyanistes cyanus,Cyanistes cyanus,NA,PASSERIFORMES,雀形目,山雀科,NA,吉林省五种鸟类分布新纪录,NA,长春市伊通河不同流域，记录地为河边公园,吉林省,Jilin,LC,为分析5种鸟类的生态习性及地理分布规律提供重要的基础数据，对鸟类区系组成的变化研究及生物多样性保护等亦提供基础依据,观察拍摄,125.35,43.8333333333333,2019/1/22-24,2023,https://ysdwxb.nefu.edu.cn/#/digest?ArticleID=1577,"杨雨佳,张鹏",野生动物学报,Altitudinal Migrant,Cyanistes cyanus,Passeriformes,Jilin,LC,Other,观察拍摄,吉林省五种鸟类分布新纪录,NA,NA,NA,NA,NA,Cyanistes cyanus,FALSE,raw_table,No external row-level identity correction applied.,1,2023,TRUE,1,Unique species-province combination; retained.
892,892,黑颏穗鹛,Black-chinned Babbler,Cyanoderma pyrrhops,Cyanoderma pyrrhops,Cyanoderma pyrrhops,NA,PASSERIFORMES,雀形目,林鹛科,NA,中国鸟类种新记录——黑颏穗鹛,NA,日喀则樟木镇公路旁,西藏自治区,Tibet,LC,分布变化,观察拍摄,85.98,28,2010 年 2 月 12 日、13 日,2010,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJ2BDq2IadO7SV8O-lOYyFS2RXhPLnE WMMDuur8I6rMdx69tLT7Xy6MNaBdDAx8aWKjpaB5JSWQHvzICDgGoQMltZC0aFCae2krg4C6ucL-GdemzQrr 4SlEDlg1V9 A375i-uiYHkwojlwbq5GWp92HFnS4VfySJONbBFUk0PLw==&uniplatform=NZKPT&language=CHS,"董江天, 杨晓君",动物学研究,Not a Migrant,Cyanoderma pyrrhops,Passeriformes,Xizang,LC,Range shift or distribution change,观察拍摄,中国鸟类种新记录——黑颏穗鹛,NA,NA,NA,NA,NA,Cyanoderma pyrrhops,FALSE,raw_table,No external row-level identity correction applied.,1,2010,TRUE,2,Retained as the earliest publication for this species-province combination.
893,893,黑颏穗鹛,Black-chinned Babbler,Cyanoderma pyrrhops,Cyanoderma pyrrhops,Cyanoderma pyrrhops,NA,PASSERIFORMES,雀形目,林鹛科,NA,中国鸟类种新记录——黑颏穗鹛,NA,日喀则樟木镇公路旁,西藏自治区,Tibet,LC,分布变化,观察拍摄,85.98,28,2010 年 2 月 12 日、13 日,2010,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJ2BDq2IadO7SV8O-lOYyFS2RXhPLnE WMMDuur8I6rMdx69tLT7Xy6MNaBdDAx8aWKjpaB5JSWQHvzICDgGoQMltZC0aFCae2krg4C6ucL-GdemzQrr 4SlEDlg1V9 A375i-uiYHkwojlwbq5GWp92HFnS4VfySJONbBFUk0PLw==&uniplatform=NZKPT&language=CHS,"董江天, 杨晓君",动物学研究,Not a Migrant,Cyanoderma pyrrhops,Passeriformes,Xizang,LC,Range shift or distribution change,观察拍摄,中国鸟类种新记录——黑颏穗鹛,NA,NA,NA,NA,NA,Cyanoderma pyrrhops,FALSE,raw_table,No external row-level identity correction applied.,2,2010,FALSE,2,Dropped because an earlier publication already established this provincial record.
894,894,黄喉穗鹛,Rufous-fronted Babbler,Cyanoderma rufifrons,Cyanoderma rufifrons,Cyanoderma rufifrons,NA,PASSERIFORMES,雀形目,林鹛科,NA,广西鸟类5个新记录,NA,"靖西县底定自然保护区,龙州县弄岗国家级自然保护区",广西壮族自治区,Guangxi,LC,分布变化,标本采集,106.85455,22.34262,2005 年 1 月 28 日、2 月 19 日,2006,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKpmKE6R5esPLGCWMmnEk6sCCWLk4XVBSXfwnWa3-WQmhj5EtcZdliATemu4tOWJuYFPsNoIN GSW7O22 jZ5SXQ5g4ZJVQwWFZWO9y1Y3qO5FSTfEQzL7aDkffSE arPoocLkxKqWGb1DCPkpOB GiQgZQ6GBvOn4zPy3JpruAzw==&uniplatform=NZKPT&language=CHS,"蒋爱伍, 周 放, 黄成亮, 蒙渊君",广西科学 Guangxi Sciences,Not a Migrant,Cyanoderma rufifrons,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,NA,NA,NA,NA,NA,Cyanoderma rufifrons,FALSE,raw_table,No external row-level identity correction applied.,1,2006,TRUE,1,Unique species-province combination; retained.
108,108,小天鹅,Tundra Swan,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,NA,ANSERIFORMES,雁形目,鸭科,天鹅属,云南省鸟类新纪录———小天鹅,NA,云南省大理州鹤庆县母屯海州级自然保护区,云南省,Yunnan,LC,分布变化,观察和拍摄,100.2,26.5833333333333,2010 年 12 月 7 日,2011,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJDVi Fl5ZGrfd1T4gA QT5bmo1FdSSJ2Ai PIqRAIlZYCGGkeaArx8SRxVeumeMFjztHpjMif Wdp4pHvxS5V jHAW3RVELGl ROprx0dXvDaya7aiptUNwdDSViY9Cx4m zDxXOtfH9sxISFE2DibNwHdQwzK9wW 9rhbnYrC6A==&uniplatform=NZKPT&language=CHS,"张淑霞, 李卓卿, 王紫江, 王珺, 陈兆斌, 吴金勇",四川动物,Full Migrant,Cygnus columbianus,Anseriformes,Yunnan,LC,Range shift or distribution change,观察和拍摄,云南省鸟类新纪录———小天鹅,NA,NA,NA,NA,NA,Cygnus columbianus,FALSE,raw_table,No external row-level identity correction applied.,1,2011,TRUE,1,Unique species-province combination; retained.
109,109,疣鼻天鹅,Mute Swan,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,NA,ANSERIFORMES,雁形目,鸭科,天鹅属,广西鸟类新纪录———大天鹅,NA,广西东兴市江平镇山心村银铜山外海滩涂的红树林,广西壮族自治区,Guangxi,LC,分布变化,观察拍摄,108.156975,21.5811,2016 年 11 月 17 日,2017,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJV9hI7F8yXfPQd3GUSJkJGicng4-ULvYzO-KlFdJK8xQICp7Bt0IDTYgBL-mVtwjQg43Z7uH6 KyDm8l5TJMAxPPQH7MTyq30QwV7Cq3W rGukzrwrfCQscA7zCBAexRRgAPlQ ipaTPWssY3-0mmAqfWIl7g8dhy42trF9aSg6w==&uniplatform=NZKPT&language=CHS,"陆舟, 林源, 唐上波",四川动物,Full Migrant,Cygnus cygnus,Anseriformes,Guangxi,LC,Range shift or distribution change,观察拍摄,广西鸟类新纪录———大天鹅,duplicate_audit,duplicate_audit,Cygnus olor,疣鼻天鹅,Mute Swan,Cygnus olor,TRUE,duplicate_audit,Canonical species updated from audit tables.,1,2017,TRUE,1,Unique species-province combination; retained.
110,110,疣鼻天鹅,Mute Swan,Cygnus olor,Cygnus olor,Cygnus olor,NA,ANSERIFORMES,雁形目,鸭科,天鹅属,吉林省鸟类新纪录———疣鼻天鹅,NA,向海自然保护区二场水库,吉林省,Jilin,LC,分布变化,观察拍摄,122.549412011151,44.9599577662215,2009 年 5 月 4 日,2010,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIFFCgqdfXjDVDIhHdP4E1VF5FuHHGYk6qUjWZ-yqaHP9YKUSfrK6uOX0VceJSaZ3XMDrHY5GDaDMzHDLWSvqccavHb-Cl6qa0P-a-1OK52ot-R-Y5ef O2ZpQacs5yDESUHzeRhiCqUuROZhPborGP9n5M5loC vfyqvtpxaNU5g==&uniplatform=NZKPT&language=CHS,"于国海, 孙鹏, 王海涛",东北师大学报（自然科学版）,Full Migrant,Cygnus olor,Anseriformes,Jilin,LC,Range shift or distribution change,观察拍摄,吉林省鸟类新纪录———疣鼻天鹅,duplicate_audit,duplicate_audit,Cygnus olor,疣鼻天鹅,Mute Swan,Cygnus olor,FALSE,duplicate_audit,Canonical species confirmed by audit tables without changing the binomial.,1,2010,TRUE,2,Retained as the earliest publication for this species-province combination.
111,111,疣鼻天鹅,Mute Swan,Cygnus olor,Cygnus olor,Cygnus olo,NA,ANSERIFORMES,雁形目,鸭科,天鹅属,吉林省鸟类繁殖新纪录——疣鼻天鹅,NA,吉林省白城市通榆县向海国家级自然保护区鹤类核心区青年坝西侧,吉林省,Jilin,LC,NA,观察拍摄,122.314466666667,44.9959916666667,42889,2018,https://ysdwxb.nefu.edu.cn/#/digest?ArticleID=55,"李连山,张科,林宝庆,刘吉平",野生动物学报,Full Migrant,Cygnus olor,Anseriformes,Jilin,LC,Unclear,观察拍摄,吉林省鸟类繁殖新纪录——疣鼻天鹅,NA,NA,NA,NA,NA,Cygnus olor,FALSE,raw_table,No external row-level identity correction applied.,2,2010,FALSE,2,Dropped because an earlier publication already established this provincial record.
