"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners"
"Coracina macei","Aves","PASSERIFORMES","Campephagidae","Coracina","Coracina macei","Passeriformes","Campephagidae","Coracina",1,0,1,1,105,31,"Forest",2,"1","Carnivore","Invertivore",2249595.09,20.18,79.29,"否","杂食性","2","R",9,2,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.02118929906994,3.46573590279973,2.30258509299405,1.09861228866811,0,"Coracina_macei",0.135079479632854,0.19101525563194,0.128236378736056,-1.31556032589471,-1.47201845540291
"Lalage melaschistos","Aves","PASSERIFORMES","Campephagidae","Lalage","Lalage melaschistos","Passeriformes","Campephagidae","Lalage",2,1,1,1,43,28,"Forest",1,"1","Carnivore","Invertivore",4751722.92,27.04,105.6,"否","杂食性","2-4","RSWPV",25,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.63346845557959,3.36729582998647,3.25809653802148,1.38629436111989,0.693147180559945,"Lalage_melaschistos",-0.371377833975038,-0.00735417763224455,1.08619730582572,-0.521195719216021,-0.787014610288271
"Pericrocotus brevirostris","Aves","PASSERIFORMES","Campephagidae","Pericrocotus","Pericrocotus brevirostris","Passeriformes","Campephagidae","Pericrocotus",8,7,0,0,16.49,29.4,"Woodland",1,"1","Carnivore","Invertivore",2416801.64,25.1,98.2,"否","食虫","2-4","S",7,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.21722065564452,3.41444260841218,2.07944154167984,1.38629436111989,2.07944154167984,"Pericrocotus_brevirostris",-0.915098260900075,0.0876526569754546,-0.0954792077213139,-0.521195719216021,0.582993079941005
"Pericrocotus cantonensis","Aves","PASSERIFORMES","Campephagidae","Pericrocotus","Pericrocotus cantonensis","Passeriformes","Campephagidae","Pericrocotus",8,7,1,1,16.26,34.9,"Forest",1,"3","Carnivore","Invertivore",1995739.61,27.98,110.92,"否","杂食性","4","SP",19,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.21112054125805,3.58073729549423,2.99573227355399,1.6094379124341,2.07944154167984,"Pericrocotus_cantonensis",-0.923066487516575,0.422757882810594,0.823160462748181,0.0949613386844429,0.582993079941005
"Pericrocotus divaricatus","Aves","PASSERIFORMES","Campephagidae","Pericrocotus","Pericrocotus divaricatus","Passeriformes","Campephagidae","Pericrocotus",8,7,1,1,24.6,40.5,"Forest",2,"3","Carnivore","Invertivore",947644.87,43.69,133.27,"否","食虫","4-5","SP",24,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.39093510710338,3.72569342723665,3.2188758248682,1.70474809223843,2.07944154167984,"Pericrocotus_divaricatus",-0.688185119917722,0.714863169612465,1.04687604920555,0.358137395668069,0.582993079941005
"Pericrocotus ethologus","Aves","PASSERIFORMES","Campephagidae","Pericrocotus","Pericrocotus ethologus","Passeriformes","Campephagidae","Pericrocotus",8,7,3,1,18.97,30.5,"Forest",1,"3","Carnivore","Invertivore",3896355.72,29.06,100.65,"否","食虫","3","SWV",18,3,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.27806733088866,3.44998754583159,2.94443897916644,1.38629436111989,2.07944154167984,"Pericrocotus_ethologus",-0.835617768160231,0.159280286758661,0.771735676472,-0.521195719216021,0.582993079941005
"Pericrocotus roseus","Aves","PASSERIFORMES","Campephagidae","Pericrocotus","Pericrocotus roseus","Passeriformes","Campephagidae","Pericrocotus",8,7,0,0,19.2,31.8,"Forest",2,"1","Carnivore","Invertivore",1556822.15,25.53,95.74,"否","杂食性","3-4","S",9,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.28330122870355,3.4904285153901,2.30258509299405,1.50407739677627,2.07944154167984,"Pericrocotus_roseus",-0.828781030152639,0.240774052282328,0.128236378736056,-0.195966294958842,0.582993079941005
"Pericrocotus solaris","Aves","PASSERIFORMES","Campephagidae","Pericrocotus","Pericrocotus solaris","Passeriformes","Campephagidae","Pericrocotus",8,7,1,1,14.5,28.3,"Forest",2,"1","Carnivore","Invertivore",2902202.9,22.67,103.76,"否","食虫","3-4","RP",16,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.16136800223497,3.37758751602302,2.83321334405622,1.50407739677627,2.07944154167984,"Pericrocotus_solaris",-0.988055351751895,0.0133848960809154,0.660224911131802,-0.195966294958842,0.582993079941005
"Certhia discolor","Aves","PASSERIFORMES","Certhiidae","Certhia","Certhia discolor","Passeriformes","Certhiidae","Certhia",7,6,0,0,10.4,19.3,"Forest",1,"1","Carnivore","Invertivore",112131.14,28.17,88.48,"否","食虫","3-5","R",1,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.01703333929878,3.01062088604774,0.693147180559945,1.6094379124341,1.94591014905531,"Certhia_discolor",-1.17659137419812,-0.726100156446026,-1.48532737574557,0.0949613386844429,0.451030460808055
"Certhia familiaris","Aves","PASSERIFORMES","Certhiidae","Certhia","Certhia familiaris","Passeriformes","Certhiidae","Certhia",7,6,0,0,9,19.2,"Forest",1,"1","Omnivore","Invertivore",15914424.48,51.19,74.31,"否","食虫","4-6","R",12,5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.954242509439325,3.00568260440716,2.56494935746154,1.79175946922805,1.94591014905531,"Certhia_familiaris",-1.25861140366971,-0.736051430376915,0.391273221813596,0.598398311719844,0.451030460808055
"Certhia himalayana","Aves","PASSERIFORMES","Certhiidae","Certhia","Certhia himalayana","Passeriformes","Certhiidae","Certhia",7,6,0,0,8.8,20.2,"Forest",1,"1","Carnivore","Invertivore",690802.93,33.09,89.16,"否","食虫","4-6","R",8,5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.944482672150169,3.05400118167797,2.19722457733622,1.79175946922805,1.94591014905531,"Certhia_himalayana",-1.27136011465006,-0.638683270079786,0.0226057682567446,0.598398311719844,0.451030460808055
"Certhia nipalensis","Aves","PASSERIFORMES","Certhiidae","Certhia","Certhia nipalensis","Passeriformes","Certhiidae","Certhia",7,6,0,0,11.1,18.6,"Forest",1,"1","Carnivore","Invertivore",88988.34,28.23,91.29,"否","食虫","3","R",2,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.04532297878666,2.97552956623647,1.09861228866811,1.38629436111989,1.94591014905531,"Certhia_nipalensis",-1.13963825429622,-0.796813688288485,-1.07882284575047,-0.521195719216021,0.451030460808055
"Chloropsis aurifrons","Aves","PASSERIFORMES","Chloropseidae","Chloropsis","Chloropsis aurifrons","Passeriformes","Chloropseidae","Chloropsis",4,3,0,0,32.31,20,"Forest",1,"1","Omnivore","Omnivore",3471632.85,19.89,91.9,"否","杂食性","2-3","R",2,2.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.50933695801764,3.04452243772342,1.09861228866811,1.25276296849537,1.38629436111989,"Chloropsis_aurifrons",-0.533523629964234,-0.657784160729127,-1.07882284575047,-0.889910430137798,-0.102010765173633
"Chloropsis cochinchinensis","Aves","PASSERIFORMES","Chloropseidae","Chloropsis","Chloropsis cochinchinensis","Passeriformes","Chloropseidae","Chloropsis",4,3,0,0,24.5,17.4,"Forest",1,"1","Omnivore","Omnivore",78694.2,-7.42,109.57,"否","杂食性","2-3","R",2,2.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.38916608436453,2.91235066461494,1.09861228866811,1.25276296849537,1.38629436111989,"Chloropsis_cochinchinensis",-0.690495892008183,-0.924127317288866,-1.07882284575047,-0.889910430137798,-0.102010765173633
"Chloropsis hardwickii","Aves","PASSERIFORMES","Chloropseidae","Chloropsis","Chloropsis hardwickii","Passeriformes","Chloropseidae","Chloropsis",4,3,0,0,32.29,19.5,"Shrubland",1,"3","Omnivore","Omnivore",902456.73,23.17,96.32,"否","杂食性","3","R",14,3,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.50906804501716,3.02042488614436,2.70805020110221,1.38629436111989,1.38629436111989,"Chloropsis_hardwickii",-0.533874895463898,-0.706343832752746,0.534740908731147,-0.521195719216021,-0.102010765173633
"Cinclus cinclus","Aves","PASSERIFORMES","Cinclidae","Cinclus","Cinclus cinclus","Passeriformes","Cinclidae","Cinclus",2,1,0,0,61.47,27.6,"Riverine",3,"1","Carnivore","Aquatic predator",8499590.13,47.26,56.5,"否","食虫，食肉","4-6","R",7,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.78866321312086,3.35340671782581,2.07944154167984,1.79175946922805,0.693147180559945,"Cinclus_cinclus",-0.168655898051218,-0.0353425286067609,-0.0954792077213139,0.598398311719844,-0.787014610288271
"Cinclus pallasii","Aves","PASSERIFORMES","Cinclidae","Cinclus","Cinclus pallasii","Passeriformes","Cinclidae","Cinclus",2,1,0,0,76,27.9,"Riverine",3,"1","Carnivore","Aquatic predator",9425465.17,40.55,117.35,"否","食虫，食肉","4-5","R",33,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.88081359228079,3.36384159511839,3.52636052461616,1.70474809223843,0.693147180559945,"Cinclus_pallasii",-0.0482851873688815,-0.0143149060588056,1.35514899514393,0.358137395668069,-0.787014610288271
"Cisticola exilis","Aves","PASSERIFORMES","Cisticolidae","Cisticola","Cisticola exilis","Passeriformes","Cisticolidae","Cisticola",2,1,0,0,7.04,16.4,"Grassland",2,"1","Carnivore","Invertivore",7165244.71,-1.02,122.27,"否","食虫","4-5","R",14,4.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.847572659142112,2.85647020622048,2.70805020110221,1.70474809223843,0.693147180559945,"Cisticola_exilis",-1.39794805974976,-1.03673364259381,0.534740908731147,0.358137395668069,-0.787014610288271
"Cisticola juncidis","Aves","PASSERIFORMES","Cisticolidae","Cisticola","Cisticola juncidis","Passeriformes","Cisticolidae","Cisticola",2,1,0,0,6.81,13.5,"Grassland",3,"3","Carnivore","Invertivore",18929166.75,10.73,63.11,"否","杂食性","4-5","RSW",27,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",0.833147111912785,2.67414864942653,3.3322045101752,1.70474809223843,0.693147180559945,"Cisticola_juncidis",-1.41679131777871,-1.40413507637446,1.16049525597437,0.358137395668069,-0.787014610288271
"Orthotomus atrogularis","Aves","PASSERIFORMES","Cisticolidae","Orthotomus","Orthotomus atrogularis","Passeriformes","Cisticolidae","Orthotomus",2,1,0,0,7.68,10.5,"Forest",1,"1","Carnivore","Invertivore",2752593.84,9.41,104.98,"否","食虫","3-5","R",2,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.885361220031512,2.4423470353692,1.09861228866811,1.6094379124341,0.693147180559945,"Orthotomus_atrogularis",-1.34858704820118,-1.87124520232394,-1.07882284575047,0.0949613386844429,-0.787014610288271
"Orthotomus sutorius","Aves","PASSERIFORMES","Cisticolidae","Orthotomus","Orthotomus sutorius","Passeriformes","Cisticolidae","Orthotomus",2,1,0,0,7.5,10.4,"Shrubland",2,"1","Carnivore","Invertivore",6849946.15,21.01,90.34,"否","食虫","3-5","R",11,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.8750612633917,2.43361335540045,2.484906649788,1.6094379124341,0.693147180559945,"Orthotomus_sutorius",-1.36204128585092,-1.88884469302118,0.311025322273778,0.0949613386844429,-0.787014610288271
"Prinia atrogularis","Aves","PASSERIFORMES","Cisticolidae","Prinia","Prinia atrogularis","Passeriformes","Cisticolidae","Prinia",8,7,4,1,11.8,9,"Grassland",2,"1","Carnivore","Invertivore",90149.06,27.72,92.73,"否","NA","4-6","R",9,5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.07188200730613,2.30258509299405,2.30258509299405,1.79175946922805,2.07944154167984,"Prinia_atrogularis",-1.10494573141064,-2.15288352814535,0.128236378736056,0.598398311719844,0.582993079941005
"Prinia crinigera","Aves","PASSERIFORMES","Cisticolidae","Prinia","Prinia crinigera","Passeriformes","Cisticolidae","Prinia",8,7,0,0,13.73,10.9,"Shrubland",3,"1","Carnivore","Invertivore",2843218.33,27.95,102.36,"否","食虫","4-6","R",20,5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.13767053723676,2.47653840011748,3.04452243772342,1.79175946922805,2.07944154167984,"Prinia_crinigera",-1.01900997971121,-1.80234519591586,0.87207570195734,0.598398311719844,0.582993079941005
"Prinia flaviventris","Aves","PASSERIFORMES","Cisticolidae","Prinia","Prinia flaviventris","Passeriformes","Cisticolidae","Prinia",8,7,4,1,7,11.9,"Shrubland",3,"1","Carnivore","Invertivore",4037497.01,13.87,100.1,"否","杂食性","4-5","R",11,4.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.845098040014257,2.55722731136763,2.484906649788,1.70474809223843,2.07944154167984,"Prinia_flaviventris",-1.40118051159428,-1.63974664089691,0.311025322273778,0.358137395668069,0.582993079941005
"Prinia hodgsonii","Aves","PASSERIFORMES","Cisticolidae","Prinia","Prinia hodgsonii","Passeriformes","Cisticolidae","Prinia",8,7,0,0,6.4,10.7,"Shrubland",2,"1","Carnivore","Invertivore",4680228.23,20.43,88.2,"否","食虫","3-4","R",5,3.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.806179973983887,2.45958884180371,1.79175946922805,1.50407739677627,2.07944154167984,"Prinia_hodgsonii",-1.45201693038239,-1.8365007403064,-0.383898761738348,-0.195966294958842,0.582993079941005
"Prinia inornata","Aves","PASSERIFORMES","Cisticolidae","Prinia","Prinia inornata","Passeriformes","Cisticolidae","Prinia",8,7,4,1,7,14.2,"Shrubland",2,"1","Carnivore","Invertivore",7403210.36,22.26,93,"否","食虫","4-6","R",19,5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.845098040014257,2.72129542785223,2.99573227355399,1.79175946922805,2.07944154167984,"Prinia_inornata",-1.40118051159428,-1.30912824176676,0.823160462748181,0.598398311719844,0.582993079941005
"Prinia rufescens","Aves","PASSERIFORMES","Cisticolidae","Prinia","Prinia rufescens","Passeriformes","Cisticolidae","Prinia",8,7,1,1,6.48,10.8,"Shrubland",2,"1","Carnivore","Invertivore",2213362.62,18.17,100.45,"否","食虫","4","R",5,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.811575005870593,2.46809953147162,1.79175946922805,1.6094379124341,2.07944154167984,"Prinia_rufescens",-1.44496971225614,-1.81935060380342,-0.383898761738348,0.0949613386844429,0.582993079941005
"Cissa chinensis","Aves","PASSERIFORMES","Corvidae","Cissa","Cissa chinensis","Passeriformes","Corvidae","Cissa",2,1,0,0,126.64,8.4,"Forest",1,"1","Carnivore","Omnivore",2108736.38,19.06,99.9,"否","食虫，食肉","4-5","R",3,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.1025709018543,2.24070968927596,1.38629436111989,1.70474809223843,0.693147180559945,"Cissa_chinensis",0.24138356055931,-2.27757044088092,-0.79040329173344,0.358137395668069,-0.787014610288271
"Corvus corax","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus corax","Passeriformes","Corvidae","Corvus",9,8,0,0,927.97,39.8,"Forest",3,"2","Omnivore","Omnivore",52288449.5,54.65,18.59,"否","杂食性","3-7","RSWP",10,5,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",2.96753393629962,3.70868208141012,2.39789527279837,1.79175946922805,2.19722457733622,"Corvus_corax",1.37123474640666,0.680583115420787,0.223790889026419,0.598398311719844,0.6993923593101
"Corvus corone","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus corone","Passeriformes","Corvidae","Corvus",9,8,0,0,570,36.9,"Human Modified",3,"1","Carnivore","Omnivore",33343165.09,52.96,78.23,"否","杂食性","4-5","RWPV",27,4.5,"Non_endemic","Resident_low","Omnivore","Non_forest",2.75587485567249,3.63495111208838,3.3322045101752,1.70474809223843,2.19722457733622,"Corvus_corone",1.09475673090941,0.532005710098078,1.16049525597437,0.358137395668069,0.6993923593101
"Corvus dauuricus","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus dauuricus","Passeriformes","Corvidae","Corvus",9,8,0,0,208,37.8,"Grassland",3,"2","Omnivore","Omnivore",6025004.51,41.79,113.35,"否","杂食性","5-6","RSWV",33,5.5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",2.31806333496276,3.65842024662923,3.52636052461616,1.87180217690159,2.19722457733622,"Corvus_dauuricus",0.522868862696944,0.579299040801933,1.35514899514393,0.819416929448424,0.6993923593101
"Corvus frugilegus","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus frugilegus","Passeriformes","Corvidae","Corvus",9,8,0,0,452.1,41,"Grassland",3,"1","Omnivore","Omnivore",19019081.22,50.24,76.75,"否","杂食性","5-6","RWPV",29,5.5,"Non_endemic","Resident_low","Omnivore","Non_forest",2.65523450703429,3.73766961828337,3.40119738166216,1.87180217690159,2.19722457733622,"Corvus_frugilegus",0.963296064123947,0.738996738013085,1.22966499274327,0.819416929448424,0.6993923593101
"Corvus macrorhynchos","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus macrorhynchos","Passeriformes","Corvidae","Corvus",9,8,0,0,513.14,34.8,"Woodland",2,"1","Omnivore","Omnivore",13313192.58,29.04,107.25,"否","杂食性","3-5","R",34,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.71023586985355,3.57794789340665,3.55534806148941,1.6094379124341,2.19722457733622,"Corvus_macrorhynchos",1.03514116331297,0.417136878117631,1.38421084243174,0.0949613386844429,0.6993923593101
"Corvus monedula","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus monedula","Passeriformes","Corvidae","Corvus",9,8,0,0,246,39.1,"Human Modified",3,"2","Omnivore","Omnivore",13975046.48,48.54,45.36,"否","杂食性","4-7","SW",2,5.5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",2.39093510710338,3.69137633431252,1.09861228866811,1.87180217690159,2.19722457733622,"Corvus_monedula",0.6180570440285,0.645709804726724,-1.07882284575047,0.819416929448424,0.6993923593101
"Corvus pectoralis","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus pectoralis","Passeriformes","Corvidae","Corvus",9,8,0,0,470.53,35.1,"Shrubland",3,"1","Omnivore","Omnivore",2074732.63,29.49,113.94,"否","杂食性","3-7","RV",27,5,"Non_endemic","Resident_low","Omnivore","Non_forest",2.67258731834585,3.58629286533884,3.3322045101752,1.79175946922805,2.19722457733622,"Corvus_pectoralis",0.985963037922108,0.433953072026108,1.16049525597437,0.598398311719844,0.6993923593101
"Corvus splendens","Aves","PASSERIFORMES","Corvidae","Corvus","Corvus splendens","Passeriformes","Corvidae","Corvus",9,8,0,0,292.55,36.3,"Human Modified",3,"1","Omnivore","Omnivore",4469957.42,23.16,80.57,"否","杂食性","4-5","RV",4,4.5,"Non_endemic","Resident_low","Omnivore","Non_forest",2.46620010244674,3.61899332664977,1.6094379124341,1.70474809223843,2.19722457733622,"Corvus_splendens",0.71637135441521,0.499848715866532,-0.566687705276071,0.358137395668069,0.6993923593101
"Cyanopica cyanus","Aves","PASSERIFORMES","Corvidae","Cyanopica","Cyanopica cyanus","Passeriformes","Corvidae","Cyanopica",1,0,0,0,95.91,14.3,"Woodland",2,"1","Omnivore","Omnivore",4748269.37,42.1,118.42,"否","杂食性","6-7","RW",25,6.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.98186389099135,2.72785282839839,3.25809653802148,2.01490302054226,0,"Cyanopica_cyanus",0.0837109734862112,-1.29591423457585,1.08619730582572,1.21455536962031,-1.47201845540291
"Dendrocitta formosae","Aves","PASSERIFORMES","Corvidae","Dendrocitta","Dendrocitta formosae","Passeriformes","Corvidae","Dendrocitta",3,2,1,1,102.74,16,"Forest",2,"1","Omnivore","Omnivore",3328585.52,25.48,105.19,"否","杂食性","3-5","R",15,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.01173956138832,2.83321334405622,2.77258872223978,1.6094379124341,1.09861228866811,"Dendrocitta_formosae",0.122735833834891,-1.08359921710208,0.599444876290812,0.0949613386844429,-0.386313048046404
"Dendrocitta frontalis","Aves","PASSERIFORMES","Corvidae","Dendrocitta","Dendrocitta frontalis","Passeriformes","Corvidae","Dendrocitta",3,2,0,0,100,12.7,"Forest",1,"1","Carnivore","Omnivore",200384.69,26.44,96.49,"否","杂食性","3-4","R",2,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2,2.61739583283408,1.09861228866811,1.50407739677627,1.09861228866811,"Dendrocitta_frontalis",0.107401123763234,-1.51849931587424,-1.07882284575047,-0.195966294958842,-0.386313048046404
"Dendrocitta vagabunda","Aves","PASSERIFORMES","Corvidae","Dendrocitta","Dendrocitta vagabunda","Passeriformes","Corvidae","Dendrocitta",3,2,0,0,100,15,"Woodland",2,"1","Carnivore","Omnivore",4361512.68,22.02,83.51,"否","杂食性","4-5","R",1,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2,2.77258872223978,0.693147180559945,1.70474809223843,1.09861228866811,"Dendrocitta_vagabunda",0.107401123763234,-1.20576564311027,-1.48532737574557,0.358137395668069,-0.386313048046404
"Garrulus glandarius","Aves","PASSERIFORMES","Corvidae","Garrulus","Garrulus glandarius","Passeriformes","Corvidae","Garrulus",1,0,0,0,159.46,19.4,"Forest",1,"2","Omnivore","Omnivore",19458203.9,51.02,62.66,"否","杂食性","5-8","R",29,6.5,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",2.20265175975734,3.01553490085017,3.40119738166216,2.01490302054226,0,"Garrulus_glandarius",0.37211339695617,-0.716197783321426,1.22966499274327,1.21455536962031,-1.47201845540291
"Nucifraga caryocatactes","Aves","PASSERIFORMES","Corvidae","Nucifraga","Nucifraga caryocatactes","Passeriformes","Corvidae","Nucifraga",1,0,0,0,182.51,24.4,"Forest",1,"2","Omnivore","Granivore",15486182.22,57.8,99.93,"否","杂食性","2-5","RWP",18,3.5,"Non_endemic","Partial_migrant","Plant_seed","Forest_primary",2.26128666509846,3.23474917402449,2.94443897916644,1.50407739677627,0,"Nucifraga_caryocatactes",0.448704782591736,-0.274452771455123,0.771735676472,-0.195966294958842,-1.47201845540291
"Perisoreus infaustus","Aves","PASSERIFORMES","Corvidae","Perisoreus","Perisoreus infaustus","Passeriformes","Corvidae","Perisoreus",2,1,0,0,84.4,17.4,"Forest",1,"1","Omnivore","Omnivore",11840129.85,59.77,93.47,"否","杂食性","3-4","R",3,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.92634244662566,2.91235066461494,1.38629436111989,1.50407739677627,0.693147180559945,"Perisoreus_infaustus",0.0111865218525456,-0.924127317288866,-0.79040329173344,-0.195966294958842,-0.787014610288271
"Perisoreus internigrans","Aves","PASSERIFORMES","Corvidae","Perisoreus","Perisoreus internigrans","Passeriformes","Corvidae","Perisoreus",2,1,0,0,102,19.6,"Forest",1,"1","Omnivore","Omnivore",143343.38,32.34,100.92,"是","杂食性","2-4","R",4,3,"Endemic","Resident_low","Omnivore","Forest_primary",2.00860017176192,3.02529107579554,1.6094379124341,1.38629436111989,0.693147180559945,"Perisoreus_internigrans",0.118635030735831,-0.696537833471433,-0.566687705276071,-0.521195719216021,-0.787014610288271
"Podoces biddulphi","Aves","PASSERIFORMES","Corvidae","Podoces","Podoces biddulphi","Passeriformes","Corvidae","Podoces",2,1,1,1,130.5,24,"Desert",3,"2","Omnivore","Omnivore",420108.26,39.5,83.1,"是","杂食性","1-3","R",2,2,"Endemic","Partial_migrant","Omnivore","Non_forest",2.1156105116743,3.2188758248682,1.09861228866811,1.09861228866811,0.693147180559945,"Podoces_biddulphi",0.258416448707601,-0.306439615695997,-1.07882284575047,-1.31556032589471,-0.787014610288271
"Pyrrhocorax graculus","Aves","PASSERIFORMES","Corvidae","Pyrrhocorax","Pyrrhocorax graculus","Passeriformes","Corvidae","Pyrrhocorax",2,1,0,0,211,36.7,"Rock",3,"2","Carnivore","Invertivore",3556954.7,38.96,65.01,"否","杂食性","3-4","R",8,3.5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",2.32428245529769,3.62966009445396,2.19722457733622,1.50407739677627,0.693147180559945,"Pyrrhocorax_graculus",0.530992539901086,0.521343627680473,0.0226057682567446,-0.195966294958842,-0.787014610288271
"Pyrrhocorax pyrrhocorax","Aves","PASSERIFORMES","Corvidae","Pyrrhocorax","Pyrrhocorax pyrrhocorax","Passeriformes","Corvidae","Pyrrhocorax",2,1,0,0,276.68,39,"Rock",3,"2","Carnivore","Invertivore",12981520.53,40.2,85.68,"否","杂食性","3-6","R",16,4.5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",2.44197776700664,3.68887945411394,2.83321334405622,1.70474809223843,0.693147180559945,"Pyrrhocorax_pyrrhocorax",0.684731118554111,0.640678269339078,0.660224911131802,0.358137395668069,-0.787014610288271
"Temnurus temnurus","Aves","PASSERIFORMES","Corvidae","Temnurus","Temnurus temnurus","Passeriformes","Corvidae","Temnurus",1,0,1,1,138,12.7,"Forest",1,"1","Carnivore","Invertivore",266868.95,19.1,106.26,"否","食虫，食肉","2","R",2,2,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.13987908640124,2.61739583283408,1.09861228866811,1.09861228866811,0,"Temnurus_temnurus",0.290117084274806,-1.51849931587424,-1.07882284575047,-1.31556032589471,-1.47201845540291
"Urocissa caerulea","Aves","PASSERIFORMES","Corvidae","Urocissa","Urocissa caerulea","Passeriformes","Corvidae","Urocissa",4,3,0,0,256.98,14.8,"Forest",1,"1","Omnivore","Omnivore",20500.71,23.8,121.1,"是","杂食性","3-8","R",1,5.5,"Endemic","Resident_low","Omnivore","Forest_primary",2.40989932478021,2.76000994003292,0.693147180559945,1.87180217690159,1.38629436111989,"Urocissa_caerulea",0.642828904764235,-1.23111351035802,-1.48532737574557,0.819416929448424,-0.102010765173633
"Urocissa erythroryncha","Aves","PASSERIFORMES","Corvidae","Urocissa","Urocissa erythroryncha","Passeriformes","Corvidae","Urocissa",4,3,0,0,151.52,19.3,"Forest",1,"1","Carnivore","Omnivore",4461983.11,26.37,107.36,"否","杂食性","4-5","R",27,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.1804699616592,3.01062088604774,3.3322045101752,1.70474809223843,1.38629436111989,"Urocissa_erythroryncha",0.343138597008237,-0.726100156446026,1.16049525597437,0.358137395668069,-0.102010765173633
"Urocissa flavirostris","Aves","PASSERIFORMES","Corvidae","Urocissa","Urocissa flavirostris","Passeriformes","Corvidae","Urocissa",4,3,0,0,149.19,14.3,"Forest",1,"1","Carnivore","Omnivore",304129.16,28.24,87.92,"否","杂食性","3-8","R",2,5.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.17373971395189,2.72785282839839,1.09861228866811,1.87180217690159,1.38629436111989,"Urocissa_flavirostris",0.334347263679145,-1.29591423457585,-1.07882284575047,0.819416929448424,-0.102010765173633
"Dicaeum agile","Aves","PASSERIFORMES","Dicaeidae","Dicaeum","Dicaeum agile","Passeriformes","Dicaeidae","Dicaeum",6,5,0,0,9,25.1,"Forest",2,"1","Herbivore","Frugivore",4429303.46,16.87,91.52,"否","杂食性","2-4","R",2,3,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",0.954242509439325,3.26193531432865,1.09861228866811,1.38629436111989,1.79175946922805,"Dicaeum_agile",-1.25861140366971,-0.219669195106018,-1.07882284575047,-0.521195719216021,0.298690797068234
