"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners"
"Cuculus micropterus","Aves","CUCULIFORMES","Cuculidae","Cuculus","Cuculus micropterus","Cuculiformes","Cuculidae","Cuculus",5,4,0,0,88.75,45.1,"Forest",1,"1","Carnivore","Invertivore",10050685.23,25.25,107.12,"否","食虫","1","RSV",31,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.94816836172713,3.8308129500026,3.46573590279973,0.693147180559945,1.6094379124341,"Cuculus_micropterus",0.0396964524248049,0.926692555350951,1.29436896030294,-2.43515435683057,0.118511217674641
"Cuculus poliocephalus","Aves","CUCULIFORMES","Cuculidae","Cuculus","Cuculus poliocephalus","Cuculiformes","Cuculidae","Cuculus",5,4,0,0,46.56,48.3,"Forest",1,"3","Carnivore","Invertivore",5291320.75,32.14,112.09,"否","食虫","1","RSP",31,1,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.66801297164183,3.89792408104864,3.46573590279973,0.693147180559945,1.6094379124341,"Cuculus_poliocephalus",-0.326254330561415,1.06193013341103,1.29436896030294,-2.43515435683057,0.118511217674641
"Cuculus saturatus","Aves","CUCULIFORMES","Cuculidae","Cuculus","Cuculus saturatus","Cuculiformes","Cuculidae","Cuculus",5,4,0,0,87,47.8,"Forest",1,"3","Carnivore","Invertivore",16826585.93,52.86,104.25,"否","食虫","1","S",24,1,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.93951925261862,3.8877303128591,3.2188758248682,0.693147180559945,1.6094379124341,"Cuculus_saturatus",0.0283986214266936,1.04138837677882,1.04687604920555,-2.43515435683057,0.118511217674641
"Eudynamys scolopaceus","Aves","CUCULIFORMES","Cuculidae","Eudynamys","Eudynamys scolopaceus","Cuculiformes","Cuculidae","Eudynamys",1,0,4,1,194.92,31.4,"Woodland",2,"2","Herbivore","Frugivore",9692360.68,19.56,97.74,"否","杂食性","1","RSP",25,1,"Non_endemic","Partial_migrant","Fruit_nectar","Forest_primary",2.28985640270926,3.47815842279828,3.25809653802148,0.693147180559945,0,"Eudynamys_scolopaceus",0.486023778471842,0.216048234391531,1.08619730582572,-2.43515435683057,-1.47201845540291
"Hierococcyx hyperythrus","Aves","CUCULIFORMES","Cuculidae","Hierococcyx","Hierococcyx hyperythrus","Cuculiformes","Cuculidae","Hierococcyx",4,3,0,0,79.7,36.6,"Forest",1,"1","Carnivore","Invertivore",2474869.28,37.95,126.44,"否","食虫","1","SWPV",13,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.90145832139611,3.62700405039585,2.63905732961526,0.693147180559945,1.38629436111989,"Hierococcyx_hyperythrus",-0.0213181717352012,0.515991356603503,0.465571171962248,-2.43515435683057,-0.102010765173633
"Hierococcyx nisicolor","Aves","CUCULIFORMES","Cuculidae","Hierococcyx","Hierococcyx nisicolor","Cuculiformes","Cuculidae","Hierococcyx",4,3,1,1,79.7,34,"Forest",1,"1","Carnivore","Invertivore",2388212.3,23.63,104.78,"否","食虫","1","S",18,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.90145832139611,3.55534806148941,2.94443897916644,0.693147180559945,1.38629436111989,"Hierococcyx_nisicolor",-0.0213181717352012,0.371595304232434,0.771735676472,-2.43515435683057,-0.102010765173633
"Hierococcyx varius","Aves","CUCULIFORMES","Cuculidae","Hierococcyx","Hierococcyx varius","Cuculiformes","Cuculidae","Hierococcyx",4,3,0,0,103,35,"Woodland",2,"1","Carnivore","Invertivore",3245384.68,22.17,80.81,"否","食虫","1","R",1,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.01283722470517,3.58351893845611,0.693147180559945,0.693147180559945,1.38629436111989,"Hierococcyx_varius",0.124169647941182,0.428363251865304,-1.48532737574557,-2.43515435683057,-0.102010765173633
"Phaenicophaeus tristis","Aves","CUCULIFORMES","Cuculidae","Phaenicophaeus","Phaenicophaeus tristis","Cuculiformes","Cuculidae","Phaenicophaeus",1,0,0,0,117,16,"Forest",1,"1","Carnivore","Invertivore",4373319.66,18.67,98.34,"否","食虫","2-4","R",5,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.06818586174616,2.83321334405622,1.79175946922805,1.38629436111989,0,"Phaenicophaeus_tristis",0.196468371361078,-1.08359921710208,-0.383898761738348,-0.521195719216021,-1.47201845540291
"Surniculus lugubris","Aves","CUCULIFORMES","Cuculidae","Surniculus","Surniculus lugubris","Cuculiformes","Cuculidae","Surniculus",1,0,0,0,29.7,33.3,"Forest",2,"1","Carnivore","Invertivore",1789081.99,4.43,106.15,"否","食虫","1","RSP",16,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.47275644931721,3.53514535417189,2.83321334405622,0.693147180559945,0,"Surniculus_lugubris",-0.58130663280734,0.330884245347084,0.660224911131802,-2.43515435683057,-1.47201845540291
"Falco amurensis","Aves","FALCONIFORMES","Falconidae","Falco","Falco amurensis","Falconiformes","Falconidae","Falco",10,9,0,0,141.87,52.9,"Grassland",3,"3","Carnivore","Invertivore",2793291.94,47.59,124.66,"否","食虫，食肉","4","RSWP",33,4,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",2.15189056873509,3.98713047791495,3.52636052461616,1.6094379124341,2.30258509299405,"Falco_amurensis",0.305806988950779,1.24169251964452,1.35514899514393,0.0949613386844429,0.803515062789279
"Falco cherrug","Aves","FALCONIFORMES","Falconidae","Falco","Falco cherrug","Falconiformes","Falconidae","Falco",10,9,1,1,961.21,49.9,"Grassland",3,"3","Carnivore","Vertivore",11514254.26,46.79,77.96,"否","食肉","3-5","RSWP",17,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.9828182803614,3.92986292355648,2.89037175789616,1.6094379124341,2.30258509299405,"Falco_cherrug",1.39119980106841,1.12629101720895,0.71752985226887,0.0949613386844429,0.803515062789279
"Falco columbarius","Aves","FALCONIFORMES","Falconidae","Falco","Falco columbarius","Falconiformes","Falconidae","Falco",10,9,0,0,188.5,48.9,"Woodland",3,"3","Carnivore","Vertivore",26326086.22,58.48,16.49,"否","食肉，食虫","3-4","SWP",29,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Forest_primary",2.27531135454181,3.91002100275747,3.40119738166216,1.50407739677627,2.30258509299405,"Falco_columbarius",0.467024423278896,1.08630698965507,1.22966499274327,-0.195966294958842,0.803515062789279
"Falco naumanni","Aves","FALCONIFORMES","Falconidae","Falco","Falco naumanni","Falconiformes","Falconidae","Falco",10,9,0,0,152.06,53.9,"Grassland",3,"3","Carnivore","Invertivore",9560575.62,44.83,68.24,"否","食虫，食肉","4-5","SWP",19,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",2.18201498615073,4.00551334851548,2.99573227355399,1.70474809223843,2.30258509299405,"Falco_naumanni",0.345156773143411,1.27873637301219,0.823160462748181,0.358137395668069,0.803515062789279
"Falco peregrinus","Aves","FALCONIFORMES","Falconidae","Falco","Falco peregrinus","Falconiformes","Falconidae","Falco",10,9,0,0,759.95,52.2,"Grassland",3,"2","Carnivore","Vertivore",38088662.45,50.28,21.82,"否","食肉","2-4","RWPV",33,3,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.88078501933549,3.9740583963476,3.52636052461616,1.38629436111989,2.30258509299405,"Falco_peregrinus",1.25791965339144,1.21535059061102,1.35514899514393,-0.521195719216021,0.803515062789279
"Falco rusticolus","Aves","FALCONIFORMES","Falconidae","Falco","Falco rusticolus","Falconiformes","Falconidae","Falco",10,9,0,0,1431.72,47.5,"Grassland",3,"3","Carnivore","Vertivore",8809463.94,68.74,6.83,"否","食肉","3-4","S",6,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.15585809175327,3.88156379794344,1.94591014905531,1.50407739677627,2.30258509299405,"Falco_rusticolus",1.61723169874977,1.02896205450907,-0.229352912049878,-0.195966294958842,0.803515062789279
"Falco severus","Aves","FALCONIFORMES","Falconidae","Falco","Falco severus","Falconiformes","Falconidae","Falco",10,9,0,0,200.64,58.6,"Forest",3,"3","Carnivore","Vertivore",3641161.59,11.43,114.69,"否","食肉","3～4","P",4,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Forest_primary",2.30241751915062,4.0876555740713,1.6094379124341,1.50407739677627,2.30258509299405,"Falco_severus",0.502431638393791,1.44426354365415,-0.566687705276071,-0.195966294958842,0.803515062789279
"Falco subbuteo","Aves","FALCONIFORMES","Falconidae","Falco","Falco subbuteo","Falconiformes","Falconidae","Falco",10,9,0,0,208.17,57.8,"Woodland",3,"3","Carnivore","Invertivore",28255832.68,50.34,78.26,"否","食肉，食虫","3","SWP",33,3,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.31841814220994,4.07414185490458,3.52636052461616,1.38629436111989,2.30258509299405,"Falco_subbuteo",0.523332326883287,1.41703165794152,1.35514899514393,-0.521195719216021,0.803515062789279
"Falco tinnunculus","Aves","FALCONIFORMES","Falconidae","Falco","Falco tinnunculus","Falconiformes","Falconidae","Falco",10,9,0,0,183.21,51,"Shrubland",3,"3","Carnivore","Vertivore",49037026.09,36.82,63.63,"否","食虫，食肉","4-5","RWP",34,4.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.26294917471553,3.95124371858143,3.55534806148941,1.70474809223843,2.30258509299405,"Falco_tinnunculus",0.450876422751519,1.1693760746518,1.38421084243174,0.358137395668069,0.803515062789279
"Falco vespertinus","Aves","FALCONIFORMES","Falconidae","Falco","Falco vespertinus","Falconiformes","Falconidae","Falco",10,9,0,0,151.49,55.6,"Grassland",3,"3","Carnivore","Invertivore",9360235.41,55.76,65.23,"否","食虫，食肉","3-4","R",1,3.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",2.18038396558976,4.03600898520914,0.693147180559945,1.50407739677627,2.30258509299405,"Falco_vespertinus",0.343026265316408,1.3401890111002,-1.48532737574557,-0.195966294958842,0.803515062789279
"Microhierax caerulescens","Aves","FALCONIFORMES","Falconidae","Microhierax","Microhierax caerulescens","Falconiformes","Falconidae","Microhierax",2,1,0,0,38.72,39.2,"Forest",2,"1","Carnivore","Invertivore",1206450.7,18.66,98.76,"否","食肉，食虫","4-5","R",1,4.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.58793534863636,3.69386699562498,0.693147180559945,1.70474809223843,0.693147180559945,"Microhierax_caerulescens",-0.430855098119757,0.650728808257343,-1.48532737574557,0.358137395668069,-0.787014610288271
"Alectoris chukar","Aves","GALLIFORMES","Phasianidae","Alectoris","Alectoris chukar","Galliformes","Phasianidae","Alectoris",2,1,0,0,502.1,29,"Shrubland",3,"1","Herbivore","Granivore",10343343.08,39.84,78.69,"否","杂食性","7-17","R",14,12,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.70079022137435,3.40119738166216,2.70805020110221,2.56494935746154,0.693147180559945,"Alectoris_chukar",1.02280285900361,0.0609618180846543,0.534740908731147,2.73337556706297,-0.787014610288271
"Alectoris magna","Aves","GALLIFORMES","Phasianidae","Alectoris","Alectoris magna","Galliformes","Phasianidae","Alectoris",2,1,0,0,541.35,26.8,"Rock",3,"1","Herbivore","Herbivore terrestrial",624646.35,36.72,100.28,"是","杂食性","7-20","R",3,13.5,"Endemic","Resident_low","Plant_seed","Non_forest",2.73347814111519,3.32503602069659,1.38629436111989,2.67414864942653,0.693147180559945,"Alectoris_magna",1.06550119802079,-0.0925131396190949,-0.79040329173344,3.03490305493207,-0.787014610288271
"Arborophila ardens","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila ardens","Galliformes","Phasianidae","Arborophila",9,8,0,0,266.64,26.2,"Forest",1,"1","Omnivore","Omnivore",13199.58,18.86,109.51,"是","杂食性","2","R",1,2,"Endemic","Resident_low","Omnivore","Forest_primary",2.42592530065247,3.30321697330195,0.693147180559945,1.09861228866811,2.19722457733622,"Arborophila_ardens",0.663762710166966,-0.136481332067002,-1.48532737574557,-1.31556032589471,0.6993923593101
"Arborophila atrogularis","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila atrogularis","Galliformes","Phasianidae","Arborophila",9,8,0,0,237.31,27.4,"Forest",1,"1","Herbivore","Omnivore",300915.55,24.75,94.47,"否","杂食性","3-5","R",1,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.37531603932696,3.34638914516716,0.693147180559945,1.6094379124341,2.19722457733622,"Arborophila_atrogularis",0.597654759137414,-0.0494838419093913,-1.48532737574557,0.0949613386844429,0.6993923593101
"Arborophila brunneopectus","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila brunneopectus","Galliformes","Phasianidae","Arborophila",9,8,0,0,291.47,26.8,"Forest",1,"1","Herbivore","Omnivore",486283.06,19.44,102.12,"否","杂食性","4","R",3,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.46459386096488,3.32503602069659,1.38629436111989,1.6094379124341,2.19722457733622,"Arborophila_brunneopectus",0.714273214066125,-0.0925131396190949,-0.79040329173344,0.0949613386844429,0.6993923593101
"Arborophila crudigularis","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila crudigularis","Galliformes","Phasianidae","Arborophila",9,8,0,0,256.77,27.1,"Forest",1,"1","Herbivore","Omnivore",22768.9,23.89,121.17,"是","杂食性","6-8","R",1,7,"Endemic","Resident_low","Omnivore","Forest_primary",2.4095442810964,3.3357695763397,0.693147180559945,2.07944154167984,2.19722457733622,"Arborophila_crudigularis",0.642365131734397,-0.0708836417024052,-1.48532737574557,1.39276291839853,0.6993923593101
"Arborophila gingica","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila gingica","Galliformes","Phasianidae","Arborophila",9,8,0,0,253,28,"Woodland",1,"1","Herbivore","Omnivore",396418.35,25.73,115.23,"是","杂食性","5-7","R",6,6,"Endemic","Resident_low","Omnivore","Forest_primary",2.40312052117582,3.36729582998647,1.94591014905531,1.94591014905531,2.19722457733622,"Arborophila_gingica",0.633974145675063,-0.00735417763224455,-0.229352912049878,1.02404820747675,0.6993923593101
"Arborophila mandellii","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila mandellii","Galliformes","Phasianidae","Arborophila",9,8,0,0,268,22,"Forest",1,"1","Herbivore","Omnivore",66965.36,27.73,92.92,"否","杂食性","4-5","R",1,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.42813479402879,3.13549421592915,0.693147180559945,1.70474809223843,2.19722457733622,"Arborophila_mandellii",0.66664884357607,-0.474464303581728,-1.48532737574557,0.358137395668069,0.6993923593101
"Arborophila rufipectus","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila rufipectus","Galliformes","Phasianidae","Arborophila",9,8,0,0,400.11,19.1,"Forest",1,"1","Herbivore","Omnivore",7707.36,28.66,103.57,"是","杂食性","3-7","R",2,5,"Endemic","Resident_low","Omnivore","Forest_primary",2.60217940589174,3.00071981506503,1.09861228866811,1.79175946922805,2.19722457733622,"Arborophila_rufipectus",0.893993253999105,-0.746052090484869,-1.07882284575047,0.598398311719844,0.6993923593101
"Arborophila rufogularis","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila rufogularis","Galliformes","Phasianidae","Arborophila",9,8,0,0,344.46,25.5,"Forest",1,"1","Herbivore","Omnivore",1245539.71,23.19,96.06,"否","杂食性","4-5","R",2,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.53713879725126,3.27714473299218,1.09861228866811,1.70474809223843,2.19722457733622,"Arborophila_rufogularis",0.809034468624195,-0.189020256372648,-1.07882284575047,0.358137395668069,0.6993923593101
"Arborophila torqueola","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila torqueola","Galliformes","Phasianidae","Arborophila",9,8,0,0,344.46,25.2,"Forest",1,"1","Herbivore","Omnivore",721402.09,27.19,92.18,"否","杂食性","3-5","R",2,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.53713879725126,3.26575941076705,1.09861228866811,1.6094379124341,2.19722457733622,"Arborophila_torqueola",0.809034468624195,-0.211963147949057,-1.07882284575047,0.0949613386844429,0.6993923593101
"Bambusicola fytchii","Aves","GALLIFORMES","Phasianidae","Bambusicola","Bambusicola fytchii","Galliformes","Phasianidae","Bambusicola",3,2,0,0,313.65,18.5,"Forest",2,"1","Herbivore","Omnivore",550319.01,22.96,97.93,"否","杂食性","4-5","R",4,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.49644529187335,2.9704144655697,1.6094379124341,1.70474809223843,1.09861228866811,"Bambusicola_fytchii",0.755878896100797,-0.80712127534484,-0.566687705276071,0.358137395668069,-0.386313048046404
"Bambusicola thoracicus","Aves","GALLIFORMES","Phasianidae","Bambusicola","Bambusicola thoracicus","Galliformes","Phasianidae","Bambusicola",3,2,0,0,264.79,23.9,"Forest",2,"1","Herbivore","Omnivore",1284965.77,28.51,112.46,"是","杂食性","5-12","R",17,8.5,"Endemic","Resident_low","Omnivore","Forest_primary",2.42290157960896,3.21486780347066,2.89037175789616,2.2512917986065,1.09861228866811,"Bambusicola_thoracicus",0.659812998247913,-0.314516295349097,0.71752985226887,1.86728592425618,-0.386313048046404
"Chrysolophus amherstiae","Aves","GALLIFORMES","Phasianidae","Chrysolophus","Chrysolophus amherstiae","Galliformes","Phasianidae","Chrysolophus",2,1,0,0,732.47,17.3,"Forest",1,"1","Omnivore","Omnivore",384241.58,27.2,101.1,"否","杂食性","6-9","R",5,7.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.86478984185718,2.90690105984738,1.79175946922805,2.14006616349627,0.693147180559945,"Chrysolophus_amherstiae",1.23702607814947,-0.935108973217812,-0.383898761738348,1.56016317887993,-0.787014610288271
"Chrysolophus pictus","Aves","GALLIFORMES","Phasianidae","Chrysolophus","Chrysolophus pictus","Galliformes","Phasianidae","Chrysolophus",2,1,1,1,555.2,21.2,"Forest",1,"1","Herbivore","Herbivore terrestrial",969402.26,29.7,105.87,"是","杂食性","5-9","R",12,7,"Endemic","Resident_low","Plant_seed","Forest_primary",2.7444494574468,3.10009228887823,2.56494935746154,2.07944154167984,0.693147180559945,"Chrysolophus_pictus",1.07983239400713,-0.545803749041837,0.391273221813596,1.39276291839853,-0.787014610288271
"Coturnix coturnix","Aves","GALLIFORMES","Phasianidae","Coturnix","Coturnix coturnix","Galliformes","Phasianidae","Coturnix",2,1,0,0,96.28,41,"Human Modified",3,"3","Herbivore","Granivore",21283218.76,44.69,52.94,"否","杂食性","9-15","SW",2,12,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",1.98353608160299,3.73766961828337,1.09861228866811,2.56494935746154,0.693147180559945,"Coturnix_coturnix",0.0858952593692929,0.738996738013085,-1.07882284575047,2.73337556706297,-0.787014610288271
"Coturnix japonica","Aves","GALLIFORMES","Phasianidae","Coturnix","Coturnix japonica","Galliformes","Phasianidae","Coturnix",2,1,0,0,94.78,39.4,"Grassland",3,"3","Herbivore","Omnivore",3249717.59,49.71,124.3,"否","杂食性","9-15","SWP",32,12,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.97671670436338,3.6988297849671,3.49650756146648,2.56494935746154,0.693147180559945,"Coturnix_japonica",0.0769875012870593,0.660729468365298,1.32521950303364,2.73337556706297,-0.787014610288271
"Crossoptilon auritum","Aves","GALLIFORMES","Phasianidae","Crossoptilon","Crossoptilon auritum","Galliformes","Phasianidae","Crossoptilon",4,3,0,0,1768.33,15.7,"Forest",1,"1","Herbivore","Omnivore",512906.05,35.13,102.09,"是","杂食性","6-12","R",5,9,"Endemic","Resident_low","Omnivore","Forest_primary",3.24756331486569,2.81540871942271,1.79175946922805,2.30258509299405,1.38629436111989,"Crossoptilon_auritum",1.73702092783331,-1.11947783032426,-0.383898761738348,2.00891997629899,-0.102010765173633
