record_id,species,order,order_group,longitude,latitude,province_std,year
588,Helopsaltes ochotensis,Passeriformes,Passeriformes,117.269815,31.836733,Anhui,2013
789,Phylloscopus soror,Passeriformes,Passeriformes,115.433333333333,40,Beijing,2013
718,Cephalopyrus flammiceps,Passeriformes,Passeriformes,106.716666666667,22.8,Guangxi,2013
836,Rubigula flaviventris,Passeriformes,Passeriformes,106.633333333333,23.4333333333333,Guangxi,2013
826,Pycnonotus jocosus,Passeriformes,Passeriformes,113.7,34.71,Henan,2013
570,Lanius tephronotus,Passeriformes,Passeriformes,109.75,31.4166666666667,Hubei,2013
510,Emberiza siemsseni,Passeriformes,Passeriformes,116.25,28.75,Jiangxi,2013
455,Bombycilla japonica,Passeriformes,Passeriformes,101.75155,36.6617972222222,Qinghai,2013
885,Sturnus vulgaris,Passeriformes,Passeriformes,109.536241666667,34.8118416666667,Shaanxi,2013
647,Ficedula parva,Passeriformes,Passeriformes,121.517719444444,31.3360694444444,Shanghai,2013
689,Phoenicurus ochruros,Passeriformes,Passeriformes,121.968208333333,30.8842166666667,Shanghai,2013
760,Phylloscopus castaniceps,Passeriformes,Passeriformes,121.148302777778,31.0783166666667,Shanghai,2013
792,Phylloscopus soror,Passeriformes,Passeriformes,121.968208333333,30.8842166666667,Shanghai,2013
732,Sittiparus varius,Passeriformes,Passeriformes,121.968208333333,30.8842166666667,Shanghai,2013
661,Monticola gularis,Passeriformes,Passeriformes,104.760811111111,32.5806194444444,Sichuan,2013
555,Cecropis daurica,Passeriformes,Passeriformes,88.16,39.03,Xinjiang,2013
513,Emberiza stewarti,Passeriformes,Passeriformes,75.0833333333333,39.3333333333333,Xinjiang,2013
770,Phylloscopus coronatus,Passeriformes,Passeriformes,88.16,39.05,Xinjiang,2013
891,Sylvia atricapilla,Passeriformes,Passeriformes,76,39.4666666666667,Xinjiang,2013
667,Muscicapa ferruginea,Passeriformes,Passeriformes,121.93192,29.202594,Zhejiang,2013
990,Pelecanus onocrotalus,Pelecaniformes,Pelecaniformes,117.46,33.77,Anhui,2013
1005,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,102.5,24.34,Yunnan,2013
1037,Ardenna pacifica,Procellariiformes,Others,121.324894444444,31.3490833333333,Shanghai,2013
52,Hieraaetus pennatus,Accipitriformes,Accipitriformes,94.1213888888889,39.8752777777778,Gansu,2014
36,Elanus caeruleus,Accipitriformes,Accipitriformes,113.740555555556,33.5386111111111,Henan,2014
116,Histrionicus histrionicus,Anseriformes,Anseriformes,118.719166666667,44.2244444444444,Inner Mongolia,2014
106,Clangula hyemalis,Anseriformes,Anseriformes,117.644805555556,37.2333333333333,Shandong,2014
139,Hirundapus caudacutus,Caprimulgiformes,Others,110.65,30.0666666666667,Hunan,2014
238,Calidris melanotos,Charadriiformes,Charadriiformes,110.58,19.8977222222222,Hainan,2014
265,Limnodromus scolopaceus,Charadriiformes,Charadriiformes,122.05,51.3833333333333,Heilongjiang,2014
279,Phalaropus fulicarius,Charadriiformes,Charadriiformes,112.508888888889,32.9505555555556,Henan,2014
266,Limnodromus scolopaceus,Charadriiformes,Charadriiformes,114.4075,30.4333333333333,Hubei,2014
190,Larus ichthyaetus,Charadriiformes,Charadriiformes,121.666666666667,39.1061111111111,Liaoning,2014
286,Tringa brevipes,Charadriiformes,Charadriiformes,102.756388888889,30.0530555555556,Sichuan,2014
226,Arenaria interpres,Charadriiformes,Charadriiformes,103.383333333333,23.4166666666667,Yunnan,2014
310,Leptoptilos javanicus,Ciconiiformes,Others,103.383333333333,23.4166666666667,Yunnan,2014
337,Halcyon smyrnensis,Coraciiformes,Others,95.3166666666667,29.3304444444444,Xizang,2014
365,Falco severus,Falconiformes,Others,95.2833333333333,29.3231138888889,Xizang,2014
906,Otocichla mupinensis,Passeriformes,Passeriformes,116.85,32.35,Anhui,2014
922,Turdus cardis,Passeriformes,Passeriformes,116.32644,39.999667,Beijing,2014
613,Cyornis poliogenys,Passeriformes,Passeriformes,106.855775,22.7333333333333,Guangxi,2014
755,Phylloscopus cantator,Passeriformes,Passeriformes,105.788463888889,23.0166666666667,Guangxi,2014
506,Emberiza pallasi,Passeriformes,Passeriformes,104.25,26.85,Guizhou,2014
759,Phylloscopus castaniceps,Passeriformes,Passeriformes,125.25,49.1,Heilongjiang,2014
517,Emberiza yessoensis,Passeriformes,Passeriformes,112.3575,30.3666666666667,Hubei,2014
652,Ficedula tricolor,Passeriformes,Passeriformes,110.65,30.0666666666667,Hunan,2014
595,Locustella mandelli,Passeriformes,Passeriformes,110.633333333333,30.0166666666667,Hunan,2014
707,Paradoxornis guttaticollis,Passeriformes,Passeriformes,110.766666666667,29.9666666666667,Hunan,2014
462,Pericrocotus ethologus,Passeriformes,Passeriformes,110.15,32.0833333333333,Hunan,2014
779,Phylloscopus magnirostris,Passeriformes,Passeriformes,110.65,30.05,Hunan,2014
952,Pteruthius xanthochlorus,Passeriformes,Passeriformes,110.683333333333,29.9833333333333,Hunan,2014
941,Zoothera mollissima,Passeriformes,Passeriformes,110.744805555556,29.8678333333333,Hunan,2014
464,Pericrocotus ethologus,Passeriformes,Passeriformes,111.280277777778,40.5494444444444,Inner Mongolia,2014
884,Sturnus vulgaris,Passeriformes,Passeriformes,121.5,51.33,Inner Mongolia,2014
456,Plectrophenax nivalis,Passeriformes,Passeriformes,120.6,21.9,Jiangsu,2014
459,Lalage melaschistos,Passeriformes,Passeriformes,124.208333333333,39.8833333333333,Liaoning,2014
878,Spodiopsar sericeus,Passeriformes,Passeriformes,124.15,39.9666666666667,Liaoning,2014
468,Certhia himalayana,Passeriformes,Passeriformes,101.05,32.7,Qinghai,2014
727,Pardaliparus venustulus,Passeriformes,Passeriformes,102.666666666667,35.8,Qinghai,2014
546,Mycerobas affinis,Passeriformes,Passeriformes,107.775833333333,33.9269444444444,Shaanxi,2014
527,Bucanetes mongolicus,Passeriformes,Passeriformes,79.7086666666667,31.7093055555556,Xizang,2014
507,Emberiza pusilla,Passeriformes,Passeriformes,97.8292055555555,29.68515,Xizang,2014
953,Parayuhina diademata,Passeriformes,Passeriformes,98.4702638888889,28.8366944444444,Xizang,2014
978,Oroanassa magnifica,Pelecaniformes,Pelecaniformes,108.083333333333,26.25,Guizhou,2014
987,Nycticorax nycticorax,Pelecaniformes,Pelecaniformes,91.0869722222222,29.2831666666667,Xizang,2014
1011,Phoenicopterus roseus,Phoenicopteriformes,Others,97.4166666666667,36.6666666666667,Qinghai,2014
1028,Sasia ochracea,Piciformes,Others,111.25,23.25,Guangdong,2014
1034,Podiceps nigricollis,Podicipediformes,Others,97.8,29.3,Xizang,2014
1040,Ardenna tenuirostris,Procellariiformes,Others,118.75,39.1666666666667,Hebei,2014
1048,Bubo nipalensis,Strigiformes,Others,106.88,22.35,Guangxi,2014
3,Accipiter soloensis,Accipitriformes,Accipitriformes,116.216666666667,33.7,Gansu,2015
64,Nisaetus nipalensis,Accipitriformes,Accipitriformes,104.701083333333,32.9255,Gansu,2015
32,Circus spilonotus,Accipitriformes,Accipitriformes,86.8236111111111,47.7758333333333,Xinjiang,2015
71,Aix galericulata,Anseriformes,Anseriformes,82.9405555555556,37.2622222222222,Xinjiang,2015
282,Phalaropus lobatus,Charadriiformes,Charadriiformes,112.505319444444,32.9527916666667,Henan,2015
172,Hydrophasianus chirurgus,Charadriiformes,Charadriiformes,117.316666666667,39.1166666666667,Tianjin,2015
203,Larus hyperboreus,Charadriiformes,Charadriiformes,91.8436083333333,30.0289972222222,Xizang,2015
263,Calidris tenuirostris,Charadriiformes,Charadriiformes,102.716988888889,24.7718861111111,Yunnan,2015
342,Megaceryle lugubris,Coraciiformes,Others,117.232986111111,42.9492944444444,Inner Mongolia,2015
410,Amaurornis phoenicurus,Gruiformes,Others,101.066666666667,32.6833333333333,Qinghai,2015
520,Lonchura striata,Passeriformes,Passeriformes,104.166666666667,32.1,Gansu,2015
876,Spodiopsar sericeus,Passeriformes,Passeriformes,105.485,32.9983333333333,Gansu,2015
842,Remiz consobrinus,Passeriformes,Passeriformes,108.316666666667,22.5833333333333,Guangxi,2015
450,Artamus fuscus,Passeriformes,Passeriformes,108.022941666667,25.2279666666667,Guizhou,2015
782,Phylloscopus proregulus,Passeriformes,Passeriformes,125.25,49.1,Heilongjiang,2015
599,Anthus gustavi,Passeriformes,Passeriformes,112.720555555556,30.4397222222222,Hubei,2015
669,Muscicapa muttui,Passeriformes,Passeriformes,111.066666666667,29.8833333333333,Hunan,2015
677,Niltava sundara,Passeriformes,Passeriformes,110.375277777778,29.3002777777778,Hunan,2015
615,Enicurus leschenaulti,Passeriformes,Passeriformes,108.85,38.2,Inner Mongolia,2015
743,Passer hispaniolensis,Passeriformes,Passeriformes,107.8,38.4,Inner Mongolia,2015
909,Otocichla mupinensis,Passeriformes,Passeriformes,114.566666666667,32.3166666666667,Jiangxi,2015
523,Acanthis flammea,Passeriformes,Passeriformes,101.316666666667,34.15,Qinghai,2015
490,Dicrurus hottentottus,Passeriformes,Passeriformes,100.811286111111,36.6323805555556,Qinghai,2015
844,Remiz consobrinus,Passeriformes,Passeriformes,109.437777777778,34.7969444444444,Shaanxi,2015
526,Bucanetes mongolicus,Passeriformes,Passeriformes,102.754444444444,30.055,Sichuan,2015
528,Callacanthis burtoni,Passeriformes,Passeriformes,85.9666666666667,27.9333333333333,Xizang,2015
487,Dicrurus annectens,Passeriformes,Passeriformes,94.8465777777778,30.3509833333333,Xizang,2015
899,Stachyris humei,Passeriformes,Passeriformes,95.4736111111111,29.5958333333333,Xizang,2015
741,Passer domesticus,Passeriformes,Passeriformes,100.98,22.79,Yunnan,2015
999,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,114.330555555556,31.95,Henan,2015
985,Ixobrychus eurhythmus,Pelecaniformes,Pelecaniformes,108.733333333333,34.4166666666667,Shaanxi,2015
972,Egretta garzetta,Pelecaniformes,Pelecaniformes,97.8166666666667,30.1666666666667,Xizang,2015
1024,Dendrocopos hyperythrus,Piciformes,Others,101.033333333333,32.6833333333333,Qinghai,2015
1056,Otus semitorques,Strigiformes,Others,119.118808333333,30.3010138888889,Zhejiang,2015
40,Elanus caeruleus,Accipitriformes,Accipitriformes,109.057777777778,34.4394444444444,Shaanxi,2016
41,Elanus caeruleus,Accipitriformes,Accipitriformes,101.890516666667,26.4744666666667,Sichuan,2016
58,Hieraaetus pennatus,Accipitriformes,Accipitriformes,85.35,28.35,Xizang,2016
95,Branta hutchinsii,Anseriformes,Anseriformes,114.154166666667,30.7527777777778,Hubei,2016
112,Cygnus olor,Anseriformes,Anseriformes,107.663611111111,34.3052777777778,Shaanxi,2016
80,Anser fabalis,Anseriformes,Anseriformes,95.828945,29.2748983333333,Xizang,2016
142,Brachyramphus perdix,Charadriiformes,Charadriiformes,119.616666666667,34.8666666666667,Jiangsu,2016
227,Calidris acuminata,Charadriiformes,Charadriiformes,109.39,34.7947222222222,Shaanxi,2016
284,Phalaropus lobatus,Charadriiformes,Charadriiformes,109.39,34.7947222222222,Shaanxi,2016
320,Macropygia unchall,Columbiformes,Others,119.18525,27.9053611111111,Zhejiang,2016
348,Cacomantis merulinus,Cuculiformes,Others,107.49845,33.6450694444444,Shaanxi,2016
363,Hierococcyx nisicolor,Cuculiformes,Others,107.49845,33.6450694444444,Shaanxi,2016
362,Eudynamys scolopaceus,Cuculiformes,Others,86.6,30.5333333333333,Xizang,2016
950,Pteruthius xanthochlorus,Passeriformes,Passeriformes,118.533333333333,29.5666666666667,Anhui,2016
820,Ixos mcclellandii,Passeriformes,Passeriformes,105.565277777778,32.9405555555556,Gansu,2016
665,Muscicapa ferruginea,Passeriformes,Passeriformes,105.27,33.07,Gansu,2016
796,Phylloscopus tephrocephalus,Passeriformes,Passeriformes,105.410277777778,33.1425,Gansu,2016
477,Prinia inornata,Passeriformes,Passeriformes,105.27,33.07,Gansu,2016
472,Prinia atrogularis,Passeriformes,Passeriformes,108.341944444444,26.3475,Guizhou,2016
925,Turdus feae,Passeriformes,Passeriformes,107.15,28.2,Guizhou,2016
635,Ficedula erithacus,Passeriformes,Passeriformes,113.825833333333,38.7497222222222,Hebei,2016
501,Emberiza godlewskii,Passeriformes,Passeriformes,125.253333333333,49.0919444444444,Heilongjiang,2016
449,Alcippe morrisonia,Passeriformes,Passeriformes,111.816666666667,33.25,Henan,2016
485,Dicaeum ignipectus,Passeriformes,Passeriformes,111.6425,33.7572222222222,Henan,2016
786,Phylloscopus ricketti,Passeriformes,Passeriformes,112.614808333333,34.8989444444444,Henan,2016
575,Garrulax monileger,Passeriformes,Passeriformes,110.483333333333,31.3166666666667,Hubei,2016
721,Lophophanes dichrous,Passeriformes,Passeriformes,110.3,31.4833333333333,Hubei,2016
518,Emberiza yessoensis,Passeriformes,Passeriformes,112.898333333333,28.3205555555556,Hunan,2016
798,Phylloscopus tephrocephalus,Passeriformes,Passeriformes,113.6275,25.9005555555556,Hunan,2016
473,Prinia atrogularis,Passeriformes,Passeriformes,113.6275,25.9005555555556,Hunan,2016
940,Zoothera dixoni,Passeriformes,Passeriformes,110.095730555556,29.779475,Hunan,2016
441,Aegithalos fuliginosus,Passeriformes,Passeriformes,111.75,35.2666666666667,Shanxi,2016
888,Curruca crassirostris,Passeriformes,Passeriformes,81.2092,30.2108,Xizang,2016
897,Pomatorhinus schisticeps,Passeriformes,Passeriformes,95.35,29.3333333333333,Xizang,2016
522,Psarisomus dalhousiae,Passeriformes,Passeriformes,95.3203333333333,29.3361027777778,Xizang,2016
531,Carpodacus roborowskii,Passeriformes,Passeriformes,90.55,36.65,Xinjiang,2016
982,Oroanassa magnifica,Pelecaniformes,Pelecaniformes,105.760555555556,32.6611111111111,Sichuan,2016
965,Ardeola grayii,Pelecaniformes,Pelecaniformes,102.646519444444,25.013625,Yunnan,2016
1007,Phoenicopterus roseus,Phoenicopteriformes,Others,116.630833333333,39.7069444444444,Beijing,2016
1010,Phoenicopterus roseus,Phoenicopteriformes,Others,106.263888888889,36.0963888888889,Ningxia,2016
1012,Phoenicopterus roseus,Phoenicopteriformes,Others,118.516666666667,35.4166666666667,Shandong,2016
1022,Psilopogon faiostrictus,Piciformes,Others,103.688719444444,22.9394361111111,Yunnan,2016
56,Hieraaetus pennatus,Accipitriformes,Accipitriformes,96.3666666666667,37.4333333333333,Qinghai,2017
88,Branta bernicla,Anseriformes,Anseriformes,117.090733333333,30.7539166666667,Anhui,2017
130,Netta rufina,Anseriformes,Anseriformes,117.933733333333,33.2236916666667,Anhui,2017
114,Histrionicus histrionicus,Anseriformes,Anseriformes,116.402291666667,39.9750666666667,Beijing,2017
109,Cygnus cygnus,Anseriformes,Anseriformes,108.156975,21.5811,Guangxi,2017
125,Melanitta stejnegeri,Anseriformes,Anseriformes,109.041111111111,32.7094444444445,Shaanxi,2017
128,Mergus serrator,Anseriformes,Anseriformes,109.166666666667,33.4166666666667,Shaanxi,2017
92,Branta canadensis,Anseriformes,Anseriformes,117.433888888889,39.2566666666667,Tianjin,2017
129,Mergus serrator,Anseriformes,Anseriformes,103.304469444444,23.5910027777778,Yunnan,2017
230,Calidris alpina,Charadriiformes,Charadriiformes,109.034722222222,32.7102777777778,Shaanxi,2017
269,Limnodromus scolopaceus,Charadriiformes,Charadriiformes,104.304722222222,30.9788888888889,Sichuan,2017
292,Stercorarius parasiticus,Charadriiformes,Charadriiformes,104.179166666667,31.0216666666667,Sichuan,2017
229,Calidris alba,Charadriiformes,Charadriiformes,102.70598,24.9327,Yunnan,2017
242,Calidris melanotos,Charadriiformes,Charadriiformes,102.77329,24.88928,Yunnan,2017
294,Stercorarius parasiticus,Charadriiformes,Charadriiformes,100.516666666667,25.0333333333333,Yunnan,2017
185,Hydrocoloeus minutus,Charadriiformes,Charadriiformes,119.954166666667,28.4827777777778,Zhejiang,2017
316,Columba oenas,Columbiformes,Others,101.15,42.05,Inner Mongolia,2017
319,Macropygia unchall,Columbiformes,Others,93.8,29.3833333333333,Xizang,2017
341,Halcyon smyrnensis,Coraciiformes,Others,85.2947222222222,28.8433333333333,Xizang,2017
371,Lophura nycthemera,Galliformes,Others,119.583333333333,31.2333333333333,Jiangsu,2017
389,Grus canadensis,Gruiformes,Others,117.087061111111,30.9436,Anhui,2017
414,Amaurornis cinerea,Gruiformes,Others,100.190833333333,26.6036111111111,Yunnan,2017
515,Emberiza yessoensis,Passeriformes,Passeriformes,117.439758333333,32.286175,Anhui,2017
641,Ficedula narcissina,Passeriformes,Passeriformes,117.188455555556,31.8464305555556,Anhui,2017
757,Phylloscopus castaniceps,Passeriformes,Passeriformes,118.760858333333,30.0965777777778,Anhui,2017
784,Phylloscopus ricketti,Passeriformes,Passeriformes,117.289772222222,30.0064527777778,Anhui,2017
859,Urosphena squameiceps,Passeriformes,Passeriformes,118.500280555556,31.691575,Anhui,2017
650,Ficedula strophiata,Passeriformes,Passeriformes,116.4,39.95,Beijing,2017
956,Yuhina nigrimenta,Passeriformes,Passeriformes,105.381944444444,32.875725,Gansu,2017
427,Acrocephalus bistrigiceps,Passeriformes,Passeriformes,108.810277777778,26.3913888888889,Guizhou,2017
804,Pitta moluccensis,Passeriformes,Passeriformes,110.30825,20.0288694444444,Hainan,2017
700,Aethopyga gouldiae,Passeriformes,Passeriformes,111.315875,33.9608777777778,Henan,2017
816,Prunella strophiata,Passeriformes,Passeriformes,111.319927777778,33.9599277777778,Henan,2017
584,Pterorhinus lanceolatus,Passeriformes,Passeriformes,111.319411111111,33.9622916666667,Henan,2017
586,Pterorhinus sannio,Passeriformes,Passeriformes,115.266666666667,31.7166666666667,Henan,2017
717,Suthora fulvifrons,Passeriformes,Passeriformes,110.1925,31.4538888888889,Hubei,2017
474,Prinia atrogularis,Passeriformes,Passeriformes,111.816666666667,24.9833333333333,Hunan,2017
736,Passer cinnamomeus,Passeriformes,Passeriformes,118.465555555556,41.405,Inner Mongolia,2017
494,Emberiza buchanani,Passeriformes,Passeriformes,90.85,35.25,Qinghai,2017
497,Emberiza citrinella,Passeriformes,Passeriformes,90.8613888888889,35.2594444444444,Qinghai,2017
499,Emberiza elegans,Passeriformes,Passeriformes,102.666666666667,35.8,Qinghai,2017
512,Emberiza siemsseni,Passeriformes,Passeriformes,101.775277777778,36.5994444444444,Qinghai,2017
540,Fringilla coelebs,Passeriformes,Passeriformes,102.226447222222,37.1623027777778,Qinghai,2017
703,Oriolus oriolus,Passeriformes,Passeriformes,93.9,35.6166666666667,Qinghai,2017
684,Phoenicurus frontalis,Passeriformes,Passeriformes,116.995641666667,35.798175,Shandong,2017
839,Spizixos semitorques,Passeriformes,Passeriformes,119.55375,35.49675,Shandong,2017
430,Acrocephalus dumetorum,Passeriformes,Passeriformes,104.061111111111,30.6838888888889,Sichuan,2017
649,Ficedula ruficauda,Passeriformes,Passeriformes,104.086111111111,30.6305555555556,Sichuan,2017
564,Lanius collurioides,Passeriformes,Passeriformes,101.526280555556,26.6450722222222,Sichuan,2017
854,Abroscopus albogularis,Passeriformes,Passeriformes,95.3938888888889,29.4111111111111,Xizang,2017
603,Anthus richardi,Passeriformes,Passeriformes,95.4933333333333,29.6644444444444,Xizang,2017
629,Ficedula albicilla,Passeriformes,Passeriformes,95.1633333333333,29.2511111111111,Xizang,2017
730,Periparus rubidiventris,Passeriformes,Passeriformes,85.2175,28.5208333333333,Xizang,2017
756,Phylloscopus cantator,Passeriformes,Passeriformes,95.14,29.2305555555556,Xizang,2017
860,Sitta cinnamoventris,Passeriformes,Passeriformes,95.395,29.4111111111111,Xizang,2017
541,Fringilla coelebs,Passeriformes,Passeriformes,98.7377641666667,25.2707672222222,Yunnan,2017
458,Coracina macei,Passeriformes,Passeriformes,119.74392,27.36772,Zhejiang,2017
997,Platalea minor,Pelecaniformes,Pelecaniformes,116.909011111111,30.5053361111111,Anhui,2017
992,Pelecanus onocrotalus,Pelecaniformes,Pelecaniformes,120.16164,33.34951,Jiangsu,2017
1002,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,116.306666666667,28.755,Jiangxi,2017
968,Bubulcus ibis,Pelecaniformes,Pelecaniformes,111.42963,36.060552,Shanxi,2017
1003,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,117.33,38.76,Tianjin,2017
1009,Phoenicopterus roseus,Phoenicopteriformes,Others,101.29235,42.3047,Inner Mongolia,2017
1016,Phoenicopterus roseus,Phoenicopteriformes,Others,117.33,38.76,Tianjin,2017
1023,Psilopogon virens,Piciformes,Others,105.514675,32.9659833333333,Gansu,2017
1026,Picumnus innominatus,Piciformes,Others,117.066666666667,33.9333333333333,Shandong,2017
1031,Podiceps auritus,Podicipediformes,Others,109.028888888889,32.7072222222222,Shaanxi,2017
1069,Fregata ariel,Suliformes,Others,107.883525,33.3640222222222,Shaanxi,2017
1077,Sula sula,Suliformes,Others,121.629166666667,29.9733333333333,Zhejiang,2017
65,Nisaetus nipalensis,Accipitriformes,Accipitriformes,105.833333333333,28.1166666666667,Guizhou,2018
19,Aviceda jerdoni,Accipitriformes,Accipitriformes,110.878416666667,29.9801194444444,Hunan,2018
69,Spilornis cheela,Accipitriformes,Accipitriformes,121.970433333333,30.8868833333333,Shanghai,2018
66,Pernis ptilorhynchus,Accipitriformes,Accipitriformes,117.5575,40.21597,Tianjin,2018
104,Clangula hyemalis,Anseriformes,Anseriformes,117.086388888889,28.0277777777778,Jiangxi,2018
111,Cygnus olor,Anseriformes,Anseriformes,122.314466666667,44.9959916666667,Jilin,2018
77,Anser caerulescens,Anseriformes,Anseriformes,122.27,40.7,Liaoning,2018
133,Netta rufina,Anseriformes,Anseriformes,121.902094444444,31.048175,Shanghai,2018
107,Clangula hyemalis,Anseriformes,Anseriformes,100.129136111111,25.8842944444444,Yunnan,2018
141,Hemiprocne coronata,Caprimulgiformes,Others,120.7225,51.2789277777778,Inner Mongolia,2018
221,Thalasseus bengalensis,Charadriiformes,Charadriiformes,119.366666666667,39.55,Hebei,2018
199,Larus glaucescens,Charadriiformes,Charadriiformes,112.693930555556,40.5507638888889,Inner Mongolia,2018
150,Charadrius hiaticula,Charadriiformes,Charadriiformes,120.805713888889,31.9008777777778,Jiangsu,2018
249,Calidris minuta,Charadriiformes,Charadriiformes,107.513333333333,34.2627777777778,Shaanxi,2018
258,Calidris pygmaea,Charadriiformes,Charadriiformes,117.868055555556,38.2644444444444,Shandong,2018
200,Larus glaucescens,Charadriiformes,Charadriiformes,121.489463888889,31.2421527777778,Shanghai,2018
198,Larus fuscus,Charadriiformes,Charadriiformes,91.0842416666667,29.9214222222222,Xizang,2018
305,Ciconia boyciana,Ciconiiformes,Others,105.716666666667,37.25,Ningxia,2018
303,Anastomus oscitans,Ciconiiformes,Others,103.09,28.41,Sichuan,2018
312,Chalcophaps indica,Columbiformes,Others,111.593611111111,25.9533333333333,Hunan,2018
336,Halcyon pileata,Coraciiformes,Others,97.4901277777778,28.8238777777778,Xizang,2018
359,Eudynamys scolopaceus,Cuculiformes,Others,120.033333333333,31.0833333333333,Liaoning,2018
364,Falco cherrug,Falconiformes,Others,99.9166666666667,26.4666666666667,Yunnan,2018
383,Gavia arctica,Gaviiformes,Others,109.15,34.4308333333333,Shaanxi,2018
698,Aethopyga christinae,Passeriformes,Passeriformes,117.476317,30.000014,Anhui,2018
685,Phoenicurus leucocephalus,Passeriformes,Passeriformes,105.429722222222,32.9838888888889,Gansu,2018
865,Acridotheres tristis,Passeriformes,Passeriformes,106.516666666667,26.6833333333333,Guizhou,2018
951,Pteruthius xanthochlorus,Passeriformes,Passeriformes,106.187086111111,28.3380861111111,Guizhou,2018
557,Delichon dasypus,Passeriformes,Passeriformes,111.881372222222,33.4820916666667,Henan,2018
902,Geokichla citrina,Passeriformes,Passeriformes,117.661344444444,27.8444805555556,Jiangxi,2018
672,Myiomela leucura,Passeriformes,Passeriformes,113.985833333333,29.0066416666667,Jiangxi,2018
916,Turdus boulboul,Passeriformes,Passeriformes,114.042777777778,26.3013888888889,Jiangxi,2018
933,Turdus rubrocanus,Passeriformes,Passeriformes,115.277191666667,29.0066416666667,Jiangxi,2018
580,Ianthocincla lunulata,Passeriformes,Passeriformes,106.15,35.25,Ningxia,2018
855,Cettia brunnifrons,Passeriformes,Passeriformes,107.798611111111,33.9913888888889,Shaanxi,2018
697,Tarsiger indicus,Passeriformes,Passeriformes,107.833333333333,33.6666666666667,Shaanxi,2018
853,Abroscopus albogularis,Passeriformes,Passeriformes,121.967933333333,30.8839083333333,Shanghai,2018
481,Dendrocitta formosae,Passeriformes,Passeriformes,121.969461111111,30.9282083333333,Shanghai,2018
633,Ficedula elisae,Passeriformes,Passeriformes,121.483333333333,31.7214833333333,Shanghai,2018
671,Muscicapa muttui,Passeriformes,Passeriformes,121.967933333333,30.8839083333333,Shanghai,2018
678,Oenanthe deserti,Passeriformes,Passeriformes,121.749305555556,31.3780416666667,Shanghai,2018
911,Otocichla mupinensis,Passeriformes,Passeriformes,121.65,31.2,Shanghai,2018
761,Phylloscopus claudiae,Passeriformes,Passeriformes,121.972161111111,30.9116583333333,Shanghai,2018
777,Phylloscopus intermedius,Passeriformes,Passeriformes,121.972097222222,30.9102277777778,Shanghai,2018
835,Pycnonotus xanthorrhous,Passeriformes,Passeriformes,121.961080555556,30.8794777777778,Shanghai,2018
935,Turdus rubrocanus,Passeriformes,Passeriformes,111.916666666667,37.65,Shanxi,2018
655,Heteroxenicus stellatus,Passeriformes,Passeriformes,101.991111111111,29.5722222222222,Sichuan,2018
827,Pycnonotus jocosus,Passeriformes,Passeriformes,104.67,30.63,Sichuan,2018
628,Eumyias thalassinus,Passeriformes,Passeriformes,117.467152777778,38.7111638888889,Tianjin,2018
875,Spodiopsar cineraceus,Passeriformes,Passeriformes,91.5588166666667,29.8368555555556,Xizang,2018
617,Enicurus maculatus,Passeriformes,Passeriformes,119.673055555556,27.7102777777778,Zhejiang,2018
724,Melanochlora sultanea,Passeriformes,Passeriformes,119.151813888889,27.89745,Zhejiang,2018
674,Niltava davidi,Passeriformes,Passeriformes,119.151813888889,27.89745,Zhejiang,2018
1000,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,114.154166666667,30.7502777777778,Hubei,2018
1015,Phoenicopterus roseus,Phoenicopteriformes,Others,30.97706,30.97706,Sichuan,2018
1029,Sasia ochracea,Piciformes,Others,109.833111111111,26.0694944444444,Hunan,2018
1020,Psilopogon faber,Piciformes,Others,119.466666666667,26.2833333333333,Zhejiang,2018
1075,Sula sula,Suliformes,Others,118.55199,24.78144,Hebei,2018
20,Aviceda leuphotes,Accipitriformes,Accipitriformes,105.633333333333,33.55,Gansu,2019
61,Lophotriorchis kienerii,Accipitriformes,Accipitriformes,95.35,29.45,Xizang,2019
118,Mareca falcata,Anseriformes,Anseriformes,101.65,37.9833333333333,Gansu,2019
81,Anser indicus,Anseriformes,Anseriformes,111.133333333333,34.7666666666667,Henan,2019
96,Branta leucopsis,Anseriformes,Anseriformes,122.297805555556,44.9976388888889,Jilin,2019
134,Oxyura leucocephala,Anseriformes,Anseriformes,109.536241666667,34.8118416666667,Shaanxi,2019
83,Asarcornis scutulata,Anseriformes,Anseriformes,97.5690833333333,24.7162222222222,Yunnan,2019
93,Branta canadensis,Anseriformes,Anseriformes,120.706669444444,30.1995722222222,Zhejiang,2019
140,Caprimulgus macrurus,Caprimulgiformes,Others,106.803055555556,26.5416666666667,Guizhou,2019
164,Vanellus indicus,Charadriiformes,Charadriiformes,106.68,29.74,Chongqing,2019
168,Glareola lactea,Charadriiformes,Charadriiformes,110.166666666667,20.0611111111111,Hainan,2019
254,Calidris pugnax,Charadriiformes,Charadriiformes,112.169813888889,32.953625,Henan,2019
290,Stercorarius parasiticus,Charadriiformes,Charadriiformes,110.770527777778,29.9308055555556,Hunan,2019
