species,order_occurrence,family_occurrence,longitude,latitude
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.5,22.8
Bradypterus alishanensis,PASSERIFORMES,Sylviidae,121.12213,22.80151
Pycnonotus  taivanus,PASSERIFORMES,Pycnonotidae,121.12213,22.80151
Gallus gallus,GALLIFORMES,Phasianidae,103.3,22.83333
Lophura nycthemera,GALLIFORMES,Phasianidae,103.3,22.83333
Polyplectron bicalcaratum,GALLIFORMES,Phasianidae,103.3,22.83333
Gallus gallus,GALLIFORMES,Phasianidae,113.54167,22.83333
Niltara hainana,PASSERIFORMES,Muscicapidae,100.7932,22.83589
Garrulax maesi,PASSERIFORMES,Sylviidae,103.04495,22.84962
Niltara hainana,PASSERIFORMES,Muscicapidae,103.04495,22.84962
Niltara hainana,PASSERIFORMES,Muscicapidae,100.5766,22.84976
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,107.42555,22.85297
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.75,22.85833
Chrysolophus pictus,GALLIFORMES,Phasianidae,103.75,22.85833
Lophura nycthemera,GALLIFORMES,Phasianidae,103.75,22.85833
Polyplectron bicalcaratum,GALLIFORMES,Phasianidae,103.75,22.85833
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.53333,22.86667
Actinodura souliei,PASSERIFORMES,Sylviidae,103.26220000000001,22.87699
Arborophila rufogularis,GALLIFORMES,Phasianidae,103.6,22.9
Bambusicola fytchii,GALLIFORMES,Phasianidae,103.6,22.9
Gallus gallus,GALLIFORMES,Phasianidae,103.6,22.9
Lophura nycthemera,GALLIFORMES,Phasianidae,103.6,22.9
Phasianus colchicus,GALLIFORMES,Phasianidae,103.6,22.9
Gallus gallus,GALLIFORMES,Phasianidae,107,22.9
Gallus gallus,GALLIFORMES,Phasianidae,107.5,22.9
Phasianus colchicus,GALLIFORMES,Phasianidae,107.5,22.9
Gallus gallus,GALLIFORMES,Phasianidae,108,22.9
Gallus gallus,GALLIFORMES,Phasianidae,110.9,22.9
Lophura nycthemera,GALLIFORMES,Phasianidae,114.7,22.9
Lophura nycthemera,GALLIFORMES,Phasianidae,114.7,22.9
Arborophila rufogularis,GALLIFORMES,Phasianidae,102.25833,22.91667
Arborophila rufogularis,GALLIFORMES,Phasianidae,102.25833,22.91667
Bambusicola fytchii,GALLIFORMES,Phasianidae,102.25833,22.91667
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.25833,22.91667
Lophura nycthemera,GALLIFORMES,Phasianidae,102.25833,22.91667
Polyplectron bicalcaratum,GALLIFORMES,Phasianidae,102.25833,22.91667
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,104.625,22.925
Lophura nycthemera,GALLIFORMES,Phasianidae,104.625,22.925
Tragopan temminckii,GALLIFORMES,Phasianidae,104.625,22.925
Egretta sacra,CICONIIFORMES,Ardeidae,115.50774,22.94597
Actinodura souliei,PASSERIFORMES,Sylviidae,103.70361,22.95183
Carpodacus vinaceus,PASSERIFORMES,Fringillidae,103.70361,22.95183
Sitta yunnanensis,PASSERIFORMES,Sittidae,103.70361,22.95183
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,103.70361,22.95183
Gallus gallus,GALLIFORMES,Phasianidae,100.58333,22.96667
Garrulax morrisonianus,PASSERIFORMES,Sylviidae,120.95486,22.99567
Liocichla steerii,PASSERIFORMES,Sylviidae,120.95486,22.99567
Myjophoneus insularis,PASSERIFORMES,Muscicapidae,120.95486,22.99567
Tarsiger johnstoniae,PASSERIFORMES,Muscicapidae,120.95486,22.99567
Urocissa caerulea,PASSERIFORMES,Corvidae,120.95486,22.99567
Pavo muticus,GALLIFORMES,Phasianidae,101,23
Arborophila rufogularis,GALLIFORMES,Phasianidae,102.4,23
Coturnix chinensis,GALLIFORMES,Phasianidae,102.4,23
Francolinus pintadeanus,GALLIFORMES,Phasianidae,102.4,23
Gallus gallus,GALLIFORMES,Phasianidae,102.4,23
Gallus gallus,GALLIFORMES,Phasianidae,102.4,23
Lophura nycthemera,GALLIFORMES,Phasianidae,102.4,23
Pavo muticus,GALLIFORMES,Phasianidae,102.4,23
Phasianus colchicus,GALLIFORMES,Phasianidae,102.4,23
Gallus gallus,GALLIFORMES,Phasianidae,104.3,23
Lophura nycthemera,GALLIFORMES,Phasianidae,104.3,23
Bambusicola thoracica,GALLIFORMES,Phasianidae,106,23
Chrysolophus pictus,GALLIFORMES,Phasianidae,106,23
Gallus gallus,GALLIFORMES,Phasianidae,106,23
Lophura nycthemera,GALLIFORMES,Phasianidae,106,23
Bambusicola fytchii,GALLIFORMES,Phasianidae,107.1,23
Gallus gallus,GALLIFORMES,Phasianidae,107.1,23
Gallus gallus,GALLIFORMES,Phasianidae,108.6,23
Gallus gallus,GALLIFORMES,Phasianidae,110.9,23
Bambusicola thoracica,GALLIFORMES,Phasianidae,112.4,23
Francolinus pintadeanus,GALLIFORMES,Phasianidae,112.4,23
Lophura nycthemera,GALLIFORMES,Phasianidae,112.4,23
Coturnix chinensis,GALLIFORMES,Phasianidae,113.5,23
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,106.03333,23.01667
Pavo muticus,GALLIFORMES,Phasianidae,100.65,23.03333
Tragopan caboti,GALLIFORMES,Phasianidae,112.08928,23.04995
Arborophila ardens,GALLIFORMES,Phasianidae,112.45,23.05
Gallus gallus,GALLIFORMES,Phasianidae,100.83333,23.1
Coturnix chinensis,GALLIFORMES,Phasianidae,102.7,23.1
Arborophila ardens,GALLIFORMES,Phasianidae,106.4,23.1
Arborophila ardens,GALLIFORMES,Phasianidae,106.4,23.1
Francolinus pintadeanus,GALLIFORMES,Phasianidae,106.4,23.1
Gallus gallus,GALLIFORMES,Phasianidae,106.4,23.1
Lophura nycthemera,GALLIFORMES,Phasianidae,106.4,23.1
Lophura nycthemera,GALLIFORMES,Phasianidae,106.4,23.1
Gallus gallus,GALLIFORMES,Phasianidae,108.03333,23.1
Gallus gallus,GALLIFORMES,Phasianidae,108.2,23.1
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.4,23.1
Coturnix chinensis,GALLIFORMES,Phasianidae,109.6,23.1
Francolinus pintadeanus,GALLIFORMES,Phasianidae,112.8,23.1
Tragopan caboti,GALLIFORMES,Phasianidae,116.47208,23.10225
Gorsachius magnificus,CICONIIFORMES,Ardeidae,108.17729,23.10693
Psittacula  derbiana,PSITTACIFORMES,Psittacidae,106.60445,23.11175
Pavo muticus,GALLIFORMES,Phasianidae,100.28333,23.11667
Francolinus pintadeanus,GALLIFORMES,Phasianidae,112.58333,23.13333
Lophura nycthemera,GALLIFORMES,Phasianidae,112.58333,23.13333
Lophura nycthemera,GALLIFORMES,Phasianidae,112.58333,23.13333
Lophura nycthemera,GALLIFORMES,Phasianidae,112.58333,23.13333
Syrmaticus humiae,GALLIFORMES,Phasianidae,99.25,23.15
Bambusicola fytchii,GALLIFORMES,Phasianidae,107.68333,23.16667
Anser erythropus,ANSERIFORMES,Anatidae,120.18417,23.18841
Ciconia boyciana,CICONIIFORMES,Pelecanidae,120.18417,23.18841
Limnodromus semipalmatus,CICONIIFORMES,Scolopacidae,120.18417,23.18841
Pelecanus crispus,CICONIIFORMES,Pelecanidae,120.18417,23.18841
Threskiornis melanocephalus,CICONIIFORMES,Threskiornithidae,120.18417,23.18841
Treron　formosae,COLUMBIFORMES,Columbidae,120.18417,23.18841
Tringa guttifer,CICONIIFORMES,Scolopacidae,120.18417,23.18841
Pavo muticus,GALLIFORMES,Phasianidae,99.3,23.2
Gallus gallus,GALLIFORMES,Phasianidae,100.8,23.2
Gallus gallus,GALLIFORMES,Phasianidae,105.6,23.2
Lophura nycthemera,GALLIFORMES,Phasianidae,108.8,23.2
Coturnix coturnix,GALLIFORMES,Phasianidae,109.5,23.2
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.8,23.2
Lophura nycthemera,GALLIFORMES,Phasianidae,110.8,23.2
Gorsachius magnificus,CICONIIFORMES,Ardeidae,106.92497,23.21774
Bambusicola fytchii,GALLIFORMES,Phasianidae,98.99167,23.26667
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,98.99167,23.26667
Coturnix chinensis,GALLIFORMES,Phasianidae,98.99167,23.26667
Gallus gallus,GALLIFORMES,Phasianidae,98.99167,23.26667
Lophura nycthemera,GALLIFORMES,Phasianidae,98.99167,23.26667
Pavo muticus,GALLIFORMES,Phasianidae,98.99167,23.26667
Pavo muticus,GALLIFORMES,Phasianidae,98.99167,23.26667
Phasianus colchicus,GALLIFORMES,Phasianidae,98.99167,23.26667
Bambusicola fytchii,GALLIFORMES,Phasianidae,99.1,23.26667
Carpodacus vinaceus,PASSERIFORMES,Fringillidae,120.50704,23.27857
Anas formosa,ANSERIFORMES,Anatidae,103.3502,23.28899
Aythya nyroca,ANSERIFORMES,Anatidae,103.3502,23.28899
Mycteria leucocephala,CICONIIFORMES,Pelecanidae,103.3502,23.289
Aegypius monachus,FALCONIFORMES,Accipitridae,103.35021,23.289
Pelecanus philippensis,CICONIIFORMES,Pelecanidae,103.35021,23.289
Phalacrocorax niger,CICONIIFORMES,Phalacrocoracidae,103.35021,23.289
Threskiornis melanocephalus,CICONIIFORMES,Threskiornithidae,103.35021,23.289
Arborophila rufogularis,GALLIFORMES,Phasianidae,103.4,23.3
Bambusicola fytchii,GALLIFORMES,Phasianidae,103.4,23.3
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.4,23.3
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.4,23.3
Coturnix japonica,GALLIFORMES,Phasianidae,103.4,23.3
Francolinus pintadeanus,GALLIFORMES,Phasianidae,103.4,23.3
Lophura nycthemera,GALLIFORMES,Phasianidae,103.4,23.3
Pavo muticus,GALLIFORMES,Phasianidae,103.4,23.3
Pavo muticus,GALLIFORMES,Phasianidae,103.4,23.3
Phasianus colchicus,GALLIFORMES,Phasianidae,103.7,23.3
Phasianus colchicus,GALLIFORMES,Phasianidae,103.7,23.3
Bambusicola fytchii,GALLIFORMES,Phasianidae,104.2,23.3
Lophura nycthemera,GALLIFORMES,Phasianidae,104.2,23.3
Lophura nycthemera,GALLIFORMES,Phasianidae,104.2,23.3
Lophura nycthemera,GALLIFORMES,Phasianidae,109.9,23.3
Bambusicola thoracica,GALLIFORMES,Phasianidae,110,23.3
Lophura nycthemera,GALLIFORMES,Phasianidae,110,23.3
Phasianus colchicus,GALLIFORMES,Phasianidae,110,23.3
Gallus gallus,GALLIFORMES,Phasianidae,110.9,23.3
Bambusicola thoracica,GALLIFORMES,Phasianidae,120.3,23.3
Coturnix chinensis,GALLIFORMES,Phasianidae,120.3,23.3
Lophura swinhoii,GALLIFORMES,Phasianidae,120.3,23.3
Phasianus colchicus,GALLIFORMES,Phasianidae,120.3,23.3
Dicrurus paradiseus,PASSERIFORMES,Corvidae,102.2072,23.30156
Sitta formosa,PASSERIFORMES,Sittidae,102.2072,23.30156
Egretta sacra,CICONIIFORMES,Ardeidae,102.2072,23.30157
Dicrurus remifer,PASSERIFORMES,Corvidae,104.20937,23.30697
Eurynorhynchus pygmeus,CHARADRIIFORMES,Recurvirostridae,113.56749,23.30751
Gallus gallus,GALLIFORMES,Phasianidae,107.83333,23.33333
Egretta sacra,CICONIIFORMES,Ardeidae,121.13347,23.3339
Sula leucogaster,CICONIIFORMES,Sulidae,121.13347,23.33391
Arborophila rufogularis,GALLIFORMES,Phasianidae,103.15,23.35
Bambusicola fytchii,GALLIFORMES,Phasianidae,103.15,23.35
Bambusicola fytchii,GALLIFORMES,Phasianidae,103.15,23.35
Francolinus pintadeanus,GALLIFORMES,Phasianidae,103.7,23.35
Dicrurus paradiseus,PASSERIFORMES,Corvidae,101.59756,23.36383
Dicrurus remifer,PASSERIFORMES,Corvidae,101.59756,23.36383
Pavo muticus,GALLIFORMES,Phasianidae,101.59756,23.36383
Pavo muticus,GALLIFORMES,Phasianidae,101.36667,23.36667
Francolinus pintadeanus,GALLIFORMES,Phasianidae,110.06667,23.36667
Gallus gallus,GALLIFORMES,Phasianidae,99.8,23.4
Gallus gallus,GALLIFORMES,Phasianidae,99.8,23.4
Pavo muticus,GALLIFORMES,Phasianidae,99.8,23.4
Pavo muticus,GALLIFORMES,Phasianidae,100.7,23.4
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.7,23.4
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.7,23.4
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.7,23.4
Francolinus pintadeanus,GALLIFORMES,Phasianidae,101.7,23.4
Pavo muticus,GALLIFORMES,Phasianidae,101.7,23.4
Gallus gallus,GALLIFORMES,Phasianidae,107.8,23.4
Gallus gallus,GALLIFORMES,Phasianidae,108.3,23.4
Lophura nycthemera,GALLIFORMES,Phasianidae,108.5,23.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.5,23.4
Francolinus pintadeanus,GALLIFORMES,Phasianidae,110.5,23.4
Lophura nycthemera,GALLIFORMES,Phasianidae,110.5,23.4
Francolinus pintadeanus,GALLIFORMES,Phasianidae,110.7,23.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,111.3,23.4
Chrysolophus pictus,GALLIFORMES,Phasianidae,111.3,23.4
Francolinus pintadeanus,GALLIFORMES,Phasianidae,111.3,23.4
Lophura nycthemera,GALLIFORMES,Phasianidae,111.4,23.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,120.4,23.4
Coturnix japonica,GALLIFORMES,Phasianidae,120.4,23.4
Lophura swinhoii,GALLIFORMES,Phasianidae,120.4,23.4
Phasianus colchicus,GALLIFORMES,Phasianidae,120.4,23.4
Syrmaticus mikado,GALLIFORMES,Phasianidae,120.4,23.4
Tragopan caboti,GALLIFORMES,Phasianidae,116.32907,23.41239
Pavo muticus,GALLIFORMES,Phasianidae,101.7,23.41667
Coturnix japonica,GALLIFORMES,Phasianidae,108.36667,23.44167
Bambusicola thoracica,GALLIFORMES,Phasianidae,108.36667,23.45
Gallus gallus,GALLIFORMES,Phasianidae,108.36667,23.45
Lophura nycthemera,GALLIFORMES,Phasianidae,108.36667,23.45
Gorsachius magnificus,CICONIIFORMES,Ardeidae,107.41209,23.46803
Aythya nyroca,ANSERIFORMES,Anatidae,103.81819,23.47798
Pavo muticus,GALLIFORMES,Phasianidae,99.21667,23.49167
Pavo muticus,GALLIFORMES,Phasianidae,99,23.5
Bambusicola fytchii,GALLIFORMES,Phasianidae,99.4,23.5
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,99.4,23.5
Francolinus pintadeanus,GALLIFORMES,Phasianidae,99.4,23.5
Francolinus pintadeanus,GALLIFORMES,Phasianidae,99.4,23.5
Gallus gallus,GALLIFORMES,Phasianidae,99.4,23.5
Gallus gallus,GALLIFORMES,Phasianidae,99.4,23.5
Lophura nycthemera,GALLIFORMES,Phasianidae,99.4,23.5
Pavo muticus,GALLIFORMES,Phasianidae,99.4,23.5
Francolinus pintadeanus,GALLIFORMES,Phasianidae,101.9,23.5
Gallus gallus,GALLIFORMES,Phasianidae,101.9,23.5
Coturnix chinensis,GALLIFORMES,Phasianidae,105.6,23.5
Gallus gallus,GALLIFORMES,Phasianidae,105.6,23.5
Gallus gallus,GALLIFORMES,Phasianidae,105.6,23.5
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.7,23.5
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.7,23.5
Francolinus pintadeanus,GALLIFORMES,Phasianidae,109.7,23.5
Lophura nycthemera,GALLIFORMES,Phasianidae,109.7,23.5
Lophura nycthemera,GALLIFORMES,Phasianidae,111.2,23.5
Gallus gallus,GALLIFORMES,Phasianidae,99.08333,23.51667
Arborophila gingica,GALLIFORMES,Phasianidae,114.63333,23.51667
Bambusicola thoracica,GALLIFORMES,Phasianidae,114.63333,23.51667
Francolinus pintadeanus,GALLIFORMES,Phasianidae,114.63333,23.51667
Lophura nycthemera,GALLIFORMES,Phasianidae,114.63333,23.51667
Pavo muticus,GALLIFORMES,Phasianidae,99.41667,23.53333
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.71667,23.53333
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.71667,23.53333
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.71667,23.53333
Aythya nyroca,ANSERIFORMES,Anatidae,102.58979,23.54298
Sitta yunnanensis,PASSERIFORMES,Sittidae,102.58979,23.54298
Pycnonotus  taivanus,PASSERIFORMES,Pycnonotidae,121.00008,23.54368
Pavo muticus,GALLIFORMES,Phasianidae,100.25375,23.54841
Phalacrocorax niger,CICONIIFORMES,Phalacrocoracidae,100.25375,23.54841
Arborophila gingica,GALLIFORMES,Phasianidae,109.90833,23.55
Sitta yunnanensis,PASSERIFORMES,Sittidae,99.51913,23.55156
Sitta magna,PASSERIFORMES,Sittidae,99.02904,23.55169
Sitta yunnanensis,PASSERIFORMES,Sittidae,99.02904,23.55169
Tragopan caboti,GALLIFORMES,Phasianidae,111.96511,23.56725
Aquila clanga,FALCONIFORMES,Accipitridae,120.58263,23.58279
Bombycilla japonica,PASSERIFORMES,Bombycillidae,120.58263,23.58279
Columba janthina,COLUMBIFORMES,Columbidae,120.58263,23.58279
Emberiza sulphurata,PASSERIFORMES,Fringillidae,120.58263,23.58279
Gorsachius goisagi,CICONIIFORMES,Ardeidae,120.58263,23.58279
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,120.58263,23.58279
Larus saundersi,CICONIIFORMES,Laridae,120.58263,23.58279
Pitta nympha,PASSERIFORMES,Pittidae,120.58263,23.58279
Terpsiphone atrocaudata,PASSERIFORMES,Corvidae,120.58263,23.58279
Pavo muticus,GALLIFORMES,Phasianidae,100.31667,23.58333
Pavo muticus,GALLIFORMES,Phasianidae,100.1,23.6
Pavo muticus,GALLIFORMES,Phasianidae,102.8,23.6
Pavo muticus,GALLIFORMES,Phasianidae,102.8,23.6
Gallus gallus,GALLIFORMES,Phasianidae,108.3,23.6
Francolinus pintadeanus,GALLIFORMES,Phasianidae,109.3,23.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.5,23.6
Phasianus colchicus,GALLIFORMES,Phasianidae,109.5,23.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.6,23.6
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.6,23.6
Lophura nycthemera,GALLIFORMES,Phasianidae,109.6,23.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,115.1,23.6
Tragopan caboti,GALLIFORMES,Phasianidae,116.6,23.6
Pycnonotus  taivanus,PASSERIFORMES,Pycnonotidae,121.0398,23.61618
Syrmaticus mikado,GALLIFORMES,Phasianidae,120.92356,23.62357
Buceros bicornis,BUCEROTIFORMES,Bucerotidae,99.83581,23.62622
Egretta eulophotes,CICONIIFORMES,Ardeidae,120.62767,23.66976
Pavo muticus,GALLIFORMES,Phasianidae,100.21667,23.68333
Pavo muticus,GALLIFORMES,Phasianidae,101.18333,23.68333
Lophura nycthemera,GALLIFORMES,Phasianidae,113.79167,23.68333
Francolinus pintadeanus,GALLIFORMES,Phasianidae,99.6,23.7
Francolinus pintadeanus,GALLIFORMES,Phasianidae,99.6,23.7
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.5,23.7
Francolinus pintadeanus,GALLIFORMES,Phasianidae,102.5,23.7
Lophura nycthemera,GALLIFORMES,Phasianidae,102.5,23.7
Pavo muticus,GALLIFORMES,Phasianidae,102.5,23.7
Phasianus colchicus,GALLIFORMES,Phasianidae,102.5,23.7
Gallus gallus,GALLIFORMES,Phasianidae,106.8,23.7
Bambusicola thoracica,GALLIFORMES,Phasianidae,106.9,23.7
Gallus gallus,GALLIFORMES,Phasianidae,108.1,23.7
Phasianus colchicus,GALLIFORMES,Phasianidae,113,23.7
Bambusicola thoracica,GALLIFORMES,Phasianidae,120.5,23.7
Coturnix chinensis,GALLIFORMES,Phasianidae,120.5,23.7
Coturnix japonica,GALLIFORMES,Phasianidae,120.5,23.7
Lophura swinhoii,GALLIFORMES,Phasianidae,120.5,23.7
Arborophila rufipectus,GALLIFORMES,Phasianidae,114.53188,23.70018
Bambusicola thoracica,GALLIFORMES,Phasianidae,114.53188,23.70018
Phalacrocorax capillatus,CICONIIFORMES,Phalacrocoracidae,120.90878,23.70082
Cygnus columbianus,ANSERIFORMES,Anatidae,120.90127,23.70122
Cygnus olor,ANSERIFORMES,Anatidae,120.90127,23.70122
Egretta eulophotes,CICONIIFORMES,Ardeidae,120.90127,23.70122
Platalea minor,CICONIIFORMES,Threskiornithidae,120.90127,23.70122
Pavo muticus,GALLIFORMES,Phasianidae,99.58333,23.71667
Pavo muticus,GALLIFORMES,Phasianidae,100.51667,23.71667
Dicrurus remifer,PASSERIFORMES,Corvidae,104.48778,23.71946
Sitta yunnanensis,PASSERIFORMES,Sittidae,99.69179,23.72849
Aviceda jerdoni,FALCONIFORMES,Accipitridae,106.08679,23.72961
Gallus gallus,GALLIFORMES,Phasianidae,99.7,23.75
Pavo muticus,GALLIFORMES,Phasianidae,102.4,23.76667
Gorsachius magnificus,CICONIIFORMES,Ardeidae,108.85984,23.77639
Arborophila rufipectus,GALLIFORMES,Phasianidae,114.62343,23.78138
Pavo muticus,GALLIFORMES,Phasianidae,100.01667,23.78333
Gallus gallus,GALLIFORMES,Phasianidae,99.16667,23.8
Pavo muticus,GALLIFORMES,Phasianidae,99.4,23.8
Bambusicola fytchii,GALLIFORMES,Phasianidae,100,23.8
Gallus gallus,GALLIFORMES,Phasianidae,100,23.8
Lophura nycthemera,GALLIFORMES,Phasianidae,100,23.8
Lophura nycthemera,GALLIFORMES,Phasianidae,100,23.8
Pavo muticus,GALLIFORMES,Phasianidae,100,23.8
Bambusicola fytchii,GALLIFORMES,Phasianidae,100.9,23.8
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.9,23.8
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.7,23.8
Francolinus pintadeanus,GALLIFORMES,Phasianidae,109.9,23.8
Niltara hainana,PASSERIFORMES,Muscicapidae,101.99208,23.81207
Pavo muticus,GALLIFORMES,Phasianidae,101.28333,23.81667
Aviceda jerdoni,FALCONIFORMES,Accipitridae,99.02434,23.84338
Buceros bicornis,BUCEROTIFORMES,Bucerotidae,99.02434,23.84338
Dendrocygna javanica,ANSERIFORMES,Anatidae,99.02434,23.84338
Phalacrocorax niger,CICONIIFORMES,Phalacrocoracidae,99.02434,23.84338
Pavo muticus,GALLIFORMES,Phasianidae,97.65,23.86667
Pavo muticus,GALLIFORMES,Phasianidae,102.56667,23.88333
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,99,23.9
Gallus gallus,GALLIFORMES,Phasianidae,99,23.9
Pavo muticus,GALLIFORMES,Phasianidae,99,23.9
Syrmaticus humiae,GALLIFORMES,Phasianidae,99.03333,23.9
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.03333,23.9
Pavo muticus,GALLIFORMES,Phasianidae,100.3,23.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,106.3,23.9
Chrysolophus pictus,GALLIFORMES,Phasianidae,106.3,23.9
Francolinus pintadeanus,GALLIFORMES,Phasianidae,106.3,23.9
Gallus gallus,GALLIFORMES,Phasianidae,106.3,23.9
Lophura nycthemera,GALLIFORMES,Phasianidae,106.3,23.9
Phasianus colchicus,GALLIFORMES,Phasianidae,106.3,23.9
Syrmaticus humiae,GALLIFORMES,Phasianidae,106.3,23.9
Coturnix chinensis,GALLIFORMES,Phasianidae,106.6,23.9
Coturnix coturnix,GALLIFORMES,Phasianidae,106.6,23.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,107.4,23.9
Chrysolophus pictus,GALLIFORMES,Phasianidae,107.4,23.9
Francolinus pintadeanus,GALLIFORMES,Phasianidae,107.4,23.9
Gallus gallus,GALLIFORMES,Phasianidae,107.4,23.9
Francolinus pintadeanus,GALLIFORMES,Phasianidae,107.6,23.9
Arborophila gingica,GALLIFORMES,Phasianidae,110,23.9
Lophura nycthemera,GALLIFORMES,Phasianidae,110.2,23.9
Lophura nycthemera,GALLIFORMES,Phasianidae,110.3,23.9
Phasianus colchicus,GALLIFORMES,Phasianidae,111.7,23.9
Tragopan caboti,GALLIFORMES,Phasianidae,111.7,23.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,112.1,23.9
Francolinus pintadeanus,GALLIFORMES,Phasianidae,112.1,23.9
Phasianus colchicus,GALLIFORMES,Phasianidae,112.1,23.9
Tragopan caboti,GALLIFORMES,Phasianidae,112.1,23.9
Tragopan caboti,GALLIFORMES,Phasianidae,115.7,23.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,120.6,23.9
Lophura swinhoii,GALLIFORMES,Phasianidae,120.6,23.9
Syrmaticus mikado,GALLIFORMES,Phasianidae,120.6,23.9
Arborophila crudigularis,GALLIFORMES,Phasianidae,121.6,23.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,121.6,23.9
Coturnix chinensis,GALLIFORMES,Phasianidae,121.6,23.9
Coturnix japonica,GALLIFORMES,Phasianidae,121.6,23.9
Lophura swinhoii,GALLIFORMES,Phasianidae,121.6,23.9
Phasianus colchicus,GALLIFORMES,Phasianidae,121.6,23.9
Syrmaticus mikado,GALLIFORMES,Phasianidae,121.6,23.9
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,106.3,23.91667
Gallus gallus,GALLIFORMES,Phasianidae,106.08333,23.93333
Treron　formosae,COLUMBIFORMES,Columbidae,121.35944,23.94749
Gallus gallus,GALLIFORMES,Phasianidae,99.1,23.95
Francolinus pintadeanus,GALLIFORMES,Phasianidae,99.78333,23.95
Gallus gallus,GALLIFORMES,Phasianidae,99.78333,23.95
Arborophila rufogularis,GALLIFORMES,Phasianidae,97.8,24
Bambusicola fytchii,GALLIFORMES,Phasianidae,97.8,24
Pavo muticus,GALLIFORMES,Phasianidae,97.8,24
Syrmaticus humiae,GALLIFORMES,Phasianidae,97.8,24
Arborophila brunneopectus,GALLIFORMES,Phasianidae,99.2,24
Arborophila torqueola,GALLIFORMES,Phasianidae,99.2,24
Arborophila torqueola,GALLIFORMES,Phasianidae,99.2,24
Bambusicola fytchii,GALLIFORMES,Phasianidae,99.2,24
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,99.2,24
Gallus gallus,GALLIFORMES,Phasianidae,99.2,24
Gallus gallus,GALLIFORMES,Phasianidae,99.2,24
Lophura nycthemera,GALLIFORMES,Phasianidae,99.2,24
Pavo muticus,GALLIFORMES,Phasianidae,99.2,24
Phasianus colchicus,GALLIFORMES,Phasianidae,99.2,24
Pavo muticus,GALLIFORMES,Phasianidae,99.3,24
Pavo muticus,GALLIFORMES,Phasianidae,100,24
Arborophila torqueola,GALLIFORMES,Phasianidae,101.9,24
