"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group"
"Prunella strophiata","Passeriformes",2,1,18.08,"2","Omnivore",32.01,95.81,"R",11,"LC",1.25719842613934,"Partial migrant","LC","LC/NE"
"Alcurus striatus","Passeriformes",0,0,51.96,"1","Omnivore",23.15,98.5,NA,NA,"LC",1.71566914240099,"Resident/low mobility","LC","LC/NE"
"Alophoixus flaveolus","Passeriformes",0,0,48.3,"1","Herbivore",23.07,95.85,"R",3,"LC",1.68394713075151,"Resident/low mobility","LC","LC/NE"
"Alophoixus pallidus","Passeriformes",0,0,46,"1","Herbivore",19.86,104.09,"R",4,"LC",1.66275783168157,"Resident/low mobility","LC","LC/NE"
"Brachypodius atriceps","Passeriformes",0,0,25.5,"1","Herbivore",10.81,103.57,"R",1,"LC",1.40654018043396,"Resident/low mobility","LC","LC/NE"
"Hemixos castanonotus","Passeriformes",2,1,35.3,"2","Omnivore",24.22,110.8,"R",15,"LC",1.54777470538782,"Partial migrant","LC","LC/NE"
"Hemixos flavala","Passeriformes",0,0,32.5,"2","Omnivore",22.42,97.58,"R",3,"LC",1.51188336097887,"Partial migrant","LC","LC/NE"
"Hypsipetes amaurotis","Passeriformes",0,0,70.89,"2","Herbivore",37.68,136.19,"RPV",9,"LC",1.85058497635203,"Partial migrant","LC","LC/NE"
"Hypsipetes leucocephalus","Passeriformes",1,1,51.8,"3","Herbivore",25.06,103.26,"RSW",22,"LC",1.71432975974523,"Full migrant","LC","LC/NE"
"Iole propinqua","Passeriformes",0,0,25.9,"1","Omnivore",17.87,102.9,"R",2,"LC",1.41329976408125,"Resident/low mobility","LC","LC/NE"
"Ixos mcclellandii","Passeriformes",2,1,32.5,"1","Omnivore",24.56,104.72,"R",18,"LC",1.51188336097887,"Resident/low mobility","LC","LC/NE"
"Pycnonotus aurigaster","Passeriformes",1,1,44.33,"1","Herbivore",19.97,105.95,"R",12,"LC",1.64669773129933,"Resident/low mobility","LC","LC/NE"
"Pycnonotus cafer","Passeriformes",0,0,42.85,"1","Herbivore",23.09,81.28,"R",3,"LC",1.63195082625922,"Resident/low mobility","LC","LC/NE"
"Pycnonotus finlaysoni","Passeriformes",0,0,26.3,"1","Herbivore",15.52,102.3,"R",2,"LC",1.41995574848976,"Resident/low mobility","LC","LC/NE"
"Pycnonotus flavescens","Passeriformes",0,0,28.9,"1","Omnivore",20.79,99.61,"R",2,"LC",1.46089784275655,"Resident/low mobility","LC","LC/NE"
"Pycnonotus goiavier","Passeriformes",1,1,27.8,"1","Herbivore",3.53,109.8,NA,NA,"LC",1.44404479591808,"Resident/low mobility","LC","LC/NE"
"Pycnonotus jocosus","Passeriformes",3,1,29.47,"1","Herbivore",20.23,93.52,"RW",15,"LC",1.46938013584993,"Resident/low mobility","LC","LC/NE"
"Pycnonotus leucogenys","Passeriformes",0,0,35.94,"2","Herbivore",30.38,81.49,NA,NA,"LC",1.55557807277295,"Partial migrant","LC","LC/NE"
"Pycnonotus sinensis","Passeriformes",6,1,34.2,"3","Herbivore",30.71,112.66,"RSWP",28,"LC",1.53402610605614,"Full migrant","LC","LC/NE"
"Pycnonotus taivanus","Passeriformes",0,0,26.11,"1","Herbivore",23.06,121.12,"R",1,"VU",1.41680687182294,"Resident/low mobility","Threatened","Threatened/DD"
"Pycnonotus xanthorrhous","Passeriformes",2,1,26.9,"1","Herbivore",27.08,106.25,"R",19,"LC",1.42975228000241,"Resident/low mobility","LC","LC/NE"
"Rubigula flaviventris","Passeriformes",1,1,29.3,"1","Herbivore",19.96,98.74,NA,NA,"LC",1.46686762035411,"Resident/low mobility","LC","LC/NE"
"Spizixos canifrons","Passeriformes",0,0,44,"1","Herbivore",23.9,99.22,"R",3,"LC",1.64345267648619,"Resident/low mobility","LC","LC/NE"
"Spizixos semitorques","Passeriformes",3,1,39,"1","Omnivore",28.41,111.05,"R",18,"LC",1.5910646070265,"Resident/low mobility","LC","LC/NE"
"Regulus goodfellowi","Passeriformes",0,0,4.1,"2","Carnivore",23.79,121.1,"R",1,"LC",0.612783856719735,"Partial migrant","LC","LC/NE"
"Regulus regulus","Passeriformes",2,1,5.54,"3","Carnivore",51.77,58.18,"RSWP",26,"LC",0.74350976472843,"Full migrant","LC","LC/NE"
"Remiz consobrinus","Passeriformes",4,1,9.1,"3","Omnivore",46.67,125.75,"SWPV",25,"LC",0.959041392321094,"Full migrant","LC","LC/NE"
"Remiz coronatus","Passeriformes",3,1,6.9,"3","Omnivore",46.84,88.18,"SP",2,"LC",0.838849090737255,"Full migrant","LC","LC/NE"
"Remiz macronyx","Passeriformes",0,0,NA,NA,NA,NA,NA,"R",1,NA,NA,NA,"Unknown","Unknown"
"Rhipidura albicollis","Passeriformes",0,0,12.9,"1","Carnivore",20.09,99.7,"R",7,"LC",1.11058971029925,"Resident/low mobility","LC","LC/NE"
"Rhipidura aureola","Passeriformes",0,0,11.2,"1","Carnivore",21.46,83.73,"R",1,"LC",1.04921802267018,"Resident/low mobility","LC","LC/NE"
"Rhipidura nigritorquis","Passeriformes",0,0,17,"1","Carnivore",11.74,122.93,NA,NA,"LC",1.23044892137827,"Resident/low mobility","LC","LC/NE"
"Abroscopus albogularis","Passeriformes",5,1,4.84,"1","Carnivore",24.78,105.57,"RS",19,"LC",0.684845361644412,"Resident/low mobility","LC","LC/NE"
"Abroscopus schisticeps","Passeriformes",0,0,4.7,"1","Carnivore",26.7,95.58,"R",4,"LC",0.672097857935718,"Resident/low mobility","LC","LC/NE"
"Abroscopus superciliaris","Passeriformes",0,0,6.48,"1","Carnivore",9.89,105.2,"R",4,"LC",0.811575005870593,"Resident/low mobility","LC","LC/NE"
"Cettia brunnifrons","Passeriformes",1,1,7.34,"2","Carnivore",29.04,95.71,"R",3,"LC",0.865696059916071,"Partial migrant","LC","LC/NE"
"Cettia castaneocoronata","Passeriformes",1,1,8.94,"1","Carnivore",25.85,98.2,"R",5,"LC",0.951337518795918,"Resident/low mobility","LC","LC/NE"
"Cettia cetti","Passeriformes",0,0,13.22,"1","Carnivore",41.65,39.12,"R",1,"LC",1.12123145514962,"Resident/low mobility","LC","LC/NE"
"Cettia major","Passeriformes",0,0,9.7,"1","Carnivore",29.9,97.87,"R",3,"LC",0.986771734266245,"Resident/low mobility","LC","LC/NE"
"Hemitesia pallidipes","Passeriformes",1,1,10,"1","Carnivore",23.81,97.19,"R",4,"LC",1,"Resident/low mobility","LC","LC/NE"
"Horornis acanthizoides","Passeriformes",0,0,5.32,"2","Carnivore",30.19,106.58,"R",13,"LC",0.725911632295048,"Partial migrant","LC","LC/NE"
"Horornis brunnescens","Passeriformes",0,0,5.32,"2","Carnivore",28.62,88.71,"R",1,"LC",0.725911632295048,"Partial migrant","LC","LC/NE"
"Horornis canturians","Passeriformes",0,0,22.3,"2","Carnivore",35.99,118.88,"SW",28,"LC",1.34830486304816,"Partial migrant","LC","LC/NE"
"Horornis diphone","Passeriformes",0,0,13.31,"1","Carnivore",38.12,137.96,"WPV",19,"LC",1.12417805547468,"Resident/low mobility","LC","LC/NE"
"Horornis flavolivaceus","Passeriformes",0,0,8,"2","Carnivore",24.39,99.56,"RS",7,"LC",0.903089986991944,"Partial migrant","LC","LC/NE"
"Horornis fortipes","Passeriformes",0,0,9.59,"2","Carnivore",27.9,105.4,"R",22,"LC",0.981818607170664,"Partial migrant","LC","LC/NE"
"Phyllergates cucullatus","Passeriformes",1,1,5.9,"1","Carnivore",17.48,104.58,"R",6,"LC",0.770852011642144,"Resident/low mobility","LC","LC/NE"
"Tesia cyaniventer","Passeriformes",0,0,9.7,"1","Carnivore",23.81,100.06,"R",3,"LC",0.986771734266245,"Resident/low mobility","LC","LC/NE"
"Tesia olivea","Passeriformes",0,0,7,"1","Carnivore",25.16,100.72,"R",5,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE"
"Tickellia hodgsoni","Passeriformes",0,0,4.5,"2","Carnivore",25.2,97.43,"R",3,"LC",0.653212513775344,"Partial migrant","LC","LC/NE"
"Urosphena squameiceps","Passeriformes",1,1,9.3,"3","Carnivore",41.78,134.11,"SWP",24,"LC",0.968482948553935,"Full migrant","LC","LC/NE"
"Sitta cinnamoventris","Passeriformes",1,1,19.62,"1","Carnivore",24.96,95.76,NA,NA,"LC",1.29269900304393,"Resident/low mobility","LC","LC/NE"
"Sitta europaea","Passeriformes",0,0,20.37,"1","Carnivore",52.64,82.46,"R",26,"LC",1.30899102900016,"Resident/low mobility","LC","LC/NE"
"Sitta formosa","Passeriformes",1,1,21,"1","Carnivore",24.44,98.42,"R",1,"VU",1.32221929473392,"Resident/low mobility","Threatened","Threatened/DD"
"Sitta frontalis","Passeriformes",0,0,16.5,"1","Carnivore",14.99,97.27,"R",6,"LC",1.21748394421391,"Resident/low mobility","LC","LC/NE"
"Sitta himalayensis","Passeriformes",0,0,14.28,"1","Carnivore",27.45,88.46,"R",2,"LC",1.15472820744016,"Resident/low mobility","LC","LC/NE"
"Sitta magna","Passeriformes",0,0,41.13,"1","Omnivore",23.46,100.04,"R",4,"EN",1.61415870950918,"Resident/low mobility","Threatened","Threatened/DD"
"Sitta nagaensis","Passeriformes",0,0,14.7,"1","Carnivore",25.52,100.03,"R",7,"LC",1.16731733474818,"Resident/low mobility","LC","LC/NE"
"Sitta przewalskii","Passeriformes",0,0,14.77,"1","Carnivore",33.77,100.24,NA,NA,"LC",1.16938049531195,"Resident/low mobility","LC","LC/NE"
"Sitta solangiae","Passeriformes",0,0,14.96,"1","Carnivore",15.87,107.42,"R",1,"NT",1.17493159352844,"Resident/low mobility","NT","NT"
"Sitta villosa","Passeriformes",2,1,9.38,"1","Omnivore",38.94,113.72,"R",11,"LC",0.972202838379065,"Resident/low mobility","LC","LC/NE"
"Sitta yunnanensis","Passeriformes",0,0,9.87,"1","Carnivore",26.57,101.11,"R",4,"LC",0.994317152669637,"Resident/low mobility","LC","LC/NE"
"Tichodroma muraria","Passeriformes",0,0,17.6,"2","Carnivore",37.22,78.71,"RSW",25,"LC",1.24551266781415,"Partial migrant","LC","LC/NE"
"Chelidorhynx hypoxanthus","Passeriformes",0,0,6,"1","Carnivore",25.38,95.37,"R",3,"LC",0.778151250383644,"Resident/low mobility","LC","LC/NE"
"Culicicapa ceylonensis","Passeriformes",0,0,7.7,"1","Carnivore",17.21,103.12,"RSWV",20,"LC",0.886490725172482,"Resident/low mobility","LC","LC/NE"
"Acridotheres albocinctus","Passeriformes",0,0,98.9,"1","Omnivore",23.37,96.03,"R",1,"LC",1.99519629159718,"Resident/low mobility","LC","LC/NE"
"Acridotheres burmannicus","Passeriformes",0,0,89,"2","Omnivore",20.71,96.79,"R",1,"LC",1.94939000664491,"Partial migrant","LC","LC/NE"
"Acridotheres cristatellus","Passeriformes",1,1,116.31,"2","Omnivore",26.65,109.29,"R",23,"LC",2.06561705572687,"Partial migrant","LC","LC/NE"
"Acridotheres grandis","Passeriformes",0,0,98.91,"1","Omnivore",17.79,101.37,"R",3,"LC",1.99524020186282,"Resident/low mobility","LC","LC/NE"
"Acridotheres javanicus","Passeriformes",0,0,93.5,"1","Omnivore",-7.35,110.16,"R",1,"VU",1.97081161087252,"Resident/low mobility","Threatened","Threatened/DD"
"Acridotheres tristis","Passeriformes",4,1,116.43,"2","Carnivore",27.06,81.59,"R",10,"LC",2.06606489745968,"Partial migrant","LC","LC/NE"
"Agropsar philippensis","Passeriformes",1,1,28.8,"3","Omnivore",40.4,141.25,"PW",10,"LC",1.45939248775923,"Full migrant","LC","LC/NE"
"Agropsar sturninus","Passeriformes",1,1,49.4,"3","Omnivore",44.55,120.17,"SWP",31,"LC",1.69372694892365,"Full migrant","LC","LC/NE"
"Ampeliceps coronatus","Passeriformes",0,0,87.87,"1","Herbivore",17.53,101.09,"VR",2,"LC",1.94384062640126,"Resident/low mobility","LC","LC/NE"
"Aplonis panayensis","Passeriformes",0,0,56.2,"1","Herbivore",3.77,109.47,"R",1,"LC",1.74973631556906,"Resident/low mobility","LC","LC/NE"
"Gracula religiosa","Passeriformes",0,0,192,"1","Herbivore",12.45,101.59,"R",5,"LC",2.28330122870355,"Resident/low mobility","LC","LC/NE"
"Gracupica contra","Passeriformes",0,0,83.99,"1","Omnivore",22.47,88.11,"R",1,"LC",1.92422758126012,"Resident/low mobility","LC","LC/NE"
"Gracupica floweri","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Gracupica nigricollis","Passeriformes",4,1,156.92,"1","Carnivore",20.71,104.39,"R",19,"LC",2.1956782994575,"Resident/low mobility","LC","LC/NE"
"Pastor roseus","Passeriformes",1,1,72.97,"3","Omnivore",44.27,60.99,"SPV",10,"LC",1.86314434625267,"Full migrant","LC","LC/NE"
"Saroglossa spilopterus","Passeriformes",0,0,47.5,"3","Herbivore",29.81,79.06,NA,NA,"LC",1.67669360962487,"Full migrant","LC","LC/NE"
"Spodiopsar cineraceus","Passeriformes",1,1,83,"1","Carnivore",44.55,119.88,"SWP",33,"LC",1.91907809237607,"Resident/low mobility","LC","LC/NE"
"Spodiopsar sericeus","Passeriformes",5,1,65,"2","Omnivore",27.11,112,"RSW",26,"LC",1.81291335664286,"Partial migrant","LC","LC/NE"
"Sturnia malabarica","Passeriformes",0,0,39.6,"2","Herbivore",21.65,95.06,"R",8,"LC",1.59769518592551,"Partial migrant","LC","LC/NE"
"Sturnia pagodarum","Passeriformes",1,1,48.9,"1","Herbivore",23.8,77.37,"R",2,"LC",1.68930885912362,"Resident/low mobility","LC","LC/NE"
"Sturnia sinensis","Passeriformes",1,1,61,"3","Carnivore",24.77,111.92,"RSW",14,"LC",1.78532983501077,"Full migrant","LC","LC/NE"
"Sturnus vulgaris","Passeriformes",4,1,77.14,"2","Omnivore",50.32,52.41,"SPV",26,"LC",1.88727963453002,"Partial migrant","LC","LC/NE"
"Curruca althaea","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Curruca communis","Passeriformes",1,1,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Curruca crassirostris","Passeriformes",1,1,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Curruca curruca","Passeriformes",2,1,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Curruca minula","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Curruca nana","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Curruca nisoria","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Sylvia atricapilla","Passeriformes",1,1,16.7,"3","Omnivore",51.6,26.37,"S",1,"LC",1.22271647114758,"Full migrant","LC","LC/NE"
"Cyanoderma ambiguum","Passeriformes",0,0,NA,NA,NA,NA,NA,"R",2,NA,NA,NA,"Unknown","Unknown"
"Cyanoderma chrysaeum","Passeriformes",0,0,9,"1","Carnivore",21.39,98.45,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Cyanoderma pyrrhops","Passeriformes",1,1,9.59,"1","Carnivore",29.66,80.76,"R",1,"LC",0.981818607170664,"Resident/low mobility","LC","LC/NE"
"Cyanoderma ruficeps","Passeriformes",0,0,10.3,"1","Carnivore",27.11,106.57,"RW",17,"LC",1.01283722470517,"Resident/low mobility","LC","LC/NE"
"Erythrogenys erythrocnemis","Passeriformes",0,0,58.15,"1","Carnivore",23.8,121.09,"R",1,"LC",1.76454971906447,"Resident/low mobility","LC","LC/NE"
"Erythrogenys erythrogenys","Passeriformes",0,0,54.9,"1","Carnivore",28.08,85.35,NA,NA,"LC",1.73957234445009,"Resident/low mobility","LC","LC/NE"
"Erythrogenys gravivox","Passeriformes",0,0,58.15,"1","Carnivore",29.76,104.64,"R",10,"LC",1.76454971906447,"Resident/low mobility","LC","LC/NE"
"Erythrogenys hypoleucos","Passeriformes",1,1,75.6,"1","Carnivore",19.03,101.01,"R",3,"LC",1.87852179550121,"Resident/low mobility","LC","LC/NE"
"Erythrogenys swinhoei","Passeriformes",0,0,58.15,"1","Carnivore",26.93,114.22,"R",7,"LC",1.76454971906447,"Resident/low mobility","LC","LC/NE"
"Mixornis gularis","Passeriformes",1,1,11.83,"1","Carnivore",17.47,98.32,"R",2,"LC",1.07298474462793,"Resident/low mobility","LC","LC/NE"
"Pomatorhinus ferruginosus","Passeriformes",0,0,40,"1","Carnivore",27.87,92.08,"R",2,"LC",1.60205999132796,"Resident/low mobility","LC","LC/NE"
"Pomatorhinus musicus","Passeriformes",0,0,31.61,"1","Carnivore",23.76,121.01,"R",1,"LC",1.49982449583958,"Resident/low mobility","LC","LC/NE"
"Pomatorhinus ochraceiceps","Passeriformes",0,0,34,"1","Carnivore",22.02,98.7,"R",1,"LC",1.53147891704226,"Resident/low mobility","LC","LC/NE"
"Pomatorhinus ruficollis","Passeriformes",0,0,31.61,"1","Carnivore",26.98,106.02,"R",18,"LC",1.49982449583958,"Resident/low mobility","LC","LC/NE"
"Pomatorhinus schisticeps","Passeriformes",1,1,43,"1","Omnivore",20.81,97.25,"R",1,"LC",1.63346845557959,"Resident/low mobility","LC","LC/NE"
"Pomatorhinus superciliaris","Passeriformes",1,1,28,"1","Omnivore",24.98,95.38,"R",1,"LC",1.44715803134222,"Resident/low mobility","LC","LC/NE"
"Spelaeornis badeigularis","Passeriformes",0,0,6,"1","Carnivore",28.16,96.05,"R",1,"NT",0.778151250383644,"Resident/low mobility","NT","NT"
"Spelaeornis caudatus","Passeriformes",0,0,11,"1","Carnivore",27.6,91.45,"R",1,"LC",1.04139268515823,"Resident/low mobility","LC","LC/NE"
"Spelaeornis chocolatinus","Passeriformes",0,0,11.83,"1","Carnivore",26.32,94.46,"R",2,"VU",1.07298474462793,"Resident/low mobility","Threatened","Threatened/DD"
"Spelaeornis kinneari","Passeriformes",0,0,11.83,"1","Carnivore",22.11,104,"R",1,"VU",1.07298474462793,"Resident/low mobility","Threatened","Threatened/DD"
"Spelaeornis troglodytoides","Passeriformes",0,0,7,"1","Carnivore",28.68,101.27,"R",9,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE"
"Stachyris humei","Passeriformes",1,1,34.1,"1","Carnivore",27.84,92.77,"R",1,"NT",1.5327543789925,"Resident/low mobility","NT","NT"
"Stachyris nigriceps","Passeriformes",0,0,15.8,"1","Carnivore",17.51,100.77,"R",3,"LC",1.19865708695442,"Resident/low mobility","LC","LC/NE"
"Stachyris nonggangensis","Passeriformes",1,1,29,"1","Carnivore",22.42,106.94,"R",1,"VU",1.46239799789896,"Resident/low mobility","Threatened","Threatened/DD"
"Stachyris roberti","Passeriformes",0,0,34.1,"1","Carnivore",25.07,97.93,"R",1,"NT",1.5327543789925,"Resident/low mobility","NT","NT"
"Stachyris strialata","Passeriformes",0,0,28,"1","Carnivore",16.8,101.66,"R",4,"LC",1.44715803134222,"Resident/low mobility","LC","LC/NE"
"Timalia pileata","Passeriformes",1,1,16,"1","Carnivore",20.23,100.09,"R",5,"LC",1.20411998265592,"Resident/low mobility","LC","LC/NE"
"Troglodytes troglodytes","Passeriformes",0,0,9.74,"3","Carnivore",46.78,62.81,"RSWP",27,"LC",0.988558956878616,"Full migrant","LC","LC/NE"
"Cochoa purpurea","Passeriformes",0,0,103,"1","Omnivore",24.16,98.45,"R",4,"LC",2.01283722470517,"Resident/low mobility","LC","LC/NE"
"Cochoa viridis","Passeriformes",0,0,120,"1","Omnivore",20.3,100.59,"R",3,"LC",2.07918124604762,"Resident/low mobility","LC","LC/NE"
"Geokichla citrina","Passeriformes",2,1,53.3,"3","Omnivore",21.21,95.99,"RSP",16,"LC",1.72672720902657,"Full migrant","LC","LC/NE"
"Geokichla sibirica","Passeriformes",0,0,75.5,"3","Omnivore",58.04,118.51,"SWP",30,"LC",1.87794695162919,"Full migrant","LC","LC/NE"
"Grandala coelicolor","Passeriformes",1,1,45.6,"2","Omnivore",31.87,94.75,"R",6,"LC",1.65896484266444,"Partial migrant","LC","LC/NE"
"Turdus albocinctus","Passeriformes",0,0,99.4,"2","Omnivore",28.91,86.49,"R",4,"LC",1.99738638439731,"Partial migrant","LC","LC/NE"
"Turdus atrogularis","Passeriformes",0,0,106,"3","Omnivore",58.58,84.94,"WP",11,"LC",2.02530586526477,"Full migrant","LC","LC/NE"
"Turdus boulboul","Passeriformes",10,1,97.1,"2","Omnivore",24.7,97.64,"S",9,"LC",1.987219229908,"Partial migrant","LC","LC/NE"
"Turdus cardis","Passeriformes",2,1,58.9,"3","Omnivore",34.4,125.98,"SWP",20,"LC",1.7701152947871,"Full migrant","LC","LC/NE"
"Turdus chrysolaus","Passeriformes",0,0,65.4,"3","Omnivore",42.71,141.52,"SWP",12,"LC",1.81557774832427,"Full migrant","LC","LC/NE"
"Turdus dissimilis","Passeriformes",0,0,74.99,"1","Omnivore",23.83,100.95,"RP",4,"LC",1.87500335360004,"Resident/low mobility","LC","LC/NE"
"Turdus eunomus","Passeriformes",0,0,73.18,"3","Omnivore",65.31,128.61,"WP",33,"LC",1.86439240515059,"Full migrant","LC","LC/NE"
"Turdus feae","Passeriformes",3,1,71,"3","Omnivore",38.78,113.66,"SP",7,"VU",1.85125834871908,"Full migrant","Threatened","Threatened/DD"
"Turdus hortulorum","Passeriformes",0,0,66.7,"3","Carnivore",50.79,131.93,"SWPV",31,"LC",1.82412583391655,"Full migrant","LC","LC/NE"
"Turdus iliacus","Passeriformes",0,0,61.2,"3","Omnivore",61.67,73.85,"P",1,"NT",1.78675142214556,"Full migrant","NT","NT"
"Turdus kessleri","Passeriformes",0,0,76.26,"3","Omnivore",33.75,99.56,"R",5,"LC",1.88229680093765,"Full migrant","LC","LC/NE"
"Turdus mandarinus","Passeriformes",2,1,102.73,"1","Omnivore",28.89,110.24,"RW",26,"LC",2.01169728811414,"Resident/low mobility","LC","LC/NE"
"Turdus maximus","Passeriformes",0,0,89.5,"1","Omnivore",30.58,87.12,"R",1,"LC",1.95182303531591,"Resident/low mobility","LC","LC/NE"
"Turdus merula","Passeriformes",0,0,102.73,"1","Omnivore",49.18,28.15,"R",2,"LC",2.01169728811414,"Resident/low mobility","LC","LC/NE"
"Turdus mupinensis","Passeriformes",0,0,NA,NA,NA,NA,NA,"RSW",19,NA,NA,NA,"Unknown","Unknown"
"Turdus naumanni","Passeriformes",1,1,73.18,"3","Omnivore",58.7,118.29,"WP",32,"LC",1.86439240515059,"Full migrant","LC","LC/NE"
"Turdus niveiceps","Passeriformes",0,0,61.61,"1","Omnivore",23.75,121.12,"R",1,"LC",1.78965120879341,"Resident/low mobility","LC","LC/NE"
"Turdus obscurus","Passeriformes",0,0,62.6,"3","Omnivore",58.62,115.87,"WP",33,"LC",1.79657433321043,"Full migrant","LC","LC/NE"
"Turdus pallidus","Passeriformes",0,0,72.1,"3","Omnivore",44.96,131.58,"SWP",34,"LC",1.85793526471943,"Full migrant","LC","LC/NE"
"Turdus philomelos","Passeriformes",0,0,67.74,"3","Omnivore",55.86,48.89,"S",1,"LC",1.83084519230861,"Full migrant","LC","LC/NE"
"Turdus pilaris","Passeriformes",2,1,106,"3","Carnivore",58.85,70.26,"SWPV",4,"LC",2.02530586526477,"Full migrant","LC","LC/NE"
"Turdus rubrocanus","Passeriformes",4,1,92.2,"1","Omnivore",31.88,100.16,"R",13,"LC",1.96473092105363,"Resident/low mobility","LC","LC/NE"
"Turdus ruficollis","Passeriformes",1,1,80.55,"3","Omnivore",51.16,100.43,"SWPV",20,"LC",1.90606554475524,"Full migrant","LC","LC/NE"
"Turdus unicolor","Passeriformes",0,0,64.19,"1","Omnivore",31.78,78.11,"R",1,"LC",1.80746737568428,"Resident/low mobility","LC","LC/NE"
"Turdus viscivorus","Passeriformes",2,1,117.37,"1","Omnivore",51.99,46.29,"R",1,"LC",2.0695571045827,"Resident/low mobility","LC","LC/NE"
"Zoothera aurea","Passeriformes",0,0,134.13,"3","Carnivore",52.79,108.76,"SPW",34,"LC",2.12752592458769,"Full migrant","LC","LC/NE"
"Zoothera dauma","Passeriformes",0,0,134.13,"3","Carnivore",25.36,95.6,"SWP",6,"LC",2.12752592458769,"Full migrant","LC","LC/NE"
"Zoothera dixoni","Passeriformes",2,1,90,"1","Carnivore",27.47,97.95,"WP",7,"LC",1.95424250943932,"Resident/low mobility","LC","LC/NE"
"Zoothera griseiceps","Passeriformes",0,0,98.19,"1","Omnivore",30.2,101.79,"S",3,"LC",1.99206726002767,"Resident/low mobility","LC","LC/NE"
"Zoothera marginata","Passeriformes",0,0,81,"2","Carnivore",21.61,98.94,"P",1,"LC",1.90848501887865,"Partial migrant","LC","LC/NE"
"Zoothera mollissima","Passeriformes",2,1,98.19,"1","Omnivore",29.59,92.85,"RS",6,"LC",1.99206726002767,"Resident/low mobility","LC","LC/NE"
"Zoothera monticola","Passeriformes",2,1,126,"1","Carnivore",26.9,88.92,"R",1,"LC",2.10037054511756,"Resident/low mobility","LC","LC/NE"
"Zoothera salimalii","Passeriformes",0,0,98.19,"1","Omnivore",27.74,90.72,"R",1,"LC",1.99206726002767,"Resident/low mobility","LC","LC/NE"
"Urocynchramus pylzowi","Passeriformes",0,0,28.62,"1","Herbivore",33.82,100.08,"R",4,"LC",1.45666962942376,"Resident/low mobility","LC","LC/NE"
"Hemipus picatus","Passeriformes",0,0,8.98,"1","Carnivore",16.08,97.88,"R",5,"LC",0.953276336667304,"Resident/low mobility","LC","LC/NE"
"Tephrodornis virgatus","Passeriformes",1,1,37.8,"1","Carnivore",14.42,103.63,NA,NA,"LC",1.57749179983723,"Resident/low mobility","LC","LC/NE"
"Erpornis zantholeuca","Passeriformes",1,1,11.8,"1","Omnivore",17.04,104.89,"R",9,"LC",1.07188200730613,"Resident/low mobility","LC","LC/NE"
"Pteruthius aeralatus","Passeriformes",0,0,38.2,"1","Carnivore",22.37,102.9,"R",11,"LC",1.58206336291171,"Resident/low mobility","LC","LC/NE"
"Pteruthius intermedius","Passeriformes",0,0,NA,NA,NA,NA,NA,"R",3,NA,NA,NA,"Unknown","Unknown"
"Pteruthius melanotis","Passeriformes",0,0,13.3,"1","Carnivore",23.62,97.68,"R",3,"LC",1.12385164096709,"Resident/low mobility","LC","LC/NE"
"Pteruthius rufiventer","Passeriformes",1,1,43,"1","Carnivore",26.59,94.07,"R",1,"LC",1.63346845557959,"Resident/low mobility","LC","LC/NE"
"Pteruthius xanthochlorus","Passeriformes",3,1,14.3,"1","Omnivore",29.11,96.27,"R",8,"LC",1.15533603746506,"Resident/low mobility","LC","LC/NE"
"Parayuhina bakeri","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Parayuhina diademata","Passeriformes",1,1,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Staphida castaniceps","Passeriformes",1,1,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Staphida torqueola","Passeriformes",1,1,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Yuhina brunneiceps","Passeriformes",0,0,12.49,"1","Omnivore",23.79,121.11,"R",1,"LC",1.09656243837414,"Resident/low mobility","LC","LC/NE"
"Yuhina flavicollis","Passeriformes",0,0,16.91,"1","Carnivore",25.82,93.08,"R",2,"LC",1.22814360759774,"Resident/low mobility","LC","LC/NE"
"Yuhina gularis","Passeriformes",0,0,20.78,"1","Carnivore",26.77,94.62,"R",4,"LC",1.31764554322116,"Resident/low mobility","LC","LC/NE"
